"USER_ID"	"Party"	"Age_group"	"NumSurveyAns"	"Gender"	"Income"	"HouseholdStatus"	"EducationLevel"	"Q109244"	"Q115611"	"Q98197"	"Q113181"	"Q98869"	"Q101163"	"Q99480"	"Q105840"	"Q116881"	"Q120379"	"Q120472"	"Q106272"	"Q115899"	"Q119851"	"Q121699"	"Q110740"
1302	"Republican"	"(44,64]"	99	"Female"	"$25,001 - $50,000"	"Single (w/kids)"	"Associate's Degree"	"No"	"No"	"No"	"No"	"Yes"	"Dad"	"Yes"	"Yes"	"Happy"	"No"	"Art"	"No"	"Me"	"Yes"	"Yes"	"Mac"
1303	"Democrat"	"(18,44]"	99	"Male"	"under $25,000"	"Domestic Partners (no kids)"	"Master's Degree"	"Yes"	"No"	"No"	"No"	"Yes"	"Mom"	"Yes"	"Yes"	"Right"	"Yes"	"Science"	"No"	"Me"	"No"	"Yes"	"Mac"
1304	"Republican"	"(44,64]"	100	"Male"	"over $150,000"	"Married (w/kids)"	"Master's Degree"	"No"	"No"	"Yes"	"Yes"	"Yes"	"Dad"	"Yes"	"Yes"	"Happy"	"Yes"	"Art"	"Yes"	"Circumstances"	"Yes"	"Yes"	"PC"
1305	"Democrat"	"(18,44]"	23	"Female"	"dnr"	"Single (no kids)"	"Current Undergraduate"	"Yes"	"dnr"	"No"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"
1306	"Republican"	"(44,64]"	101	"Male"	"$50,000 - $74,999"	"Married (w/kids)"	"High School Diploma"	"No"	"No"	"Yes"	"Yes"	"Yes"	"Dad"	"Yes"	"No"	"Happy"	"No"	"Science"	"Yes"	"Me"	"Yes"	"No"	"PC"
1307	"Republican"	"(18,44]"	89	"Female"	"$25,001 - $50,000"	"Single (no kids)"	"Bachelor's Degree"	"Yes"	"No"	"No"	"dnr"	"No"	"Mom"	"Yes"	"Yes"	"Happy"	"Yes"	"Art"	"dnr"	"Circumstances"	"Yes"	"Yes"	"PC"
1308	"Democrat"	"(44,64]"	8	"Male"	"over $150,000"	"Married (w/kids)"	"Master's Degree"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"
1309	"Democrat"	"(18,44]"	97	"Male"	"$100,001 - $150,000"	"Married (w/kids)"	"Bachelor's Degree"	"No"	"Yes"	"Yes"	"Yes"	"Yes"	"Dad"	"Yes"	"No"	"Right"	"No"	"Science"	"Yes"	"Me"	"Yes"	"Yes"	"PC"
1310	"Republican"	"(18,44]"	100	"Female"	"$25,001 - $50,000"	"Single (no kids)"	"Associate's Degree"	"No"	"No"	"Yes"	"Yes"	"Yes"	"Dad"	"Yes"	"Yes"	"Happy"	"Yes"	"Science"	"No"	"Me"	"Yes"	"Yes"	"Mac"
1311	"Democrat"	"(18,44]"	76	"Male"	"$25,001 - $50,000"	"Married (w/kids)"	"Bachelor's Degree"	"No"	"Yes"	"Yes"	"Yes"	"Yes"	"Dad"	"Yes"	"No"	"Right"	"dnr"	"dnr"	"Yes"	"Me"	"dnr"	"dnr"	"Mac"
1313	"Republican"	"(64,90]"	74	"Female"	"$50,000 - $74,999"	"Married (w/kids)"	"Master's Degree"	"No"	"dnr"	"No"	"No"	"Yes"	"Mom"	"Yes"	"Yes"	"Right"	"Yes"	"Science"	"No"	"dnr"	"No"	"No"	"dnr"
1314	"Democrat"	"(44,64]"	101	"Male"	"under $25,000"	"Single (no kids)"	"Bachelor's Degree"	"No"	"Yes"	"No"	"No"	"No"	"Dad"	"Yes"	"No"	"Happy"	"No"	"Science"	"Yes"	"Circumstances"	"Yes"	"Yes"	"PC"
1317	"Democrat"	"(18,44]"	101	"Male"	"under $25,000"	"Single (no kids)"	"Current Undergraduate"	"No"	"No"	"No"	"No"	"Yes"	"Mom"	"Yes"	"Yes"	"Happy"	"No"	"Science"	"No"	"Me"	"Yes"	"Yes"	"Mac"
1318	"Republican"	"(18,44]"	99	"Male"	"$25,001 - $50,000"	"Married (w/kids)"	"Master's Degree"	"No"	"No"	"Yes"	"Yes"	"Yes"	"Mom"	"No"	"Yes"	"Happy"	"Yes"	"Science"	"Yes"	"Me"	"Yes"	"No"	"Mac"
1319	"Democrat"	"(18,44]"	31	"Female"	"under $25,000"	"Single (no kids)"	"Current Undergraduate"	"No"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"Happy"	"dnr"	"Art"	"dnr"	"dnr"	"Yes"	"Yes"	"dnr"
1320	"Democrat"	"(18,44]"	101	"Female"	"$25,001 - $50,000"	"Single (no kids)"	"Bachelor's Degree"	"No"	"No"	"Yes"	"Yes"	"Yes"	"Dad"	"Yes"	"Yes"	"Happy"	"Yes"	"Science"	"No"	"Circumstances"	"No"	"Yes"	"Mac"
1321	"Democrat"	"(44,64]"	99	"Male"	"$50,000 - $74,999"	"Single (w/kids)"	"Current Undergraduate"	"Yes"	"No"	"No"	"No"	"No"	"Dad"	"Yes"	"Yes"	"Right"	"No"	"Science"	"Yes"	"Me"	"No"	"Yes"	"PC"
1323	"Democrat"	"(18,44]"	51	"Female"	"under $25,000"	"Married (w/kids)"	"dnr"	"Yes"	"Yes"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"Yes"	"Happy"	"dnr"	"dnr"	"Yes"	"Me"	"dnr"	"dnr"	"PC"
1324	"Democrat"	"(18,44]"	56	"Male"	"under $25,000"	"Single (no kids)"	"Current Undergraduate"	"No"	"dnr"	"dnr"	"No"	"dnr"	"Mom"	"No"	"Yes"	"dnr"	"Yes"	"Science"	"No"	"Me"	"dnr"	"dnr"	"Mac"
1325	"Democrat"	"(18,44]"	101	"Male"	"$50,000 - $74,999"	"Married (w/kids)"	"Associate's Degree"	"No"	"No"	"No"	"No"	"Yes"	"Mom"	"Yes"	"Yes"	"Right"	"No"	"Science"	"Yes"	"Me"	"No"	"Yes"	"Mac"
1326	"Democrat"	"(18,44]"	97	"Male"	"$100,001 - $150,000"	"Single (no kids)"	"Current Undergraduate"	"No"	"No"	"No"	"No"	"Yes"	"Dad"	"Yes"	"Yes"	"Happy"	"No"	"Art"	"Yes"	"Me"	"No"	"No"	"PC"
1327	"Democrat"	"(18,44]"	97	"Female"	"$50,000 - $74,999"	"Single (no kids)"	"Current K-12"	"Yes"	"No"	"No"	"No"	"Yes"	"Mom"	"Yes"	"No"	"Right"	"Yes"	"Art"	"No"	"Circumstances"	"Yes"	"Yes"	"Mac"
1329	"Democrat"	"(18,44]"	33	"Male"	"$100,001 - $150,000"	"Single (no kids)"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"Dad"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"Yes"	"Yes"	"Mac"
1330	"Democrat"	"(0,18]"	17	"Male"	"$100,001 - $150,000"	"Single (no kids)"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"Science"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"
1331	"Republican"	"(64,90]"	98	"Male"	"over $150,000"	"Married (w/kids)"	"dnr"	"No"	"Yes"	"No"	"No"	"Yes"	"Mom"	"Yes"	"No"	"Happy"	"No"	"Art"	"Yes"	"Me"	"No"	"Yes"	"PC"
1332	"Democrat"	"(64,90]"	99	"Male"	"$100,001 - $150,000"	"Single (no kids)"	"Doctoral Degree"	"No"	"No"	"No"	"No"	"Yes"	"Dad"	"dnr"	"Yes"	"Happy"	"Yes"	"Science"	"Yes"	"Me"	"No"	"Yes"	"PC"
1333	"Democrat"	"(44,64]"	101	"Male"	"$50,000 - $74,999"	"Married (w/kids)"	"High School Diploma"	"No"	"No"	"No"	"No"	"Yes"	"Dad"	"Yes"	"No"	"Happy"	"No"	"Science"	"Yes"	"Circumstances"	"Yes"	"Yes"	"PC"
1335	"Republican"	"(18,44]"	101	"Male"	"under $25,000"	"dnr"	"dnr"	"No"	"No"	"No"	"No"	"Yes"	"Dad"	"No"	"No"	"Happy"	"No"	"Science"	"No"	"Me"	"No"	"Yes"	"PC"
1336	"Democrat"	"(64,90]"	101	"Female"	"dnr"	"Married (w/kids)"	"Bachelor's Degree"	"Yes"	"No"	"No"	"No"	"Yes"	"Dad"	"No"	"Yes"	"Happy"	"No"	"Art"	"No"	"Me"	"Yes"	"Yes"	"Mac"
1337	"Democrat"	"(18,44]"	64	"Male"	"$100,001 - $150,000"	"Married (no kids)"	"dnr"	"dnr"	"No"	"dnr"	"No"	"No"	"Mom"	"No"	"Yes"	"Happy"	"dnr"	"dnr"	"Yes"	"Me"	"dnr"	"Yes"	"Mac"
1338	"Republican"	"(44,64]"	85	"Female"	"$100,001 - $150,000"	"Married (w/kids)"	"Doctoral Degree"	"Yes"	"No"	"No"	"No"	"dnr"	"Dad"	"Yes"	"Yes"	"dnr"	"Yes"	"Science"	"Yes"	"Circumstances"	"No"	"Yes"	"PC"
1339	"Democrat"	"(18,44]"	98	"Male"	"$100,001 - $150,000"	"Married (w/kids)"	"High School Diploma"	"No"	"Yes"	"Yes"	"Yes"	"Yes"	"Dad"	"Yes"	"No"	"Happy"	"No"	"Science"	"Yes"	"Me"	"Yes"	"No"	"Mac"
1340	"Democrat"	"(18,44]"	6	"Male"	"$50,000 - $74,999"	"Married (w/kids)"	"Master's Degree"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"
1341	"Democrat"	"(18,44]"	101	"Male"	"$25,001 - $50,000"	"Single (no kids)"	"Bachelor's Degree"	"No"	"Yes"	"No"	"No"	"No"	"Mom"	"Yes"	"Yes"	"Right"	"Yes"	"Science"	"Yes"	"Circumstances"	"No"	"No"	"PC"
1343	"Republican"	"(18,44]"	101	"Male"	"$25,001 - $50,000"	"Single (no kids)"	"Current Undergraduate"	"No"	"No"	"No"	"No"	"Yes"	"Mom"	"Yes"	"Yes"	"Happy"	"Yes"	"Science"	"No"	"Me"	"Yes"	"Yes"	"Mac"
1345	"Democrat"	"(44,64]"	61	"Female"	"dnr"	"Married (no kids)"	"dnr"	"Yes"	"dnr"	"Yes"	"Yes"	"dnr"	"Mom"	"dnr"	"dnr"	"Happy"	"dnr"	"dnr"	"Yes"	"Me"	"Yes"	"Yes"	"dnr"
1346	"Republican"	"(18,44]"	101	"Male"	"over $150,000"	"Single (no kids)"	"Current Undergraduate"	"No"	"No"	"Yes"	"Yes"	"Yes"	"Dad"	"No"	"No"	"Right"	"Yes"	"Science"	"No"	"Circumstances"	"Yes"	"No"	"PC"
1347	"Democrat"	"(18,44]"	100	"Female"	"$75,000 - $100,000"	"Married (w/kids)"	"Master's Degree"	"Yes"	"No"	"No"	"No"	"Yes"	"Mom"	"Yes"	"Yes"	"Right"	"No"	"Art"	"Yes"	"Circumstances"	"No"	"No"	"PC"
1348	"Democrat"	"(18,44]"	101	"Male"	"under $25,000"	"Single (no kids)"	"High School Diploma"	"No"	"No"	"No"	"No"	"No"	"Mom"	"Yes"	"No"	"Happy"	"Yes"	"Science"	"No"	"Circumstances"	"No"	"Yes"	"PC"
1349	"Republican"	"(18,44]"	93	"Male"	"$100,001 - $150,000"	"Married (w/kids)"	"Current K-12"	"No"	"No"	"Yes"	"Yes"	"Yes"	"Mom"	"Yes"	"No"	"dnr"	"Yes"	"Art"	"Yes"	"Circumstances"	"No"	"Yes"	"PC"
1350	"Republican"	"(44,64]"	100	"Female"	"dnr"	"Married (w/kids)"	"dnr"	"No"	"Yes"	"Yes"	"Yes"	"Yes"	"Mom"	"Yes"	"Yes"	"Right"	"No"	"Science"	"No"	"Me"	"Yes"	"Yes"	"Mac"
1351	"Democrat"	"(18,44]"	57	"Male"	"$25,001 - $50,000"	"Married (no kids)"	"dnr"	"Yes"	"dnr"	"No"	"No"	"Yes"	"Mom"	"Yes"	"No"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"PC"
1352	"Republican"	"(44,64]"	61	"Female"	"over $150,000"	"Married (w/kids)"	"Master's Degree"	"Yes"	"dnr"	"dnr"	"No"	"No"	"dnr"	"No"	"Yes"	"Happy"	"dnr"	"Science"	"Yes"	"dnr"	"Yes"	"Yes"	"dnr"
1353	"Democrat"	"(64,90]"	93	"Male"	"$75,000 - $100,000"	"Married (no kids)"	"Bachelor's Degree"	"Yes"	"No"	"No"	"No"	"No"	"Dad"	"No"	"No"	"Right"	"No"	"Science"	"Yes"	"Me"	"No"	"Yes"	"Mac"
1354	"Democrat"	"(18,44]"	69	"Male"	"under $25,000"	"Single (no kids)"	"Bachelor's Degree"	"dnr"	"No"	"No"	"dnr"	"No"	"Mom"	"Yes"	"No"	"Right"	"No"	"Science"	"dnr"	"Me"	"Yes"	"Yes"	"PC"
1355	"Democrat"	"(64,90]"	99	"Male"	"$50,000 - $74,999"	"Married (w/kids)"	"High School Diploma"	"No"	"Yes"	"No"	"Yes"	"Yes"	"Mom"	"Yes"	"No"	"Happy"	"No"	"Science"	"Yes"	"Me"	"Yes"	"No"	"Mac"
1356	"Democrat"	"(18,44]"	51	"Female"	"$50,000 - $74,999"	"Single (no kids)"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"Art"	"dnr"	"dnr"	"No"	"Yes"	"Mac"
1357	"Democrat"	"(18,44]"	97	"Male"	"$25,001 - $50,000"	"Married (w/kids)"	"Associate's Degree"	"No"	"Yes"	"Yes"	"Yes"	"Yes"	"Dad"	"Yes"	"Yes"	"Happy"	"No"	"Science"	"Yes"	"Circumstances"	"Yes"	"No"	"PC"
1358	"Republican"	"(18,44]"	97	"Male"	"$75,000 - $100,000"	"Single (no kids)"	"Current K-12"	"No"	"Yes"	"Yes"	"Yes"	"Yes"	"Dad"	"Yes"	"No"	"Happy"	"No"	"dnr"	"Yes"	"Circumstances"	"No"	"No"	"PC"
1359	"Republican"	"(64,90]"	92	"Male"	"dnr"	"Married (w/kids)"	"dnr"	"No"	"No"	"No"	"Yes"	"No"	"Mom"	"Yes"	"No"	"dnr"	"No"	"Science"	"Yes"	"Me"	"Yes"	"Yes"	"PC"
1360	"Republican"	"(64,90]"	101	"Male"	"dnr"	"Married (w/kids)"	"High School Diploma"	"Yes"	"Yes"	"Yes"	"Yes"	"Yes"	"Mom"	"Yes"	"No"	"Happy"	"No"	"Science"	"Yes"	"Circumstances"	"No"	"No"	"Mac"
1361	"Democrat"	"(18,44]"	95	"Male"	"over $150,000"	"Single (no kids)"	"Master's Degree"	"No"	"No"	"No"	"No"	"No"	"Dad"	"Yes"	"Yes"	"Right"	"Yes"	"Science"	"Yes"	"Me"	"No"	"Yes"	"Mac"
1363	"Republican"	"(18,44]"	101	"Male"	"under $25,000"	"Single (no kids)"	"Associate's Degree"	"No"	"Yes"	"No"	"No"	"Yes"	"Dad"	"Yes"	"Yes"	"Happy"	"No"	"Science"	"Yes"	"Me"	"No"	"No"	"PC"
1365	"Democrat"	"(18,44]"	34	"Male"	"$25,001 - $50,000"	"Married (no kids)"	"High School Diploma"	"dnr"	"Yes"	"dnr"	"Yes"	"dnr"	"Dad"	"Yes"	"dnr"	"Right"	"dnr"	"dnr"	"dnr"	"Circumstances"	"dnr"	"dnr"	"dnr"
1366	"Democrat"	"(44,64]"	50	"Female"	"$75,000 - $100,000"	"Married (w/kids)"	"dnr"	"Yes"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"Happy"	"No"	"Art"	"No"	"Circumstances"	"Yes"	"dnr"	"PC"
1368	"Democrat"	"(18,44]"	37	"Female"	"under $25,000"	"Single (no kids)"	"Master's Degree"	"dnr"	"No"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"Yes"	"dnr"	"dnr"	"Yes"	"dnr"
1369	"Democrat"	"(18,44]"	44	"Female"	"$100,001 - $150,000"	"Married (w/kids)"	"Bachelor's Degree"	"dnr"	"dnr"	"Yes"	"dnr"	"Yes"	"Mom"	"Yes"	"dnr"	"Happy"	"No"	"Art"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"
1370	"Democrat"	"(44,64]"	101	"Male"	"$50,000 - $74,999"	"Single (w/kids)"	"Bachelor's Degree"	"Yes"	"No"	"No"	"No"	"No"	"Dad"	"Yes"	"No"	"Happy"	"No"	"Science"	"Yes"	"Me"	"No"	"Yes"	"PC"
1372	"Republican"	"(44,64]"	101	"Male"	"$100,001 - $150,000"	"Married (w/kids)"	"Master's Degree"	"No"	"No"	"No"	"Yes"	"No"	"Mom"	"Yes"	"No"	"Right"	"Yes"	"Science"	"Yes"	"Me"	"No"	"Yes"	"PC"
1373	"Democrat"	"(44,64]"	99	"Male"	"over $150,000"	"Married (w/kids)"	"Bachelor's Degree"	"Yes"	"No"	"No"	"No"	"No"	"Mom"	"No"	"Yes"	"Happy"	"No"	"Art"	"Yes"	"Me"	"Yes"	"Yes"	"Mac"
1375	"Republican"	"(64,90]"	101	"Male"	"dnr"	"Married (no kids)"	"dnr"	"No"	"No"	"No"	"No"	"No"	"Dad"	"Yes"	"No"	"Happy"	"No"	"Science"	"Yes"	"Me"	"Yes"	"Yes"	"Mac"
1376	"Republican"	"(18,44]"	101	"Female"	"over $150,000"	"Single (no kids)"	"Master's Degree"	"No"	"No"	"No"	"No"	"Yes"	"Dad"	"Yes"	"No"	"Happy"	"Yes"	"Science"	"Yes"	"Me"	"Yes"	"No"	"Mac"
1377	"Democrat"	"(64,90]"	100	"Female"	"$50,000 - $74,999"	"Married (no kids)"	"dnr"	"Yes"	"No"	"No"	"No"	"Yes"	"Mom"	"Yes"	"Yes"	"Happy"	"Yes"	"Art"	"No"	"Me"	"No"	"Yes"	"Mac"
1378	"Republican"	"(18,44]"	21	"Male"	"dnr"	"Single (no kids)"	"Current Undergraduate"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"
1379	"Democrat"	"(18,44]"	81	"Female"	"$50,000 - $74,999"	"Single (no kids)"	"Master's Degree"	"dnr"	"No"	"dnr"	"Yes"	"dnr"	"dnr"	"Yes"	"Yes"	"Happy"	"Yes"	"Art"	"No"	"Me"	"Yes"	"Yes"	"dnr"
1380	"Democrat"	"(18,44]"	100	"Female"	"under $25,000"	"Single (no kids)"	"dnr"	"Yes"	"No"	"Yes"	"Yes"	"dnr"	"Mom"	"Yes"	"Yes"	"Happy"	"Yes"	"Art"	"No"	"Circumstances"	"No"	"Yes"	"Mac"
1382	"Republican"	"(18,44]"	19	"Male"	"$50,000 - $74,999"	"Married (no kids)"	"High School Diploma"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Dad"	"dnr"	"dnr"	"dnr"	"No"	"Science"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"
1384	"Democrat"	"(18,44]"	32	"Male"	"$100,001 - $150,000"	"Married (w/kids)"	"dnr"	"dnr"	"dnr"	"No"	"No"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"
1385	"Democrat"	"(0,18]"	99	"Male"	"dnr"	"dnr"	"Current K-12"	"No"	"No"	"No"	"Yes"	"No"	"Dad"	"Yes"	"No"	"Right"	"No"	"Science"	"Yes"	"Circumstances"	"No"	"No"	"Mac"
1386	"Republican"	"(44,64]"	43	"Male"	"over $150,000"	"Married (w/kids)"	"Master's Degree"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"No"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"No"	"dnr"	"Mac"
1387	"Democrat"	"(18,44]"	97	"Male"	"$25,001 - $50,000"	"Married (no kids)"	"High School Diploma"	"No"	"Yes"	"No"	"No"	"Yes"	"Dad"	"Yes"	"No"	"Right"	"No"	"Science"	"No"	"Circumstances"	"No"	"No"	"PC"
1388	"Democrat"	"(18,44]"	12	"Female"	"$75,000 - $100,000"	"Married (w/kids)"	"High School Diploma"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"Science"	"dnr"	"dnr"	"No"	"dnr"	"dnr"
1389	"Republican"	"(44,64]"	100	"Male"	"over $150,000"	"Married (w/kids)"	"Master's Degree"	"No"	"Yes"	"No"	"No"	"Yes"	"Dad"	"Yes"	"No"	"Right"	"Yes"	"Science"	"Yes"	"Me"	"Yes"	"Yes"	"Mac"
1390	"Democrat"	"(44,64]"	9	"Male"	"over $150,000"	"Married (no kids)"	"Bachelor's Degree"	"dnr"	"Yes"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Me"	"dnr"	"dnr"	"dnr"
1391	"Republican"	"(18,44]"	81	"Male"	"over $150,000"	"Married (w/kids)"	"Doctoral Degree"	"No"	"Yes"	"Yes"	"Yes"	"Yes"	"Dad"	"No"	"No"	"Right"	"Yes"	"Science"	"Yes"	"Me"	"Yes"	"Yes"	"PC"
1392	"Democrat"	"(44,64]"	100	"Male"	"$50,000 - $74,999"	"Single (no kids)"	"High School Diploma"	"dnr"	"No"	"No"	"No"	"Yes"	"Dad"	"No"	"No"	"Happy"	"No"	"Science"	"Yes"	"Me"	"Yes"	"No"	"Mac"
1393	"Democrat"	"(18,44]"	99	"Male"	"over $150,000"	"Single (no kids)"	"Current Undergraduate"	"No"	"Yes"	"Yes"	"Yes"	"Yes"	"Dad"	"Yes"	"No"	"Right"	"No"	"Science"	"No"	"Me"	"Yes"	"Yes"	"Mac"
1394	"Republican"	"(18,44]"	101	"Male"	"$100,001 - $150,000"	"Married (no kids)"	"Bachelor's Degree"	"No"	"Yes"	"No"	"No"	"Yes"	"Mom"	"No"	"No"	"Happy"	"No"	"Science"	"Yes"	"Me"	"No"	"Yes"	"Mac"
1395	"Democrat"	"(18,44]"	101	"Male"	"$75,000 - $100,000"	"Single (no kids)"	"Master's Degree"	"Yes"	"Yes"	"No"	"No"	"No"	"Mom"	"Yes"	"Yes"	"Right"	"No"	"Art"	"Yes"	"Circumstances"	"Yes"	"Yes"	"Mac"
1396	"Democrat"	"(18,44]"	101	"Female"	"$25,001 - $50,000"	"Single (no kids)"	"Bachelor's Degree"	"Yes"	"Yes"	"No"	"No"	"No"	"Mom"	"Yes"	"No"	"Happy"	"Yes"	"Science"	"Yes"	"Me"	"Yes"	"Yes"	"PC"
1397	"Republican"	"(18,44]"	97	"Female"	"$100,001 - $150,000"	"Married (no kids)"	"Master's Degree"	"Yes"	"No"	"No"	"No"	"Yes"	"Dad"	"Yes"	"Yes"	"Happy"	"Yes"	"Science"	"No"	"Me"	"Yes"	"Yes"	"Mac"
1398	"Democrat"	"(64,90]"	95	"Female"	"$25,001 - $50,000"	"Married (w/kids)"	"Associate's Degree"	"No"	"No"	"Yes"	"Yes"	"Yes"	"Dad"	"Yes"	"No"	"Happy"	"No"	"Art"	"Yes"	"Me"	"No"	"Yes"	"PC"
1399	"Republican"	"(18,44]"	97	"Male"	"$25,001 - $50,000"	"Single (no kids)"	"Master's Degree"	"No"	"Yes"	"No"	"No"	"No"	"Mom"	"Yes"	"No"	"Right"	"Yes"	"Science"	"Yes"	"Circumstances"	"No"	"No"	"PC"
1400	"Republican"	"(64,90]"	100	"Male"	"$75,000 - $100,000"	"Married (w/kids)"	"Master's Degree"	"No"	"No"	"Yes"	"Yes"	"Yes"	"Dad"	"Yes"	"Yes"	"Right"	"Yes"	"Art"	"Yes"	"Me"	"Yes"	"No"	"PC"
1401	"Republican"	"(18,44]"	100	"Male"	"under $25,000"	"Single (no kids)"	"Current Undergraduate"	"No"	"No"	"No"	"No"	"No"	"Dad"	"Yes"	"No"	"Right"	"No"	"Science"	"No"	"Me"	"Yes"	"Yes"	"Mac"
1403	"Republican"	"(18,44]"	23	"Female"	"dnr"	"Single (no kids)"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"Science"	"dnr"	"dnr"	"No"	"dnr"	"dnr"
1404	"Democrat"	"(18,44]"	101	"Male"	"$25,001 - $50,000"	"Single (no kids)"	"High School Diploma"	"No"	"No"	"No"	"No"	"Yes"	"Dad"	"Yes"	"No"	"Happy"	"No"	"Science"	"No"	"Me"	"Yes"	"Yes"	"PC"
1405	"Democrat"	"(18,44]"	55	"Female"	"$75,000 - $100,000"	"Married (w/kids)"	"Master's Degree"	"No"	"dnr"	"Yes"	"Yes"	"Yes"	"Mom"	"Yes"	"Yes"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"Mac"
1406	"Republican"	"(44,64]"	23	"Male"	"$50,000 - $74,999"	"Married (w/kids)"	"Bachelor's Degree"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"PC"
1407	"Democrat"	"(18,44]"	88	"Male"	"$75,000 - $100,000"	"Single (no kids)"	"Current Undergraduate"	"Yes"	"No"	"No"	"No"	"No"	"Mom"	"No"	"No"	"Happy"	"No"	"Science"	"Yes"	"Circumstances"	"No"	"Yes"	"PC"
1408	"Republican"	"(18,44]"	95	"Female"	"over $150,000"	"Married (w/kids)"	"dnr"	"No"	"Yes"	"No"	"No"	"Yes"	"Dad"	"No"	"Yes"	"Happy"	"No"	"Science"	"Yes"	"Circumstances"	"Yes"	"Yes"	"Mac"
1410	"Democrat"	"(18,44]"	101	"Male"	"$50,000 - $74,999"	"Married (w/kids)"	"Doctoral Degree"	"Yes"	"No"	"No"	"No"	"No"	"Dad"	"No"	"Yes"	"Happy"	"Yes"	"Science"	"Yes"	"Circumstances"	"No"	"Yes"	"Mac"
1411	"Democrat"	"(18,44]"	34	"dnr"	"dnr"	"Single (w/kids)"	"Bachelor's Degree"	"No"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"Art"	"dnr"	"Me"	"dnr"	"Yes"	"dnr"
1412	"Republican"	"(64,90]"	96	"Male"	"$50,000 - $74,999"	"Married (w/kids)"	"Current K-12"	"No"	"Yes"	"No"	"No"	"Yes"	"Mom"	"Yes"	"No"	"Happy"	"No"	"Science"	"Yes"	"Me"	"Yes"	"Yes"	"PC"
1413	"Republican"	"(18,44]"	100	"Female"	"$50,000 - $74,999"	"Married (no kids)"	"Bachelor's Degree"	"No"	"No"	"No"	"No"	"Yes"	"Dad"	"Yes"	"Yes"	"Right"	"No"	"Science"	"Yes"	"Me"	"Yes"	"Yes"	"PC"
1414	"Republican"	"(18,44]"	66	"Male"	"under $25,000"	"Single (no kids)"	"Current K-12"	"No"	"No"	"No"	"Yes"	"Yes"	"Dad"	"Yes"	"No"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"PC"
1415	"Republican"	"(18,44]"	92	"Male"	"over $150,000"	"Single (no kids)"	"Current K-12"	"No"	"Yes"	"Yes"	"dnr"	"Yes"	"Dad"	"No"	"No"	"Happy"	"Yes"	"Science"	"Yes"	"Me"	"Yes"	"No"	"PC"
