"USER_ID"	"Party"	"NumSurveyAns"	"YOB"	"Gender"	"Income"	"HouseholdStatus"	"EducationLevel"	"Q109244"	"Q115611"	"Q98197"	"Q113181"	"Q98869"	"Q101163"	"Q99480"	"Q105840"	"Q116881"	"Q120379"	"Q120472"	"Q106272"	"Q115899"	"Q119851"	"Q121699"	"Q110740"	"Q106042"	"Q101596"	"Q102089"	"Q100680"	"Q115195"	"Q122771"	"Q108855"	"Q112478"	"Q107869"	"Q120014"	"Q99716"	"Q118892"	"Q108342"	"Q115390"	"Q106388"	"Q120012"	"Q118232"	"Q100689"	"Q113583"	"Q106389"	"Q98078"	"Q124122"	"Q118237"	"Q96024"	"Q116953"
250	"Democrat"	99	1966	"Female"	"under $25,000"	"Single (w/kids)"	"Associate's Degree"	"No"	"Yes"	"No"	"No"	"Yes"	"Dad"	"Yes"	"No"	"Happy"	"Yes"	"Science"	"No"	"Me"	"No"	"No"	"Mac"	"Yes"	"No"	"Rent"	"Yes"	"Yes"	"Public"	"Umm..."	"Yes"	"No"	"No"	"No"	"Yes"	"In-person"	"Yes"	"Yes"	"Yes"	"Pragmatist"	"Yes"	"Tunes"	"Yes"	"No"	"dnr"	"Yes"	"No"	"Yes"
251	"Democrat"	89	1983	"Male"	"$25,001 - $50,000"	"Married (w/kids)"	"Bachelor's Degree"	"No"	"No"	"Yes"	"dnr"	"dnr"	"Dad"	"Yes"	"No"	"Right"	"No"	"Art"	"Yes"	"Me"	"No"	"No"	"Mac"	"dnr"	"No"	"Own"	"Yes"	"Yes"	"Private"	"Umm..."	"dnr"	"No"	"No"	"No"	"Yes"	"Online"	"No"	"No"	"Yes"	"Pragmatist"	"Yes"	"dnr"	"No"	"Yes"	"dnr"	"Yes"	"Yes"	"Yes"
252	"Democrat"	97	1989	"Female"	"$75,000 - $100,000"	"Single (no kids)"	"Bachelor's Degree"	"Yes"	"No"	"No"	"dnr"	"Yes"	"Dad"	"No"	"No"	"Happy"	"Yes"	"Science"	"Yes"	"Circumstances"	"Yes"	"Yes"	"Mac"	"Yes"	"No"	"Own"	"Yes"	"Yes"	"Public"	"Yes!"	"Yes"	"Yes"	"No"	"No"	"No"	"In-person"	"Yes"	"dnr"	"Yes"	"Pragmatist"	"Yes"	"Tunes"	"dnr"	"No"	"No"	"No"	"Yes"	"Yes"
253	"Democrat"	94	1959	"Male"	"$75,000 - $100,000"	"Married (w/kids)"	"Associate's Degree"	"No"	"No"	"No"	"No"	"No"	"Dad"	"No"	"Yes"	"Right"	"No"	"Science"	"Yes"	"Me"	"Yes"	"No"	"PC"	"Yes"	"Yes"	"Own"	"No"	"dnr"	"Public"	"dnr"	"No"	"Yes"	"Yes"	"No"	"No"	"Online"	"Yes"	"dnr"	"Yes"	"Pragmatist"	"No"	"Talk"	"dnr"	"No"	"Yes"	"No"	"No"	"Yes"
254	"Republican"	101	1970	"Male"	"$50,000 - $74,999"	"Married (w/kids)"	"Master's Degree"	"No"	"No"	"No"	"Yes"	"Yes"	"Dad"	"Yes"	"No"	"Right"	"Yes"	"Art"	"Yes"	"Me"	"Yes"	"Yes"	"Mac"	"No"	"Yes"	"Own"	"No"	"Yes"	"Public"	"Yes!"	"Yes"	"No"	"Yes"	"No"	"Yes"	"Online"	"No"	"Yes"	"Yes"	"Pragmatist"	"Yes"	"Talk"	"Yes"	"Yes"	"Yes"	"Yes"	"No"	"No"
255	"Democrat"	94	1982	"Male"	"$50,000 - $74,999"	"Domestic Partners (no kids)"	"Associate's Degree"	"No"	"Yes"	"No"	"No"	"Yes"	"Dad"	"Yes"	"Yes"	"Happy"	"Yes"	"Science"	"dnr"	"Me"	"No"	"Yes"	"Mac"	"Yes"	"Yes"	"Rent"	"dnr"	"Yes"	"Public"	"Yes!"	"Yes"	"Yes"	"No"	"No"	"Yes"	"In-person"	"Yes"	"dnr"	"No"	"Idealist"	"Yes"	"Tunes"	"dnr"	"No"	"Yes"	"No"	"Yes"	"Yes"
256	"Democrat"	101	1980	"Female"	"$50,000 - $74,999"	"Single (w/kids)"	"dnr"	"No"	"No"	"No"	"No"	"Yes"	"Dad"	"Yes"	"Yes"	"Happy"	"No"	"Art"	"Yes"	"Circumstances"	"No"	"Yes"	"PC"	"Yes"	"Yes"	"Own"	"Yes"	"No"	"Public"	"Umm..."	"Yes"	"No"	"No"	"No"	"Yes"	"In-person"	"Yes"	"Yes"	"Yes"	"Idealist"	"Yes"	"Talk"	"No"	"No"	"Yes"	"Yes"	"No"	"No"
257	"Democrat"	96	1965	"Male"	"over $150,000"	"Married (w/kids)"	"dnr"	"No"	"Yes"	"No"	"No"	"Yes"	"Mom"	"Yes"	"No"	"Happy"	"No"	"Science"	"Yes"	"Me"	"Yes"	"Yes"	"PC"	"Yes"	"Yes"	"Own"	"Yes"	"Yes"	"Public"	"dnr"	"No"	"Yes"	"Yes"	"No"	"Yes"	"In-person"	"dnr"	"No"	"Yes"	"Pragmatist"	"Yes"	"Talk"	"No"	"Yes"	"No"	"Yes"	"No"	"Yes"
258	"Democrat"	8	1990	"Male"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"Science"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"
261	"Republican"	101	1979	"Female"	"$75,000 - $100,000"	"Married (w/kids)"	"High School Diploma"	"Yes"	"No"	"No"	"No"	"Yes"	"Dad"	"Yes"	"Yes"	"Happy"	"No"	"Science"	"No"	"Me"	"No"	"Yes"	"PC"	"Yes"	"No"	"Own"	"Yes"	"Yes"	"Public"	"Yes!"	"Yes"	"Yes"	"No"	"No"	"Yes"	"Online"	"Yes"	"Yes"	"No"	"Pragmatist"	"Yes"	"Talk"	"Yes"	"No"	"No"	"Yes"	"Yes"	"Yes"
262	"Republican"	101	1981	"Male"	"$50,000 - $74,999"	"Married (no kids)"	"High School Diploma"	"No"	"No"	"No"	"No"	"Yes"	"Mom"	"Yes"	"Yes"	"Happy"	"No"	"Art"	"Yes"	"Me"	"Yes"	"Yes"	"Mac"	"No"	"No"	"Rent"	"Yes"	"Yes"	"Private"	"Umm..."	"Yes"	"No"	"Yes"	"No"	"No"	"Online"	"Yes"	"Yes"	"Yes"	"Idealist"	"Yes"	"Tunes"	"No"	"Yes"	"Yes"	"Yes"	"No"	"No"
263	"Republican"	87	1981	"Male"	"$50,000 - $74,999"	"Married (w/kids)"	"Bachelor's Degree"	"No"	"No"	"Yes"	"Yes"	"Yes"	"Mom"	"Yes"	"No"	"Happy"	"Yes"	"Science"	"Yes"	"Me"	"No"	"dnr"	"Mac"	"No"	"Yes"	"Own"	"No"	"Yes"	"dnr"	"Umm..."	"Yes"	"Yes"	"No"	"No"	"Yes"	"In-person"	"dnr"	"No"	"No"	"Pragmatist"	"No"	"Talk"	"Yes"	"Yes"	"dnr"	"No"	"No"	"No"
265	"Democrat"	101	1950	"Male"	"$25,001 - $50,000"	"Married (no kids)"	"High School Diploma"	"No"	"No"	"Yes"	"Yes"	"Yes"	"Dad"	"Yes"	"No"	"Right"	"No"	"Art"	"Yes"	"Me"	"No"	"Yes"	"Mac"	"Yes"	"No"	"Own"	"Yes"	"No"	"Public"	"Umm..."	"Yes"	"No"	"No"	"No"	"Yes"	"In-person"	"No"	"No"	"No"	"Idealist"	"Yes"	"Tunes"	"No"	"Yes"	"No"	"No"	"Yes"	"No"
266	"Republican"	60	1981	"Male"	"over $150,000"	"Single (no kids)"	"dnr"	"No"	"dnr"	"Yes"	"dnr"	"dnr"	"Dad"	"Yes"	"No"	"dnr"	"dnr"	"Science"	"Yes"	"dnr"	"Yes"	"dnr"	"PC"	"No"	"No"	"Own"	"No"	"dnr"	"Public"	"Yes!"	"dnr"	"Yes"	"No"	"No"	"dnr"	"In-person"	"dnr"	"No"	"Yes"	"dnr"	"No"	"dnr"	"Yes"	"No"	"dnr"	"dnr"	"No"	"dnr"
269	"Democrat"	101	1984	"Male"	"$50,000 - $74,999"	"Single (no kids)"	"Bachelor's Degree"	"Yes"	"No"	"No"	"No"	"Yes"	"Dad"	"Yes"	"No"	"Right"	"No"	"Science"	"No"	"Me"	"Yes"	"Yes"	"Mac"	"No"	"No"	"Rent"	"Yes"	"Yes"	"Public"	"Umm..."	"Yes"	"Yes"	"Yes"	"Yes"	"Yes"	"Online"	"No"	"Yes"	"No"	"Pragmatist"	"No"	"Talk"	"No"	"Yes"	"Yes"	"No"	"Yes"	"Yes"
270	"Republican"	101	1970	"Male"	"$100,001 - $150,000"	"Married (w/kids)"	"Bachelor's Degree"	"No"	"No"	"No"	"No"	"Yes"	"Dad"	"Yes"	"No"	"Happy"	"No"	"Science"	"Yes"	"Me"	"No"	"Yes"	"PC"	"Yes"	"Yes"	"Own"	"Yes"	"No"	"Public"	"Umm..."	"Yes"	"Yes"	"Yes"	"No"	"Yes"	"In-person"	"Yes"	"No"	"Yes"	"Pragmatist"	"Yes"	"Tunes"	"No"	"No"	"No"	"Yes"	"Yes"	"Yes"
273	"Republican"	100	1976	"Male"	"$75,000 - $100,000"	"Married (w/kids)"	"Master's Degree"	"No"	"Yes"	"No"	"Yes"	"No"	"Dad"	"Yes"	"Yes"	"Right"	"Yes"	"Science"	"Yes"	"Me"	"Yes"	"No"	"Mac"	"Yes"	"No"	"Rent"	"No"	"Yes"	"Public"	"Umm..."	"Yes"	"Yes"	"Yes"	"No"	"No"	"In-person"	"No"	"Yes"	"No"	"Pragmatist"	"Yes"	"Tunes"	"Yes"	"Yes"	"Yes"	"No"	"Yes"	"Yes"
275	"Democrat"	73	1948	"Male"	"under $25,000"	"Single (no kids)"	"Bachelor's Degree"	"dnr"	"dnr"	"No"	"Yes"	"No"	"Dad"	"Yes"	"Yes"	"Happy"	"No"	"Science"	"Yes"	"dnr"	"No"	"Yes"	"PC"	"Yes"	"No"	"Rent"	"dnr"	"dnr"	"dnr"	"Umm..."	"Yes"	"No"	"No"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"Pragmatist"	"dnr"	"Tunes"	"dnr"	"Yes"	"dnr"	"Yes"	"dnr"	"No"
276	"Republican"	100	1991	"Male"	"under $25,000"	"Single (no kids)"	"Current Undergraduate"	"No"	"Yes"	"No"	"No"	"Yes"	"Mom"	"Yes"	"No"	"Happy"	"Yes"	"Science"	"No"	"Circumstances"	"Yes"	"Yes"	"Mac"	"No"	"No"	"Own"	"Yes"	"No"	"Private"	"Yes!"	"No"	"Yes"	"Yes"	"No"	"Yes"	"Online"	"Yes"	"No"	"Yes"	"Pragmatist"	"Yes"	"Tunes"	"No"	"No"	"Yes"	"No"	"Yes"	"Yes"
277	"Republican"	101	1977	"Male"	"$50,000 - $74,999"	"Single (no kids)"	"Current Undergraduate"	"No"	"No"	"No"	"No"	"Yes"	"Mom"	"Yes"	"No"	"Happy"	"No"	"Science"	"Yes"	"Circumstances"	"No"	"Yes"	"PC"	"No"	"No"	"Own"	"Yes"	"Yes"	"Public"	"Umm..."	"Yes"	"No"	"Yes"	"No"	"Yes"	"In-person"	"No"	"Yes"	"Yes"	"Idealist"	"Yes"	"Tunes"	"Yes"	"No"	"No"	"Yes"	"No"	"Yes"
278	"Republican"	101	1970	"Female"	"$50,000 - $74,999"	"Married (w/kids)"	"dnr"	"No"	"No"	"No"	"No"	"Yes"	"Dad"	"No"	"No"	"Happy"	"No"	"Science"	"No"	"Circumstances"	"No"	"No"	"PC"	"No"	"No"	"Rent"	"Yes"	"No"	"Public"	"Umm..."	"Yes"	"No"	"No"	"No"	"Yes"	"Online"	"No"	"No"	"Yes"	"Pragmatist"	"No"	"Tunes"	"Yes"	"Yes"	"Yes"	"Yes"	"No"	"No"
279	"Republican"	23	1996	"Female"	"$100,001 - $150,000"	"Single (no kids)"	"Current K-12"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"Mom"	"dnr"	"Yes"	"dnr"	"Yes"	"dnr"	"dnr"	"Circumstances"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"
280	"Republican"	100	1982	"Male"	"$50,000 - $74,999"	"Married (w/kids)"	"High School Diploma"	"No"	"No"	"Yes"	"Yes"	"Yes"	"Dad"	"Yes"	"No"	"Happy"	"No"	"Science"	"Yes"	"Me"	"No"	"Yes"	"Mac"	"Yes"	"Yes"	"Own"	"Yes"	"Yes"	"Public"	"Yes!"	"No"	"No"	"Yes"	"No"	"No"	"Online"	"No"	"Yes"	"Yes"	"Idealist"	"No"	"Tunes"	"No"	"No"	"No"	"No"	"Yes"	"Yes"
281	"Republican"	67	1977	"Female"	"$75,000 - $100,000"	"Married (w/kids)"	"High School Diploma"	"No"	"No"	"dnr"	"No"	"dnr"	"dnr"	"No"	"Yes"	"Happy"	"No"	"Science"	"Yes"	"dnr"	"dnr"	"Yes"	"dnr"	"Yes"	"No"	"Rent"	"Yes"	"Yes"	"Public"	"dnr"	"Yes"	"Yes"	"dnr"	"No"	"Yes"	"Online"	"dnr"	"No"	"Yes"	"dnr"	"Yes"	"Tunes"	"No"	"dnr"	"No"	"dnr"	"dnr"	"Yes"
282	"Republican"	101	1951	"Female"	"$75,000 - $100,000"	"Married (w/kids)"	"Master's Degree"	"No"	"No"	"Yes"	"Yes"	"Yes"	"Dad"	"Yes"	"Yes"	"Happy"	"Yes"	"Science"	"No"	"Circumstances"	"Yes"	"Yes"	"PC"	"Yes"	"No"	"Own"	"Yes"	"No"	"Private"	"Yes!"	"No"	"Yes"	"No"	"No"	"Yes"	"In-person"	"Yes"	"Yes"	"No"	"Pragmatist"	"Yes"	"Tunes"	"Yes"	"No"	"No"	"No"	"No"	"Yes"
283	"Democrat"	100	1958	"Female"	"dnr"	"Single (no kids)"	"Master's Degree"	"Yes"	"No"	"No"	"No"	"No"	"Mom"	"No"	"Yes"	"Happy"	"Yes"	"Science"	"Yes"	"Me"	"No"	"Yes"	"PC"	"Yes"	"No"	"Rent"	"Yes"	"Yes"	"Private"	"Umm..."	"No"	"No"	"No"	"Yes"	"Yes"	"Online"	"No"	"Yes"	"Yes"	"Pragmatist"	"Yes"	"Tunes"	"No"	"No"	"No"	"Yes"	"Yes"	"Yes"
284	"Democrat"	101	1994	"Male"	"$75,000 - $100,000"	"Single (no kids)"	"High School Diploma"	"No"	"No"	"Yes"	"Yes"	"Yes"	"Dad"	"Yes"	"Yes"	"Happy"	"No"	"Science"	"Yes"	"Me"	"Yes"	"No"	"PC"	"No"	"Yes"	"Own"	"Yes"	"No"	"Public"	"Yes!"	"Yes"	"No"	"No"	"No"	"No"	"Online"	"Yes"	"No"	"No"	"Idealist"	"No"	"Tunes"	"Yes"	"Yes"	"No"	"No"	"Yes"	"Yes"
287	"Democrat"	101	1956	"Female"	"$50,000 - $74,999"	"Domestic Partners (no kids)"	"Current Undergraduate"	"Yes"	"Yes"	"No"	"No"	"No"	"Dad"	"Yes"	"Yes"	"Happy"	"No"	"Science"	"Yes"	"Circumstances"	"Yes"	"Yes"	"PC"	"Yes"	"Yes"	"Rent"	"No"	"No"	"Private"	"Umm..."	"Yes"	"Yes"	"No"	"No"	"Yes"	"Online"	"Yes"	"No"	"No"	"Pragmatist"	"No"	"Tunes"	"No"	"Yes"	"Yes"	"Yes"	"Yes"	"No"
288	"Republican"	101	1964	"Female"	"over $150,000"	"Married (w/kids)"	"Bachelor's Degree"	"No"	"No"	"Yes"	"Yes"	"Yes"	"Dad"	"Yes"	"Yes"	"Happy"	"Yes"	"Art"	"Yes"	"Circumstances"	"No"	"Yes"	"PC"	"No"	"No"	"Own"	"Yes"	"Yes"	"Public"	"Umm..."	"Yes"	"Yes"	"Yes"	"No"	"Yes"	"In-person"	"Yes"	"No"	"No"	"Pragmatist"	"Yes"	"Tunes"	"No"	"No"	"No"	"Yes"	"No"	"Yes"
289	"Republican"	101	1990	"Male"	"$25,001 - $50,000"	"Single (no kids)"	"Current Undergraduate"	"No"	"Yes"	"Yes"	"No"	"No"	"Dad"	"Yes"	"No"	"Happy"	"No"	"Science"	"Yes"	"Me"	"No"	"Yes"	"PC"	"No"	"Yes"	"Rent"	"No"	"Yes"	"Public"	"Yes!"	"No"	"Yes"	"Yes"	"No"	"No"	"In-person"	"Yes"	"No"	"Yes"	"Pragmatist"	"No"	"Tunes"	"No"	"No"	"No"	"Yes"	"No"	"No"
290	"Republican"	32	1942	"Male"	"$100,001 - $150,000"	"Married (w/kids)"	"dnr"	"dnr"	"dnr"	"Yes"	"Yes"	"Yes"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"Yes"	"Own"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"Yes"	"Talk"	"No"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"
291	"Democrat"	92	1951	"Female"	"$100,001 - $150,000"	"Married (w/kids)"	"Bachelor's Degree"	"Yes"	"No"	"No"	"No"	"dnr"	"Dad"	"Yes"	"No"	"Happy"	"No"	"Art"	"dnr"	"Me"	"Yes"	"Yes"	"PC"	"Yes"	"No"	"Own"	"Yes"	"No"	"Public"	"Umm..."	"No"	"Yes"	"No"	"No"	"Yes"	"Online"	"Yes"	"dnr"	"No"	"Pragmatist"	"Yes"	"Tunes"	"dnr"	"No"	"Yes"	"Yes"	"No"	"Yes"
292	"Democrat"	97	1957	"Female"	"$50,000 - $74,999"	"Married (w/kids)"	"Bachelor's Degree"	"dnr"	"No"	"Yes"	"Yes"	"Yes"	"Dad"	"Yes"	"No"	"Happy"	"No"	"Art"	"Yes"	"dnr"	"No"	"Yes"	"Mac"	"Yes"	"No"	"Own"	"Yes"	"No"	"Public"	"Yes!"	"Yes"	"Yes"	"No"	"No"	"Yes"	"In-person"	"dnr"	"No"	"Yes"	"Pragmatist"	"No"	"Tunes"	"No"	"Yes"	"No"	"No"	"No"	"Yes"
293	"Democrat"	88	1987	"Female"	"$25,001 - $50,000"	"Single (no kids)"	"High School Diploma"	"No"	"No"	"No"	"No"	"Yes"	"Mom"	"No"	"No"	"dnr"	"No"	"Art"	"Yes"	"Circumstances"	"No"	"Yes"	"PC"	"Yes"	"No"	"Own"	"No"	"Yes"	"dnr"	"Yes!"	"No"	"Yes"	"Yes"	"No"	"Yes"	"In-person"	"No"	"No"	"Yes"	"Pragmatist"	"No"	"Tunes"	"No"	"No"	"dnr"	"No"	"No"	"dnr"
294	"Democrat"	101	1986	"Female"	"$25,001 - $50,000"	"Single (no kids)"	"Bachelor's Degree"	"Yes"	"No"	"No"	"No"	"No"	"Dad"	"No"	"Yes"	"Happy"	"No"	"Science"	"No"	"Circumstances"	"Yes"	"Yes"	"Mac"	"No"	"No"	"Rent"	"Yes"	"Yes"	"Public"	"Umm..."	"Yes"	"No"	"No"	"Yes"	"Yes"	"In-person"	"Yes"	"Yes"	"No"	"Pragmatist"	"Yes"	"Tunes"	"No"	"No"	"Yes"	"Yes"	"Yes"	"Yes"
295	"Republican"	90	1970	"Female"	"dnr"	"Single (no kids)"	"Master's Degree"	"No"	"No"	"dnr"	"Yes"	"Yes"	"Dad"	"dnr"	"Yes"	"Right"	"Yes"	"Science"	"Yes"	"Circumstances"	"Yes"	"No"	"PC"	"No"	"No"	"Own"	"dnr"	"Yes"	"Public"	"Umm..."	"Yes"	"Yes"	"Yes"	"dnr"	"Yes"	"In-person"	"No"	"Yes"	"Yes"	"Pragmatist"	"No"	"Tunes"	"No"	"dnr"	"No"	"Yes"	"Yes"	"Yes"
297	"Republican"	101	1979	"Male"	"$100,001 - $150,000"	"Single (no kids)"	"Master's Degree"	"No"	"Yes"	"Yes"	"Yes"	"Yes"	"Dad"	"Yes"	"No"	"Happy"	"Yes"	"Science"	"Yes"	"Me"	"Yes"	"Yes"	"Mac"	"No"	"No"	"Own"	"Yes"	"Yes"	"Public"	"Yes!"	"Yes"	"No"	"Yes"	"No"	"No"	"In-person"	"Yes"	"Yes"	"No"	"Idealist"	"Yes"	"Tunes"	"No"	"Yes"	"No"	"No"	"Yes"	"Yes"
298	"Republican"	101	1968	"Female"	"$25,001 - $50,000"	"Single (no kids)"	"Current Undergraduate"	"No"	"No"	"Yes"	"No"	"Yes"	"Dad"	"Yes"	"No"	"Happy"	"Yes"	"Science"	"Yes"	"Circumstances"	"No"	"No"	"Mac"	"Yes"	"Yes"	"Rent"	"Yes"	"Yes"	"Public"	"Umm..."	"No"	"No"	"Yes"	"No"	"Yes"	"Online"	"Yes"	"No"	"Yes"	"Idealist"	"Yes"	"Tunes"	"No"	"Yes"	"No"	"Yes"	"Yes"	"Yes"
299	"Republican"	101	1971	"Female"	"$75,000 - $100,000"	"Married (w/kids)"	"Associate's Degree"	"No"	"No"	"Yes"	"Yes"	"Yes"	"Mom"	"Yes"	"No"	"Happy"	"No"	"Art"	"Yes"	"Me"	"No"	"No"	"PC"	"No"	"No"	"Own"	"Yes"	"No"	"Public"	"Yes!"	"No"	"Yes"	"No"	"No"	"No"	"In-person"	"No"	"No"	"Yes"	"Pragmatist"	"Yes"	"Tunes"	"Yes"	"No"	"No"	"Yes"	"No"	"Yes"
300	"Democrat"	101	1963	"Male"	"$75,000 - $100,000"	"Married (w/kids)"	"Bachelor's Degree"	"No"	"No"	"Yes"	"Yes"	"Yes"	"Dad"	"Yes"	"No"	"Happy"	"Yes"	"Art"	"Yes"	"Circumstances"	"Yes"	"Yes"	"Mac"	"Yes"	"Yes"	"Own"	"Yes"	"Yes"	"Private"	"Umm..."	"Yes"	"Yes"	"Yes"	"No"	"No"	"In-person"	"Yes"	"No"	"No"	"Idealist"	"Yes"	"Tunes"	"Yes"	"Yes"	"No"	"No"	"No"	"Yes"
301	"Democrat"	101	1989	"Male"	"$25,001 - $50,000"	"Single (no kids)"	"Current Undergraduate"	"No"	"Yes"	"Yes"	"Yes"	"Yes"	"Mom"	"Yes"	"Yes"	"Happy"	"No"	"Science"	"No"	"Me"	"No"	"Yes"	"Mac"	"No"	"No"	"Rent"	"No"	"Yes"	"Private"	"Umm..."	"Yes"	"Yes"	"Yes"	"No"	"Yes"	"In-person"	"No"	"Yes"	"No"	"Pragmatist"	"No"	"Tunes"	"Yes"	"Yes"	"Yes"	"No"	"Yes"	"Yes"
302	"Democrat"	98	1966	"Female"	"$100,001 - $150,000"	"Married (w/kids)"	"Master's Degree"	"No"	"No"	"Yes"	"Yes"	"Yes"	"Dad"	"Yes"	"Yes"	"Happy"	"Yes"	"Science"	"Yes"	"Circumstances"	"Yes"	"Yes"	"PC"	"No"	"No"	"Own"	"dnr"	"Yes"	"Public"	"Yes!"	"No"	"Yes"	"No"	"dnr"	"No"	"In-person"	"Yes"	"Yes"	"No"	"Idealist"	"No"	"Talk"	"Yes"	"No"	"No"	"No"	"Yes"	"Yes"
303	"Democrat"	100	1975	"Male"	"$75,000 - $100,000"	"Single (no kids)"	"Doctoral Degree"	"Yes"	"No"	"Yes"	"Yes"	"Yes"	"Dad"	"Yes"	"No"	"Happy"	"Yes"	"Science"	"Yes"	"Me"	"No"	"Yes"	"PC"	"Yes"	"No"	"Own"	"No"	"Yes"	"Private"	"Umm..."	"Yes"	"Yes"	"No"	"Yes"	"Yes"	"In-person"	"Yes"	"No"	"Yes"	"Pragmatist"	"Yes"	"Talk"	"No"	"No"	"Yes"	"No"	"Yes"	"Yes"
304	"Democrat"	101	1987	"Female"	"$25,001 - $50,000"	"Single (no kids)"	"Master's Degree"	"Yes"	"No"	"Yes"	"Yes"	"Yes"	"Dad"	"Yes"	"Yes"	"Happy"	"Yes"	"Science"	"No"	"Me"	"No"	"Yes"	"PC"	"Yes"	"No"	"Rent"	"Yes"	"Yes"	"Public"	"Yes!"	"Yes"	"No"	"Yes"	"No"	"Yes"	"Online"	"Yes"	"No"	"Yes"	"Idealist"	"Yes"	"Tunes"	"No"	"No"	"No"	"No"	"No"	"Yes"
305	"Democrat"	29	1962	"Female"	"$75,000 - $100,000"	"Married (w/kids)"	"Master's Degree"	"dnr"	"dnr"	"Yes"	"Yes"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"Science"	"dnr"	"dnr"	"No"	"dnr"	"PC"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"Tunes"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"
306	"Democrat"	82	1967	"Female"	"$100,001 - $150,000"	"Married (w/kids)"	"Master's Degree"	"Yes"	"No"	"dnr"	"dnr"	"dnr"	"Mom"	"Yes"	"Yes"	"dnr"	"Yes"	"Science"	"Yes"	"Circumstances"	"No"	"Yes"	"PC"	"Yes"	"dnr"	"dnr"	"Yes"	"Yes"	"Public"	"Yes!"	"Yes"	"Yes"	"No"	"No"	"Yes"	"Online"	"No"	"No"	"Yes"	"Idealist"	"Yes"	"Talk"	"No"	"dnr"	"Yes"	"No"	"Yes"	"dnr"
307	"Democrat"	101	1956	"Male"	"$100,001 - $150,000"	"Married (w/kids)"	"Bachelor's Degree"	"Yes"	"No"	"Yes"	"Yes"	"Yes"	"Dad"	"Yes"	"Yes"	"Happy"	"No"	"Science"	"No"	"Circumstances"	"No"	"No"	"Mac"	"Yes"	"Yes"	"Own"	"Yes"	"No"	"Public"	"Yes!"	"Yes"	"Yes"	"Yes"	"No"	"Yes"	"Online"	"Yes"	"No"	"No"	"Idealist"	"Yes"	"Tunes"	"No"	"Yes"	"Yes"	"No"	"Yes"	"No"
309	"Republican"	11	1994	"Female"	"dnr"	"Single (no kids)"	"Current Undergraduate"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes!"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"In-person"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"
311	"Democrat"	82	1993	"Male"	"$100,001 - $150,000"	"Single (no kids)"	"Current Undergraduate"	"No"	"dnr"	"No"	"No"	"Yes"	"dnr"	"Yes"	"No"	"Happy"	"No"	"Science"	"Yes"	"dnr"	"No"	"dnr"	"PC"	"No"	"Yes"	"Own"	"No"	"Yes"	"Private"	"Yes!"	"No"	"dnr"	"No"	"No"	"No"	"In-person"	"No"	"No"	"No"	"dnr"	"No"	"Tunes"	"No"	"No"	"Yes"	"No"	"Yes"	"Yes"
312	"Democrat"	101	1997	"Female"	"$50,000 - $74,999"	"Single (no kids)"	"Current K-12"	"No"	"No"	"Yes"	"Yes"	"Yes"	"Mom"	"No"	"No"	"Happy"	"Yes"	"Science"	"Yes"	"Circumstances"	"No"	"Yes"	"Mac"	"Yes"	"No"	"Own"	"Yes"	"Yes"	"Public"	"Umm..."	"Yes"	"Yes"	"Yes"	"No"	"Yes"	"In-person"	"No"	"No"	"No"	"Pragmatist"	"No"	"Tunes"	"No"	"No"	"No"	"Yes"	"Yes"	"No"
