"USER_ID"	"Party"	"Gender"	"Income"	"HouseholdStatus"	"EducationLevel"	"IsLiberal"	"Age"	"NumSurveyAns"	"NumDemogrAns"	"Q109244"	"Q115611"	"Q98197"	"Q113181"	"Q98869"	"Q101163"	"Q99480"	"Q105840"	"Q116881"	"Q120379"	"Q120472"	"Q106272"	"Q115899"	"Q121699"	"Q119851"	"Q110740"	"Q102089"	"Q106042"	"Q115195"	"Q100680"	"Q101596"	"Q99716"	"Q118892"	"Q108342"	"Q115390"	"Q107869"	"Q122771"	"Q118232"	"Q112478"	"Q120012"	"Q113583"	"Q120014"	"Q100689"	"Q124122"	"Q98078"	"Q96024"	"Q108855"	"Q121700"	"Q106388"	"Q116953"	"Q111848"	"Q116448"	"Q120194"	"Q121011"	"Q106389"
181	"Democrat"	"Female"	"under $25,000"	"Single (no kids)"	"Current Undergraduate"	"Yes"	21	73	4	"Yes"	"No"	"Yes"	"Yes"	"Yes"	"dnr"	"No"	"dnr"	"Happy"	"dnr"	"dnr"	"No"	"dnr"	"Yes"	"No"	"PC"	"dnr"	"No"	"No"	"Yes"	"dnr"	"dnr"	"Yes"	"In-person"	"dnr"	"Yes"	"Private"	"Pragmatist"	"dnr"	"dnr"	"Tunes"	"No"	"Yes"	"Yes"	"Yes"	"dnr"	"Yes!"	"Yes"	"No"	"dnr"	"Yes"	"Yes"	"dnr"	"No"	"No"
182	"Republican"	"Female"	"$100,001 - $150,000"	"Married (w/kids)"	"Bachelor's Degree"	"Yes"	42	101	4	"Yes"	"No"	"Yes"	"Yes"	"Yes"	"Dad"	"Yes"	"Yes"	"Happy"	"No"	"Art"	"Yes"	"Me"	"Yes"	"Yes"	"PC"	"Own"	"No"	"Yes"	"Yes"	"No"	"No"	"Yes"	"In-person"	"Yes"	"Yes"	"Public"	"Idealist"	"Yes"	"No"	"Talk"	"Yes"	"Yes"	"No"	"Yes"	"No"	"Yes!"	"No"	"Yes"	"Yes"	"Yes"	"No"	"Study first"	"No"	"No"
183	"Republican"	"Female"	"$25,001 - $50,000"	"Single (no kids)"	"High School Diploma"	"Yes"	29	101	5	"No"	"No"	"No"	"No"	"No"	"Mom"	"No"	"Yes"	"Happy"	"No"	"Art"	"No"	"Me"	"Yes"	"No"	"PC"	"Rent"	"Yes"	"No"	"Yes"	"No"	"No"	"Yes"	"Online"	"Yes"	"No"	"Public"	"Pragmatist"	"Yes"	"No"	"Tunes"	"No"	"Yes"	"Yes"	"Yes"	"Yes"	"Umm..."	"No"	"No"	"No"	"Yes"	"Yes"	"Study first"	"Yes"	"Yes"
184	"Democrat"	"Male"	"$75,000 - $100,000"	"Single (no kids)"	"Current Undergraduate"	"Yes"	18	86	5	"Yes"	"No"	"No"	"No"	"dnr"	"Dad"	"dnr"	"No"	"dnr"	"No"	"Science"	"No"	"dnr"	"Yes"	"No"	"PC"	"Rent"	"No"	"Yes"	"dnr"	"No"	"No"	"No"	"Online"	"dnr"	"No"	"Public"	"Pragmatist"	"No"	"No"	"Tunes"	"No"	"Yes"	"No"	"dnr"	"Yes"	"dnr"	"No"	"No"	"Yes"	"Yes"	"Yes"	"Study first"	"No"	"No"
186	"Republican"	"Female"	"$75,000 - $100,000"	"Married (no kids)"	"Bachelor's Degree"	"Yes"	62	98	5	"No"	"No"	"No"	"No"	"Yes"	"Dad"	"Yes"	"Yes"	"Happy"	"No"	"Art"	"Yes"	"Me"	"Yes"	"Yes"	"PC"	"Own"	"No"	"No"	"Yes"	"No"	"No"	"Yes"	"In-person"	"No"	"Yes"	"Public"	"Idealist"	"Yes"	"No"	"Talk"	"Yes"	"Yes"	"Yes"	"Yes"	"No"	"Umm..."	"No"	"No"	"Yes"	"No"	"dnr"	"Try first"	"No"	"No"
187	"Republican"	"Male"	"under $25,000"	"Single (no kids)"	"dropout"	"No"	18	100	3	"No"	"Yes"	"No"	"No"	"Yes"	"Mom"	"Yes"	"No"	"Right"	"No"	"Science"	"No"	"Me"	"No"	"Yes"	"Mac"	"Own"	"No"	"Yes"	"Yes"	"No"	"No"	"No"	"Online"	"Yes"	"Yes"	"Public"	"Idealist"	"No"	"No"	"Tunes"	"Yes"	"No"	"No"	"No"	"Yes"	"Yes!"	"No"	"No"	"Yes"	"Yes"	"Yes"	"Try first"	"No"	"No"
188	"Republican"	"Female"	"over $150,000"	"Single (no kids)"	"Master's Degree"	"Yes"	49	97	5	"No"	"No"	"No"	"No"	"dnr"	"Mom"	"Yes"	"Yes"	"Happy"	"Yes"	"Science"	"Yes"	"Circumstances"	"Yes"	"No"	"PC"	"Own"	"Yes"	"Yes"	"No"	"No"	"No"	"Yes"	"In-person"	"No"	"Yes"	"Public"	"Idealist"	"No"	"Yes"	"Talk"	"No"	"Yes"	"Yes"	"No"	"Yes"	"Yes!"	"No"	"Yes"	"Yes"	"No"	"No"	"Try first"	"No"	"No"
189	"Republican"	"Male"	"under $25,000"	"Single (no kids)"	"Bachelor's Degree"	"No"	21	100	5	"No"	"No"	"Yes"	"Yes"	"Yes"	"Dad"	"Yes"	"No"	"Right"	"Yes"	"Art"	"No"	"Me"	"Yes"	"Yes"	"Mac"	"Own"	"No"	"Yes"	"Yes"	"Yes"	"No"	"Yes"	"In-person"	"Yes"	"No"	"Public"	"Idealist"	"No"	"No"	"Tunes"	"Yes"	"No"	"No"	"Yes"	"No"	"Yes!"	"Yes"	"Yes"	"Yes"	"Yes"	"No"	"Try first"	"Yes"	"Yes"
190	"Democrat"	"Male"	"over $150,000"	"Single (no kids)"	"Current Undergraduate"	"Yes"	19	101	5	"Yes"	"Yes"	"No"	"No"	"No"	"Mom"	"No"	"No"	"Right"	"Yes"	"Science"	"Yes"	"Circumstances"	"No"	"Yes"	"PC"	"Own"	"No"	"No"	"Yes"	"No"	"No"	"No"	"Online"	"No"	"No"	"Public"	"Pragmatist"	"No"	"No"	"Tunes"	"Yes"	"No"	"No"	"No"	"No"	"Yes!"	"No"	"Yes"	"No"	"Yes"	"No"	"Study first"	"Yes"	"Yes"
191	"Democrat"	"Male"	"under $25,000"	"Single (no kids)"	"Current K-12"	"Yes"	17	101	3	"No"	"No"	"No"	"No"	"Yes"	"Dad"	"Yes"	"No"	"Happy"	"Yes"	"Science"	"No"	"Me"	"Yes"	"No"	"PC"	"Rent"	"No"	"No"	"Yes"	"No"	"No"	"Yes"	"Online"	"Yes"	"No"	"Public"	"Pragmatist"	"Yes"	"Yes"	"Tunes"	"No"	"Yes"	"Yes"	"Yes"	"No"	"Umm..."	"No"	"No"	"Yes"	"Yes"	"No"	"Study first"	"Yes"	"Yes"
193	"Democrat"	"Male"	"over $150,000"	"Single (no kids)"	"Current Undergraduate"	"Yes"	19	101	5	"No"	"No"	"No"	"No"	"Yes"	"Dad"	"No"	"No"	"Right"	"Yes"	"Science"	"No"	"Circumstances"	"Yes"	"No"	"Mac"	"Own"	"No"	"Yes"	"No"	"No"	"No"	"No"	"In-person"	"No"	"Yes"	"Public"	"Pragmatist"	"Yes"	"No"	"Tunes"	"Yes"	"Yes"	"Yes"	"No"	"Yes"	"Umm..."	"No"	"No"	"No"	"Yes"	"No"	"Study first"	"No"	"No"
194	"Democrat"	"Male"	"$50,000 - $74,999"	"Married (no kids)"	"Bachelor's Degree"	"Yes"	33	98	5	"No"	"No"	"No"	"No"	"No"	"Mom"	"No"	"No"	"Happy"	"No"	"Art"	"Yes"	"Circumstances"	"Yes"	"No"	"Mac"	"Own"	"No"	"Yes"	"No"	"Yes"	"No"	"No"	"In-person"	"Yes"	"No"	"Public"	"Pragmatist"	"No"	"No"	"Tunes"	"Yes"	"No"	"Yes"	"Yes"	"Yes"	"dnr"	"No"	"No"	"Yes"	"Yes"	"Yes"	"Study first"	"Yes"	"Yes"
196	"Democrat"	"Male"	"under $25,000"	"Single (no kids)"	"dropout"	"unknown"	19	51	3	"dnr"	"No"	"dnr"	"No"	"Yes"	"Dad"	"dnr"	"No"	"Happy"	"dnr"	"dnr"	"No"	"Me"	"Yes"	"dnr"	"Mac"	"Rent"	"No"	"dnr"	"No"	"No"	"dnr"	"dnr"	"In-person"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"Tunes"	"dnr"	"No"	"dnr"	"dnr"	"Yes"	"dnr"	"No"	"No"	"Yes"	"No"	"dnr"	"dnr"	"Yes"	"Yes"
197	"Democrat"	"Male"	"under $25,000"	"Single (no kids)"	"Associate's Degree"	"Yes"	25	73	5	"Yes"	"No"	"No"	"No"	"No"	"Dad"	"dnr"	"No"	"Right"	"Yes"	"Science"	"Yes"	"Me"	"Yes"	"dnr"	"Mac"	"dnr"	"dnr"	"Yes"	"No"	"No"	"dnr"	"No"	"Online"	"dnr"	"dnr"	"Public"	"dnr"	"No"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"Yes"	"Umm..."	"dnr"	"dnr"	"Yes"	"dnr"	"No"	"dnr"	"No"	"dnr"
199	"Democrat"	"Male"	"$50,000 - $74,999"	"Married (w/kids)"	"Master's Degree"	"No"	28	97	5	"No"	"Yes"	"Yes"	"Yes"	"Yes"	"Mom"	"Yes"	"Yes"	"Right"	"Yes"	"Science"	"No"	"Me"	"No"	"No"	"Mac"	"Rent"	"No"	"Yes"	"Yes"	"Yes"	"No"	"No"	"In-person"	"Yes"	"No"	"Public"	"Pragmatist"	"Yes"	"No"	"Tunes"	"Yes"	"Yes"	"dnr"	"No"	"Yes"	"Yes!"	"No"	"Yes"	"No"	"Yes"	"No"	"Try first"	"Yes"	"Yes"
200	"Democrat"	"Male"	"$50,000 - $74,999"	"Single (no kids)"	"Current Undergraduate"	"No"	19	94	5	"No"	"No"	"Yes"	"Yes"	"Yes"	"dnr"	"Yes"	"No"	"Right"	"No"	"Art"	"No"	"Me"	"Yes"	"Yes"	"Mac"	"Rent"	"No"	"Yes"	"No"	"No"	"No"	"No"	"In-person"	"Yes"	"No"	"dnr"	"Pragmatist"	"No"	"Yes"	"Tunes"	"Yes"	"No"	"Yes"	"No"	"No"	"Umm..."	"No"	"No"	"Yes"	"Yes"	"No"	"Try first"	"Yes"	"No"
201	"Democrat"	"Male"	"$75,000 - $100,000"	"Married (w/kids)"	"Bachelor's Degree"	"No"	35	101	4	"No"	"Yes"	"No"	"No"	"Yes"	"Dad"	"Yes"	"No"	"Right"	"Yes"	"Science"	"Yes"	"Circumstances"	"Yes"	"Yes"	"PC"	"Rent"	"No"	"Yes"	"Yes"	"No"	"No"	"No"	"Online"	"Yes"	"No"	"Public"	"Pragmatist"	"Yes"	"Yes"	"Tunes"	"Yes"	"Yes"	"Yes"	"No"	"Yes"	"Yes!"	"No"	"Yes"	"Yes"	"Yes"	"Yes"	"Study first"	"No"	"No"
202	"Republican"	"Female"	"$25,001 - $50,000"	"Married (w/kids)"	"Associate's Degree"	"No"	39	77	5	"No"	"No"	"Yes"	"Yes"	"Yes"	"Dad"	"No"	"Yes"	"Right"	"No"	"Art"	"No"	"Circumstances"	"Yes"	"No"	"PC"	"Own"	"No"	"No"	"Yes"	"No"	"No"	"Yes"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Tunes"	"dnr"	"Yes"	"dnr"	"dnr"	"No"	"Yes!"	"No"	"Yes"	"dnr"	"dnr"	"No"	"Try first"	"Yes"	"No"
203	"Democrat"	"Male"	"$50,000 - $74,999"	"Single (w/kids)"	"High School Diploma"	"No"	60	101	5	"No"	"Yes"	"Yes"	"Yes"	"Yes"	"Dad"	"Yes"	"No"	"Happy"	"No"	"Art"	"Yes"	"Circumstances"	"Yes"	"No"	"Mac"	"Own"	"Yes"	"Yes"	"Yes"	"No"	"Yes"	"Yes"	"In-person"	"Yes"	"No"	"Public"	"Idealist"	"No"	"Yes"	"Tunes"	"Yes"	"Yes"	"No"	"Yes"	"No"	"Umm..."	"No"	"No"	"Yes"	"No"	"Yes"	"Study first"	"No"	"No"
204	"Democrat"	"Male"	"$100,001 - $150,000"	"Domestic Partners (no kids)"	"Current K-12"	"Yes"	18	47	5	"Yes"	"No"	"dnr"	"dnr"	"dnr"	"Dad"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"No"	"Circumstances"	"No"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"In-person"	"Yes"	"No"	"Private"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"Umm..."	"No"	"No"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"Yes"
205	"Republican"	"Male"	"$50,000 - $74,999"	"Married (w/kids)"	"High School Diploma"	"No"	36	101	5	"No"	"Yes"	"No"	"No"	"Yes"	"Dad"	"Yes"	"No"	"Happy"	"No"	"Art"	"Yes"	"Circumstances"	"Yes"	"No"	"Mac"	"Rent"	"Yes"	"No"	"No"	"No"	"No"	"No"	"Online"	"Yes"	"Yes"	"Public"	"Idealist"	"No"	"No"	"Tunes"	"Yes"	"Yes"	"Yes"	"Yes"	"No"	"Umm..."	"No"	"Yes"	"No"	"Yes"	"No"	"Try first"	"No"	"No"
206	"Republican"	"Female"	"$25,001 - $50,000"	"Single (no kids)"	"Associate's Degree"	"Yes"	41	88	5	"No"	"No"	"No"	"No"	"Yes"	"Dad"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"Yes"	"Me"	"Yes"	"No"	"dnr"	"Own"	"Yes"	"No"	"Yes"	"Yes"	"Yes"	"No"	"In-person"	"Yes"	"Yes"	"Public"	"Idealist"	"Yes"	"Yes"	"Tunes"	"No"	"Yes"	"Yes"	"Yes"	"Yes"	"Umm..."	"No"	"Yes"	"dnr"	"No"	"Yes"	"Study first"	"dnr"	"No"
207	"Republican"	"Female"	"under $25,000"	"Single (no kids)"	"Current K-12"	"Yes"	16	99	5	"No"	"No"	"No"	"No"	"Yes"	"Mom"	"Yes"	"Yes"	"Happy"	"Yes"	"Science"	"No"	"Circumstances"	"No"	"No"	"Mac"	"Own"	"Yes"	"No"	"Yes"	"No"	"No"	"Yes"	"In-person"	"No"	"No"	"Public"	"Pragmatist"	"Yes"	"No"	"Tunes"	"No"	"No"	"Yes"	"Yes"	"No"	"dnr"	"Yes"	"Yes"	"Yes"	"No"	"No"	"Study first"	"Yes"	"No"
210	"Democrat"	"Female"	"$50,000 - $74,999"	"Single (w/kids)"	"Master's Degree"	"unknown"	40	65	5	"dnr"	"No"	"Yes"	"dnr"	"Yes"	"Mom"	"Yes"	"Yes"	"dnr"	"Yes"	"dnr"	"Yes"	"dnr"	"No"	"Yes"	"PC"	"Own"	"Yes"	"dnr"	"Yes"	"No"	"dnr"	"Yes"	"dnr"	"No"	"dnr"	"Public"	"dnr"	"dnr"	"No"	"Talk"	"dnr"	"Yes"	"dnr"	"No"	"No"	"dnr"	"No"	"Yes"	"Yes"	"dnr"	"No"	"dnr"	"dnr"	"No"
211	"Democrat"	"Female"	"$75,000 - $100,000"	"Married (w/kids)"	"Master's Degree"	"unknown"	33	33	5	"dnr"	"No"	"Yes"	"dnr"	"Yes"	"dnr"	"No"	"dnr"	"dnr"	"Yes"	"Science"	"dnr"	"Circumstances"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"No"	"dnr"	"No"	"dnr"	"Yes"	"dnr"	"Public"	"dnr"	"dnr"	"No"	"dnr"	"No"	"dnr"	"Yes"	"No"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Study first"	"No"	"dnr"
212	"Republican"	"Male"	"$50,000 - $74,999"	"Single (no kids)"	"Bachelor's Degree"	"Yes"	22	83	5	"No"	"No"	"No"	"No"	"Yes"	"Dad"	"Yes"	"No"	"Happy"	"dnr"	"dnr"	"No"	"Circumstances"	"dnr"	"No"	"PC"	"Own"	"No"	"Yes"	"No"	"No"	"No"	"No"	"In-person"	"No"	"Yes"	"dnr"	"Pragmatist"	"No"	"dnr"	"Tunes"	"dnr"	"No"	"dnr"	"No"	"Yes"	"Yes!"	"dnr"	"No"	"Yes"	"Yes"	"No"	"dnr"	"dnr"	"No"
214	"Democrat"	"Male"	"$100,001 - $150,000"	"Single (no kids)"	"Current K-12"	"unknown"	15	80	5	"dnr"	"No"	"Yes"	"No"	"Yes"	"Dad"	"No"	"No"	"Right"	"Yes"	"Science"	"Yes"	"dnr"	"No"	"No"	"PC"	"Rent"	"No"	"Yes"	"No"	"No"	"No"	"Yes"	"In-person"	"No"	"Yes"	"dnr"	"Idealist"	"dnr"	"No"	"dnr"	"Yes"	"Yes"	"dnr"	"No"	"dnr"	"Yes!"	"No"	"No"	"Yes"	"Yes"	"dnr"	"Study first"	"Yes"	"Yes"
215	"Republican"	"Female"	"$100,001 - $150,000"	"Married (w/kids)"	"dropout"	"No"	63	87	4	"No"	"Yes"	"Yes"	"Yes"	"Yes"	"Mom"	"Yes"	"Yes"	"dnr"	"No"	"Science"	"Yes"	"Me"	"dnr"	"No"	"Mac"	"dnr"	"Yes"	"No"	"No"	"No"	"No"	"Yes"	"In-person"	"No"	"Yes"	"Public"	"Pragmatist"	"Yes"	"No"	"Tunes"	"No"	"Yes"	"No"	"Yes"	"Yes"	"dnr"	"No"	"No"	"dnr"	"No"	"No"	"Study first"	"Yes"	"No"
216	"Democrat"	"Male"	"$25,001 - $50,000"	"Single (no kids)"	"Master's Degree"	"No"	33	101	5	"No"	"No"	"No"	"Yes"	"No"	"Mom"	"Yes"	"No"	"Happy"	"Yes"	"Science"	"Yes"	"Circumstances"	"Yes"	"No"	"Mac"	"Own"	"Yes"	"Yes"	"No"	"Yes"	"No"	"No"	"In-person"	"No"	"No"	"Private"	"Pragmatist"	"Yes"	"Yes"	"Tunes"	"Yes"	"No"	"Yes"	"Yes"	"Yes"	"Umm..."	"Yes"	"No"	"Yes"	"Yes"	"Yes"	"Try first"	"Yes"	"Yes"
217	"Democrat"	"Male"	"$50,000 - $74,999"	"Married (w/kids)"	"Associate's Degree"	"No"	39	101	5	"No"	"Yes"	"Yes"	"Yes"	"Yes"	"Dad"	"Yes"	"No"	"Happy"	"No"	"Science"	"Yes"	"Me"	"Yes"	"No"	"PC"	"Own"	"No"	"Yes"	"No"	"Yes"	"No"	"No"	"In-person"	"Yes"	"Yes"	"Private"	"Idealist"	"Yes"	"Yes"	"Tunes"	"Yes"	"No"	"No"	"Yes"	"Yes"	"Yes!"	"No"	"Yes"	"Yes"	"Yes"	"No"	"Study first"	"Yes"	"Yes"
218	"Democrat"	"Male"	"over $150,000"	"Married (no kids)"	"Master's Degree"	"No"	39	45	5	"No"	"Yes"	"dnr"	"Yes"	"Yes"	"dnr"	"Yes"	"dnr"	"dnr"	"Yes"	"dnr"	"Yes"	"dnr"	"dnr"	"No"	"Mac"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"No"	"No"	"dnr"	"dnr"	"Yes"	"No"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes!"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"Study first"	"dnr"	"Yes"
219	"Republican"	"Male"	"$100,001 - $150,000"	"Married (w/kids)"	"Bachelor's Degree"	"unknown"	41	10	5	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Talk"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"
220	"Democrat"	"Male"	"$100,001 - $150,000"	"Single (no kids)"	"dropout"	"Yes"	47	39	3	"Yes"	"dnr"	"No"	"dnr"	"No"	"Dad"	"Yes"	"Yes"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"Rent"	"No"	"dnr"	"No"	"Yes"	"Yes"	"dnr"	"In-person"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"No"	"Yes"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"
221	"Democrat"	"Male"	"$50,000 - $74,999"	"Married (w/kids)"	"High School Diploma"	"Yes"	27	101	5	"Yes"	"No"	"No"	"No"	"No"	"Dad"	"Yes"	"Yes"	"Happy"	"No"	"Art"	"Yes"	"Circumstances"	"Yes"	"No"	"Mac"	"Own"	"No"	"No"	"No"	"No"	"No"	"Yes"	"Online"	"Yes"	"No"	"Public"	"Idealist"	"Yes"	"Yes"	"Talk"	"Yes"	"Yes"	"No"	"No"	"No"	"Umm..."	"No"	"Yes"	"No"	"Yes"	"Yes"	"Try first"	"Yes"	"No"
222	"Republican"	"Female"	"$100,001 - $150,000"	"Married (w/kids)"	"dropout"	"No"	44	17	4	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"Happy"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Idealist"	"dnr"	"dnr"	"Tunes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"
223	"Republican"	"Male"	"over $150,000"	"Married (w/kids)"	"dropout"	"unknown"	39	10	3	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Study first"	"No"	"dnr"
224	"Democrat"	"Male"	"$25,001 - $50,000"	"Single (no kids)"	"Associate's Degree"	"Yes"	25	97	5	"No"	"No"	"No"	"No"	"No"	"Mom"	"Yes"	"No"	"Happy"	"No"	"Art"	"No"	"Circumstances"	"No"	"Yes"	"PC"	"Own"	"No"	"Yes"	"Yes"	"No"	"Yes"	"Yes"	"Online"	"No"	"No"	"Public"	"Idealist"	"Yes"	"No"	"Talk"	"No"	"Yes"	"Yes"	"Yes"	"No"	"dnr"	"No"	"No"	"No"	"dnr"	"Yes"	"Try first"	"No"	"Yes"
226	"Republican"	"Male"	"over $150,000"	"Married (w/kids)"	"Bachelor's Degree"	"Yes"	43	96	5	"No"	"No"	"No"	"No"	"Yes"	"Dad"	"Yes"	"No"	"Right"	"No"	"Art"	"Yes"	"dnr"	"Yes"	"No"	"PC"	"Own"	"No"	"Yes"	"No"	"dnr"	"No"	"dnr"	"In-person"	"Yes"	"Yes"	"Public"	"Idealist"	"No"	"No"	"Talk"	"Yes"	"Yes"	"No"	"Yes"	"Yes"	"Umm..."	"No"	"Yes"	"Yes"	"No"	"No"	"Study first"	"No"	"No"
227	"Democrat"	"Female"	"over $150,000"	"Single (no kids)"	"High School Diploma"	"Yes"	21	95	5	"No"	"No"	"No"	"No"	"dnr"	"Mom"	"No"	"Yes"	"Happy"	"No"	"Art"	"No"	"Circumstances"	"Yes"	"No"	"PC"	"Own"	"Yes"	"Yes"	"dnr"	"No"	"No"	"Yes"	"Online"	"Yes"	"No"	"Public"	"dnr"	"dnr"	"No"	"Tunes"	"No"	"Yes"	"No"	"No"	"No"	"Umm..."	"No"	"No"	"Yes"	"No"	"No"	"Study first"	"No"	"Yes"
228	"Republican"	"Male"	"$25,001 - $50,000"	"Married (no kids)"	"Bachelor's Degree"	"No"	25	91	5	"No"	"No"	"Yes"	"Yes"	"Yes"	"Mom"	"Yes"	"No"	"Happy"	"Yes"	"Science"	"No"	"Circumstances"	"dnr"	"No"	"PC"	"Rent"	"No"	"Yes"	"No"	"No"	"No"	"No"	"In-person"	"Yes"	"No"	"dnr"	"Pragmatist"	"Yes"	"No"	"Talk"	"Yes"	"No"	"dnr"	"No"	"Yes"	"Yes!"	"dnr"	"Yes"	"Yes"	"Yes"	"No"	"Study first"	"Yes"	"Yes"
230	"Republican"	"Male"	"$100,001 - $150,000"	"Single (no kids)"	"Master's Degree"	"No"	67	97	5	"No"	"No"	"Yes"	"Yes"	"Yes"	"Dad"	"Yes"	"No"	"Happy"	"Yes"	"Science"	"Yes"	"Circumstances"	"Yes"	"Yes"	"Mac"	"Own"	"Yes"	"No"	"No"	"No"	"Yes"	"Yes"	"Online"	"No"	"dnr"	"Private"	"Pragmatist"	"No"	"No"	"Talk"	"No"	"No"	"dnr"	"No"	"Yes"	"Umm..."	"No"	"No"	"Yes"	"No"	"No"	"Try first"	"No"	"No"
232	"Democrat"	"Male"	"$100,001 - $150,000"	"Married (w/kids)"	"Bachelor's Degree"	"unknown"	35	13	5	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"dnr"
233	"Republican"	"Female"	"$50,000 - $74,999"	"Married (w/kids)"	"Master's Degree"	"unknown"	63	97	5	"dnr"	"No"	"Yes"	"No"	"Yes"	"Dad"	"Yes"	"No"	"Happy"	"Yes"	"Art"	"No"	"Me"	"Yes"	"No"	"PC"	"Own"	"dnr"	"Yes"	"Yes"	"Yes"	"No"	"Yes"	"In-person"	"No"	"Yes"	"Private"	"Idealist"	"Yes"	"Yes"	"Talk"	"No"	"Yes"	"No"	"Yes"	"Yes"	"Yes!"	"No"	"Yes"	"Yes"	"Yes"	"No"	"Study first"	"No"	"No"
234	"Democrat"	"Male"	"under $25,000"	"Single (no kids)"	"Current K-12"	"unknown"	15	10	3	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Tunes"	"dnr"	"dnr"	"Yes"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Study first"	"Yes"	"dnr"
235	"Republican"	"Female"	"over $150,000"	"Married (w/kids)"	"Master's Degree"	"No"	49	97	4	"No"	"No"	"Yes"	"Yes"	"Yes"	"Dad"	"Yes"	"Yes"	"Right"	"Yes"	"dnr"	"Yes"	"Me"	"Yes"	"Yes"	"Mac"	"Rent"	"Yes"	"Yes"	"Yes"	"No"	"No"	"No"	"In-person"	"No"	"No"	"Private"	"Pragmatist"	"No"	"No"	"dnr"	"dnr"	"Yes"	"Yes"	"No"	"dnr"	"Yes!"	"No"	"Yes"	"No"	"Yes"	"Yes"	"Study first"	"Yes"	"Yes"
