"USER_ID"	"xgboost_preProcess8_1802"	"xgboost_preProcess8_1430"	"xgboost_preProcess8_8415"	"xgboost_preProcess8_1336"	"xgboost_preProcess8_4774"	"kNN_preProcess8_1802"	"kNN_preProcess8_1430"	"kNN_preProcess8_8415"	"kNN_preProcess8_1336"	"svm_preProcess8_1802"	"svm_preProcess8_1430"	"svm_preProcess8_8415"	"svm_preProcess8_1336"	"Party"
1879	0.407062470912933	0.471363216638565	0.442572504281998	0.377719044685364	0.391409486532211	0	0	0	0	0	0	0	0	"Democrat"
1880	0.380415260791779	0.343558818101883	0.380295693874359	0.453553736209869	0.449237108230591	0	0	0	0	0	0	0	0	"Democrat"
1881	0.521571695804596	0.57540100812912	0.402749627828598	0.553522765636444	0.557486891746521	0	0	0	0	1	1	1	1	"Democrat"
1883	0.259751945734024	0.25718080997467	0.320697963237762	0.310129195451736	0.293305784463882	0	0	0	0	0	0	0	0	"Republican"
1885	0.278991758823395	0.219333231449127	0.305798083543777	0.288776695728302	0.251206904649734	0	0	0	0	0	0	0	0	"Democrat"
1886	0.415522813796997	0.383074522018433	0.385929703712463	0.456014186143875	0.463535726070404	1	0	0	0	0	0	0	0	"Republican"
1887	0.550371646881104	0.585429310798645	0.575826466083527	0.561787843704224	0.516408205032349	1	1	1	1	1	1	1	1	"Democrat"
1888	0.554681539535522	0.473502069711685	0.513584494590759	0.576599061489105	0.581429719924927	1	1	1	1	1	1	1	1	"Republican"
1889	0.526134431362152	0.373291492462158	0.382543206214905	0.457272440195084	0.38309708237648	0	0	0	0	0	0	0	0	"Democrat"
1891	0.187077596783638	0.159410312771797	0.19531586766243	0.171072095632553	0.21195325255394	0	0	0	0	0	0	0	0	"Republican"
1892	0.47699436545372	0.400233298540115	0.387968182563782	0.480607062578201	0.489158809185028	0	0	0	0	0	0	0	0	"Republican"
1893	0.463936567306519	0.621916472911835	0.59457129240036	0.545417904853821	0.478241145610809	1	1	1	1	0	1	1	1	"Republican"
1894	0.617204129695892	0.587649166584015	0.679230570793152	0.522623240947723	0.627845823764801	0	1	1	1	1	1	1	1	"Republican"
1895	0.327198088169098	0.487790703773499	0.403797626495361	0.457063496112823	0.439918965101242	1	1	1	1	0	0	0	0	"Republican"
1896	0.452788025140762	0.441926211118698	0.443274110555649	0.382941097021103	0.424158155918121	0	0	0	0	0	0	0	0	"Republican"
1897	0.571180582046509	0.520411491394043	0.376779019832611	0.480765402317047	0.404851377010345	1	1	1	1	0	0	0	0	"Republican"
1898	0.576926827430725	0.526148021221161	0.463073194026947	0.391131699085236	0.416629821062088	1	1	1	1	1	1	1	1	"Democrat"
1899	0.505513489246368	0.688502609729767	0.386660933494568	0.546895623207092	0.581159114837646	1	1	1	1	1	1	1	1	"Republican"
1900	0.518215358257294	0.50051611661911	0.519084513187408	0.492101937532425	0.523757755756378	0	0	0	0	0	0	0	0	"Democrat"
1901	0.509566962718964	0.528155028820038	0.514331042766571	0.575939297676086	0.605804860591888	0	1	1	1	0	0	0	0	"Democrat"
1902	0.499390155076981	0.497115880250931	0.45539316534996	0.466141909360886	0.434573501348495	0	0	0	0	0	0	0	0	"Republican"
1903	0.73535680770874	0.726065278053284	0.770885944366455	0.736831784248352	0.706880390644073	1	1	1	1	1	1	1	1	"Democrat"
1904	0.592327058315277	0.533195614814758	0.606625974178314	0.620550870895386	0.607907474040985	1	1	1	1	1	1	1	1	"Republican"
1907	0.677367150783539	0.558608531951904	0.560764849185944	0.685732424259186	0.724645495414734	1	1	1	1	1	1	1	1	"Democrat"
1908	0.468104034662247	0.535099744796753	0.525576829910278	0.473643124103546	0.542801558971405	0	0	0	0	1	0	1	1	"Republican"
1909	0.711595475673676	0.728897929191589	0.689911067485809	0.749668598175049	0.708995878696442	1	1	1	1	1	1	1	1	"Democrat"
1910	0.614100158214569	0.578705012798309	0.509342730045319	0.510659396648407	0.553106784820557	0	1	0	0	1	1	1	1	"Democrat"
1911	0.447738021612167	0.428829222917557	0.451029926538467	0.432613164186478	0.444967120885849	0	0	0	0	1	0	1	1	"Democrat"
1912	0.434680014848709	0.381229102611542	0.325192928314209	0.407953828573227	0.398959994316101	0	0	0	0	0	0	0	0	"Democrat"
1914	0.770294010639191	0.705650091171265	0.683688163757324	0.731375753879547	0.684743642807007	1	1	1	1	1	1	1	1	"Republican"
1915	0.281782239675522	0.273186832666397	0.318619430065155	0.237039878964424	0.288669258356094	0	0	0	0	0	0	0	0	"Democrat"
1916	0.215734586119652	0.174212709069252	0.247255712747574	0.205097675323486	0.169143870472908	0	0	0	0	0	0	0	0	"Democrat"
1917	0.470684826374054	0.435872286558151	0.445642948150635	0.437608540058136	0.426796138286591	0	0	0	0	0	0	0	0	"Democrat"
1919	0.801093280315399	0.860456824302673	0.833241760730743	0.77992457151413	0.849232196807861	1	1	1	1	1	1	1	1	"Republican"
1920	0.499931693077087	0.533526182174683	0.518416047096252	0.530737459659576	0.513166069984436	0	0	0	0	0	0	0	1	"Democrat"
1922	0.74132227897644	0.722906887531281	0.682563126087189	0.764178574085236	0.774456858634949	1	1	1	1	1	1	1	1	"Republican"
1923	0.22882929444313	0.175394639372826	0.166612014174461	0.192586585879326	0.18004298210144	0	0	0	0	0	0	0	0	"Republican"
1924	0.583063840866089	0.502384305000305	0.648102641105652	0.586269855499268	0.683607459068298	1	1	1	1	1	1	1	1	"Republican"
1926	0.531268715858459	0.481714874505997	0.484968781471252	0.538707315921783	0.570437729358673	0	0	0	0	1	1	1	1	"Democrat"
1927	0.487659424543381	0.463704437017441	0.485091179609299	0.526151061058044	0.475937843322754	0	0	0	0	0	0	0	0	"Democrat"
1928	0.277671486139297	0.193468675017357	0.199884846806526	0.28616189956665	0.252001106739044	0	0	0	0	0	0	0	0	"Democrat"
1929	0.457947045564651	0.439953029155731	0.500477910041809	0.349494755268097	0.451010525226593	0	0	0	0	0	0	0	0	"Republican"
1930	0.683765292167664	0.732393562793732	0.740250170230865	0.744424343109131	0.72799551486969	1	1	1	1	1	1	1	1	"Republican"
1931	0.205269768834114	0.20596681535244	0.22373640537262	0.232772395014763	0.25529557466507	0	0	0	0	0	0	0	0	"Democrat"
1932	0.447756111621857	0.385392308235168	0.399038761854172	0.396175533533096	0.425724595785141	0	0	0	0	0	0	0	0	"Democrat"
1933	0.397785246372223	0.326397627592087	0.448689788579941	0.390553414821625	0.455416291952133	0	0	0	0	0	0	0	0	"Republican"
1934	0.465717405080795	0.574634075164795	0.50585526227951	0.457675218582153	0.520019590854645	0	0	0	0	0	0	0	0	"Republican"
1935	0.490234315395355	0.433110177516937	0.423386782407761	0.367914825677872	0.439605951309204	0	0	0	0	0	0	0	0	"Republican"
1937	0.509758353233337	0.502147018909454	0.436267405748367	0.615288019180298	0.542091488838196	0	0	0	0	1	0	0	0	"Republican"
1938	0.5442214012146	0.501598477363586	0.471456795930862	0.490339577198029	0.51156359910965	1	1	1	1	0	0	0	0	"Democrat"
1939	0.444473177194595	0.618743181228638	0.55077713727951	0.457491904497147	0.563593983650208	0	0	0	0	0	1	0	0	"Democrat"
1942	0.480952501296997	0.586964070796967	0.598689019680023	0.549800217151642	0.577397763729095	1	1	0	0	1	1	0	1	"Republican"
1943	0.818377614021301	0.835877954959869	0.796521484851837	0.821974098682404	0.74862813949585	1	1	1	1	1	1	1	1	"Republican"
1944	0.705531597137451	0.698309600353241	0.630995213985443	0.650227069854736	0.571259677410126	1	1	1	1	1	1	1	1	"Republican"
1945	0.494220197200775	0.638071954250336	0.574838101863861	0.531794607639313	0.483382493257523	0	0	0	0	1	1	1	1	"Democrat"
1946	0.788978159427643	0.874847412109375	0.787481248378754	0.795486211776733	0.816684484481812	1	1	1	1	1	1	1	1	"Republican"
1949	0.429298877716064	0.449660778045654	0.398055016994476	0.433830082416534	0.577867388725281	0	0	0	0	0	0	0	0	"Republican"
1950	0.326803743839264	0.437554746866226	0.389323085546494	0.379915535449982	0.37979656457901	0	0	0	0	0	0	0	0	"Republican"
1951	0.218930602073669	0.269561618566513	0.236347228288651	0.290406823158264	0.256559103727341	0	0	0	0	0	0	0	0	"Republican"
1952	0.386940121650696	0.389250546693802	0.409127861261368	0.401061475276947	0.395032554864883	0	0	0	0	0	0	0	0	"Democrat"
1953	0.304394602775574	0.280655801296234	0.194868639111519	0.297411918640137	0.216830268502235	0	0	0	0	0	0	0	0	"Democrat"
1954	0.7037513256073	0.735396265983582	0.721359550952911	0.669504761695862	0.720213174819946	0	0	0	0	1	1	1	1	"Republican"
1955	0.720985352993011	0.720907986164093	0.680932641029358	0.668703436851501	0.70441609621048	1	1	1	1	1	1	1	1	"Republican"
1956	0.251406639814377	0.295625537633896	0.329291433095932	0.281016528606415	0.300197094678879	0	0	0	0	0	0	0	0	"Democrat"
1957	0.43661966919899	0.428995907306671	0.461198687553406	0.39709997177124	0.393086969852448	0	0	0	0	0	0	0	0	"Republican"
1958	0.794687151908875	0.768864572048187	0.779306530952454	0.794194281101227	0.806886553764343	1	1	1	1	1	1	1	1	"Republican"
1960	0.670240163803101	0.693626880645752	0.688333630561829	0.717999756336212	0.713193535804749	1	0	1	1	1	1	1	1	"Republican"
1961	0.316098272800446	0.384608417749405	0.326202273368835	0.362331390380859	0.36338546872139	0	0	0	0	0	0	0	0	"Democrat"
1962	0.504266858100891	0.466128259897232	0.537452399730682	0.453431665897369	0.41707044839859	0	0	0	0	0	0	0	0	"Democrat"
1964	0.145665481686592	0.16617189347744	0.155475869774818	0.161675944924355	0.143038988113403	0	0	0	0	0	0	0	0	"Democrat"
1965	0.113893263041973	0.160155028104782	0.156672954559326	0.164963081479073	0.136382415890694	0	0	0	0	0	0	0	0	"Democrat"
1967	0.417320251464844	0.402681320905685	0.39939484000206	0.427791774272919	0.399551093578339	0	0	0	0	0	0	0	0	"Democrat"
1969	0.579286932945251	0.589969217777252	0.673434555530548	0.562937438488007	0.668700933456421	1	1	1	1	1	1	1	1	"Democrat"
1970	0.169969245791435	0.205484956502914	0.130100578069687	0.135375529527664	0.11267301440239	0	0	0	0	0	0	0	0	"Democrat"
1971	0.283740162849426	0.299022018909454	0.342269748449326	0.298494279384613	0.278565019369125	0	0	0	0	0	0	0	0	"Democrat"
1972	0.71323573589325	0.645599544048309	0.648377120494843	0.770704805850983	0.696557462215424	1	1	1	1	1	1	1	1	"Republican"
1973	0.58294540643692	0.671855330467224	0.617496311664581	0.663786590099335	0.560110569000244	0	0	0	0	1	1	1	1	"Republican"
1974	0.448041945695877	0.507816910743713	0.365013390779495	0.492325842380524	0.306630343198776	0	0	0	0	0	0	0	0	"Democrat"
1976	0.446275383234024	0.513845205307007	0.461965918540955	0.466134667396545	0.4565609395504	0	1	0	0	0	0	0	0	"Republican"
1977	0.722373187541962	0.698371469974518	0.608475029468536	0.689857602119446	0.574263989925385	1	1	1	1	1	1	1	1	"Democrat"
1979	0.625164926052094	0.550237596035004	0.548128843307495	0.613673448562622	0.517371952533722	0	0	0	0	0	0	0	1	"Democrat"
1980	0.156398743391037	0.111490145325661	0.13181971013546	0.127001240849495	0.15363983809948	0	0	0	0	0	0	0	0	"Democrat"
1981	0.58741295337677	0.513064384460449	0.523793697357178	0.482066571712494	0.600808382034302	1	1	1	1	1	1	1	1	"Democrat"
1983	0.815532624721527	0.843994319438934	0.767133355140686	0.75639146566391	0.80274373292923	1	1	1	1	1	1	1	1	"Republican"
1984	0.725370764732361	0.664619863033295	0.725198984146118	0.684718132019043	0.671602964401245	1	1	1	1	1	1	1	1	"Democrat"
1985	0.370119541883469	0.271843314170837	0.296711474657059	0.251290261745453	0.186028152704239	0	0	0	0	0	0	0	0	"Republican"
1986	0.188472792506218	0.340982258319855	0.331780731678009	0.246917054057121	0.243177950382233	0	0	0	0	0	0	0	0	"Republican"
1987	0.57065886259079	0.590764224529266	0.595551490783691	0.567465662956238	0.577148377895355	1	1	1	1	1	1	1	1	"Democrat"
1988	0.423606067895889	0.43388170003891	0.412683993577957	0.399432420730591	0.393360376358032	0	0	0	0	0	0	0	0	"Democrat"
1989	0.539365291595459	0.618458807468414	0.579890489578247	0.572126626968384	0.578747093677521	0	0	0	0	1	1	1	1	"Republican"
1990	0.201615110039711	0.228280618786812	0.194044187664986	0.177071362733841	0.181854024529457	0	0	0	0	0	0	0	0	"Democrat"
1991	0.65068906545639	0.614577412605286	0.631863057613373	0.635241091251373	0.643798530101776	1	1	1	1	1	1	1	1	"Republican"
1992	0.626233041286469	0.62228912115097	0.706345200538635	0.611399710178375	0.655606150627136	1	1	1	1	1	1	1	1	"Democrat"
1993	0.32978942990303	0.422632336616516	0.364982843399048	0.31745457649231	0.372306644916534	0	1	1	0	0	0	0	0	"Democrat"
1994	0.311810523271561	0.401192545890808	0.364044696092606	0.418483823537827	0.378656715154648	0	0	0	0	0	0	0	0	"Democrat"
1996	0.608405649662018	0.572392106056213	0.569881796836853	0.587393939495087	0.602048516273499	1	1	1	1	1	1	1	1	"Democrat"
1997	0.318097174167633	0.208128228783607	0.23167185485363	0.224848851561546	0.347150981426239	0	0	0	0	0	0	0	0	"Democrat"
1998	0.570644438266754	0.563605308532715	0.548929274082184	0.573468923568726	0.641719400882721	0	0	0	0	1	1	1	1	"Republican"
2000	0.737351894378662	0.70389324426651	0.776487052440643	0.708722233772278	0.749946534633636	1	1	1	1	1	1	1	1	"Republican"
2001	0.186583444476128	0.272235244512558	0.224212110042572	0.241892620921135	0.264300763607025	0	0	0	0	0	0	0	0	"Democrat"
2003	0.584339618682861	0.566008687019348	0.488559752702713	0.510909259319305	0.554787456989288	1	1	1	1	1	1	1	1	"Democrat"
2004	0.485059529542923	0.482198685407639	0.524957835674286	0.517378866672516	0.456040799617767	1	1	1	1	1	1	1	1	"Democrat"
2005	0.534685432910919	0.478480994701385	0.52080899477005	0.519807159900665	0.488934934139252	0	0	0	0	0	1	1	1	"Democrat"
2006	0.665704548358917	0.684274435043335	0.628283262252808	0.708763241767883	0.601466536521912	1	1	1	1	1	1	1	1	"Democrat"
2007	0.480725049972534	0.497603565454483	0.525275826454163	0.497233748435974	0.517522692680359	0	0	0	0	0	0	0	0	"Democrat"
2008	0.334400832653046	0.325307190418243	0.292749404907227	0.299375653266907	0.343280643224716	0	0	0	0	0	0	0	0	"Democrat"
2009	0.339239507913589	0.356393575668335	0.359196037054062	0.296409904956818	0.277495384216309	0	0	0	0	0	0	0	0	"Republican"
2010	0.44180554151535	0.380184888839722	0.340622812509537	0.408951103687286	0.417406737804413	0	0	0	0	0	0	0	0	"Democrat"
2011	0.350579082965851	0.281267017126083	0.32098600268364	0.352120399475098	0.420076638460159	0	0	0	0	0	0	0	0	"Democrat"
2012	0.548260152339935	0.509089887142181	0.476920425891876	0.513741910457611	0.491968512535095	1	1	1	1	1	1	1	1	"Democrat"
2013	0.479571878910065	0.474393010139465	0.415463358163834	0.359682232141495	0.528980374336243	0	0	0	0	0	0	0	0	"Republican"
2015	0.673184871673584	0.714101374149323	0.658663034439087	0.648146510124207	0.737054944038391	1	1	1	1	1	1	1	1	"Democrat"
2016	0.531072676181793	0.498667359352112	0.492004036903381	0.609068930149078	0.544083416461945	0	0	0	0	1	0	0	1	"Republican"
2017	0.282511919736862	0.271957665681839	0.264785438776016	0.304777264595032	0.297370582818985	0	0	0	0	0	0	0	0	"Democrat"
2018	0.463655591011047	0.561406910419464	0.489908367395401	0.530194640159607	0.472892612218857	0	0	0	0	1	1	1	1	"Republican"
2019	0.371982842683792	0.484760403633118	0.380291134119034	0.327162265777588	0.484310358762741	0	0	0	0	0	0	0	0	"Democrat"
2020	0.738828718662262	0.705379664897919	0.805375158786774	0.75543475151062	0.733922123908997	1	1	1	1	1	1	1	1	"Democrat"
2021	0.494782865047455	0.503683745861053	0.425956308841705	0.405373334884644	0.449131071567535	0	0	0	0	0	0	0	0	"Democrat"
2022	0.393976747989655	0.4638611972332	0.586842000484467	0.464861541986465	0.447740793228149	0	0	0	0	0	0	0	0	"Republican"
2023	0.772115349769592	0.732562959194183	0.758291363716125	0.768018543720245	0.698871493339539	1	1	1	1	1	1	1	1	"Republican"
2024	0.427019000053406	0.424073576927185	0.315670341253281	0.319020211696625	0.375202894210815	0	0	0	0	0	0	0	0	"Democrat"
2025	0.146236196160316	0.152557745575905	0.143818020820618	0.171019554138184	0.164303138852119	0	0	0	0	0	0	0	0	"Republican"
2026	0.482063114643097	0.443517953157425	0.533016860485077	0.388250827789307	0.453429251909256	0	0	0	0	0	0	0	0	"Republican"
2027	0.434544384479523	0.398160874843597	0.375058174133301	0.407997876405716	0.42608630657196	1	1	1	1	0	0	0	0	"Democrat"
2029	0.698505103588104	0.722100377082825	0.652283847332001	0.63295978307724	0.641122341156006	1	1	1	1	1	1	1	1	"Republican"
2030	0.660889327526093	0.666163921356201	0.630137741565704	0.637661457061768	0.689952313899994	1	1	1	1	1	1	1	1	"Republican"
2032	0.470017552375793	0.472723752260208	0.447671979665756	0.43989685177803	0.470123320817947	0	0	0	0	0	0	0	0	"Democrat"
2033	0.369937360286713	0.474306732416153	0.406357556581497	0.527391612529755	0.455593883991241	0	1	1	1	0	0	0	0	"Democrat"
2035	0.589434921741486	0.436663329601288	0.572420477867126	0.557584524154663	0.593436479568481	0	0	0	0	1	1	1	1	"Republican"
2038	0.173780336976051	0.205514177680016	0.203081384301186	0.172053933143616	0.154954791069031	0	0	0	0	0	0	0	0	"Democrat"
2039	0.657521605491638	0.614122271537781	0.643041849136353	0.661096036434174	0.612041234970093	1	1	1	1	1	1	1	1	"Democrat"
2044	0.672853648662567	0.713011384010315	0.66094958782196	0.682461202144623	0.685822010040283	1	1	1	1	1	1	1	1	"Republican"
2045	0.36945652961731	0.375807762145996	0.313358306884766	0.397882521152496	0.355510860681534	0	0	0	0	0	0	0	0	"Democrat"
2046	0.68811970949173	0.791350960731506	0.749993145465851	0.75433474779129	0.811107039451599	1	1	1	1	1	1	1	1	"Republican"
2047	0.167384877800941	0.189224883913994	0.141690567135811	0.240456119179726	0.222868680953979	0	0	0	0	0	0	0	0	"Democrat"
2048	0.586788415908813	0.621861159801483	0.581440329551697	0.617607474327087	0.598193943500519	0	0	0	0	1	1	1	1	"Republican"
2049	0.613504350185394	0.587466657161713	0.669252514839172	0.507662832736969	0.54334157705307	1	1	1	1	1	1	1	1	"Republican"
2050	0.533694744110107	0.563610970973969	0.432130724191666	0.431678056716919	0.467796862125397	0	0	0	0	0	0	0	0	"Democrat"
2051	0.266203641891479	0.397627145051956	0.257345706224442	0.356165528297424	0.306247293949127	0	0	0	0	0	0	0	0	"Republican"
2052	0.283246606588364	0.363996952772141	0.307506561279297	0.28718376159668	0.314641654491425	0	0	0	0	0	0	0	0	"Democrat"
2053	0.488715887069702	0.412473142147064	0.436495125293732	0.489169985055923	0.437950998544693	0	0	0	1	0	0	0	0	"Republican"
2054	0.421751201152802	0.463021963834763	0.451751708984375	0.472285687923431	0.457850873470306	0	0	0	0	0	0	0	0	"Democrat"
2055	0.469798117876053	0.451862722635269	0.449436187744141	0.481741428375244	0.491281718015671	0	0	0	0	0	0	0	0	"Republican"
2057	0.648536205291748	0.644113123416901	0.559324324131012	0.655866861343384	0.569510579109192	1	1	1	1	1	1	1	1	"Democrat"
2059	0.646598100662231	0.663947522640228	0.742145240306854	0.758968114852905	0.748887062072754	1	1	1	1	1	1	1	1	"Democrat"
2060	0.744419395923615	0.677522540092468	0.739891052246094	0.795880496501923	0.789059162139893	1	1	1	1	1	1	1	1	"Republican"
2061	0.451953947544098	0.491108119487762	0.434703260660172	0.426269769668579	0.46332323551178	0	1	0	0	0	0	0	0	"Republican"
2062	0.678180754184723	0.654300332069397	0.621999800205231	0.65905350446701	0.682018399238586	1	1	1	1	1	1	1	1	"Republican"
2063	0.38536873459816	0.404825031757355	0.381515622138977	0.369694620370865	0.406700044870377	0	0	0	0	0	0	0	0	"Democrat"
2065	0.565705478191376	0.56919664144516	0.577711045742035	0.514031767845154	0.57365220785141	1	1	1	1	1	1	1	1	"Republican"
2066	0.551659286022186	0.667437136173248	0.728132724761963	0.700359523296356	0.680472075939178	1	1	1	1	1	1	1	1	"Democrat"
2067	0.611374914646149	0.685424566268921	0.714576661586761	0.683083415031433	0.735658764839172	1	1	1	1	1	1	1	1	"Democrat"
2068	0.576056838035583	0.579494655132294	0.571016490459442	0.612461447715759	0.587398052215576	0	0	0	0	1	1	1	1	"Republican"
2070	0.139071762561798	0.160110831260681	0.167657792568207	0.161684274673462	0.134748041629791	0	0	0	0	0	0	0	0	"Democrat"
2071	0.561317563056946	0.364630937576294	0.439757108688354	0.441344946622849	0.423651844263077	0	0	0	0	0	0	0	0	"Democrat"
2072	0.559771358966827	0.626075804233551	0.615503132343292	0.592943370342255	0.615204334259033	1	1	1	1	1	1	1	1	"Republican"
2073	0.569351971149445	0.549966990947723	0.661351561546326	0.619094431400299	0.666547060012817	1	1	1	1	1	1	1	1	"Republican"
2074	0.694419085979462	0.696345448493958	0.55625981092453	0.671276926994324	0.719802439212799	1	1	1	1	1	1	1	1	"Democrat"
2075	0.744310557842255	0.749927759170532	0.678251206874847	0.760680198669434	0.783490717411041	1	1	1	1	1	1	1	1	"Republican"
2076	0.553596615791321	0.56268972158432	0.586972832679749	0.555245697498322	0.506377339363098	0	0	0	0	1	1	1	1	"Democrat"
2077	0.220671728253365	0.268886297941208	0.252177238464355	0.272847861051559	0.273666083812714	0	0	0	0	0	0	0	0	"Democrat"
2078	0.689278900623322	0.695325970649719	0.7210294008255	0.742677748203278	0.686434745788574	1	1	1	1	1	1	1	1	"Republican"
2079	0.409557610750198	0.411316514015198	0.503471791744232	0.44638130068779	0.390496581792831	0	0	0	0	0	0	0	0	"Democrat"
2081	0.205568209290504	0.223364651203156	0.228916183114052	0.30087623000145	0.254622906446457	0	0	0	0	0	0	0	0	"Democrat"
2082	0.15601173043251	0.126945346593857	0.109724104404449	0.156967625021935	0.125263512134552	0	0	0	0	0	0	0	0	"Democrat"
2084	0.219094499945641	0.276104301214218	0.249045863747597	0.189582139253616	0.205763891339302	0	0	0	0	0	0	0	0	"Republican"
2085	0.657281219959259	0.581590175628662	0.635674715042114	0.605028331279755	0.644036412239075	1	1	1	1	1	1	1	1	"Republican"
2086	0.152953639626503	0.14746817946434	0.17163410782814	0.168225258588791	0.181362241506577	0	0	0	0	0	0	0	0	"Democrat"
2088	0.500960767269135	0.422958642244339	0.484475612640381	0.473637133836746	0.47344434261322	0	0	0	0	0	0	0	0	"Democrat"
2089	0.522716045379639	0.535446226596832	0.598464131355286	0.579344272613525	0.536847710609436	0	1	0	0	1	1	1	1	"Democrat"
2090	0.626081764698029	0.726550459861755	0.677854120731354	0.77462774515152	0.73933207988739	1	1	1	1	1	1	1	1	"Republican"
2091	0.178460672497749	0.190498948097229	0.24061045050621	0.24818554520607	0.232201546430588	0	0	0	0	0	0	0	0	"Democrat"
2092	0.525315403938293	0.599596679210663	0.517789900302887	0.554040670394897	0.555030882358551	0	1	0	0	1	1	1	1	"Republican"
2094	0.708358466625214	0.58302766084671	0.636777997016907	0.635433495044708	0.601761758327484	1	1	1	1	1	1	1	1	"Democrat"
2095	0.470745205879211	0.404543995857239	0.405237138271332	0.409426718950272	0.36523711681366	0	0	0	1	0	0	0	0	"Republican"
2096	0.504771888256073	0.530680358409882	0.559539914131165	0.564595699310303	0.52105700969696	1	1	1	1	1	1	1	1	"Democrat"
2097	0.710204422473907	0.701418876647949	0.778905093669891	0.672142684459686	0.733873248100281	1	1	1	1	1	1	1	1	"Democrat"
2098	0.577953159809113	0.558454275131226	0.528591811656952	0.529252707958221	0.473942935466766	1	1	1	1	1	1	1	1	"Republican"
2099	0.344947785139084	0.250990390777588	0.353924989700317	0.374063462018967	0.364619106054306	0	0	0	0	0	0	0	0	"Republican"
2101	0.309806346893311	0.312044233083725	0.380473107099533	0.297828853130341	0.344318836927414	0	0	0	0	0	0	0	0	"Democrat"
2102	0.433744847774506	0.42693367600441	0.474139988422394	0.356156319379807	0.30976191163063	0	0	0	0	0	0	0	0	"Republican"
2103	0.141426384449005	0.100533962249756	0.0991612523794174	0.109330430626869	0.153818339109421	0	0	0	0	0	0	0	0	"Democrat"
2104	0.19042657315731	0.236507043242455	0.207163482904434	0.195845484733582	0.162198349833488	0	0	0	0	0	0	0	0	"Democrat"
2105	0.713849365711212	0.701247453689575	0.706533074378967	0.737983763217926	0.843202769756317	1	1	1	1	1	1	1	1	"Republican"
2106	0.72730940580368	0.663744986057281	0.597160398960114	0.569290459156036	0.614114046096802	1	1	1	1	1	1	1	1	"Republican"
2107	0.638156473636627	0.710307061672211	0.712139308452606	0.70215117931366	0.673773348331451	0	1	1	1	1	1	1	1	"Republican"
2108	0.170302331447601	0.220409885048866	0.202926635742188	0.295743644237518	0.255747437477112	0	0	0	0	0	0	0	0	"Democrat"
2110	0.379176437854767	0.381738483905792	0.401406794786453	0.370118230581284	0.389462351799011	0	0	0	0	0	0	0	0	"Republican"
2111	0.500711381435394	0.394227653741837	0.508424341678619	0.485193073749542	0.439777344465256	0	0	0	0	0	0	0	0	"Democrat"
2112	0.488146841526031	0.386746734380722	0.448336154222488	0.426365584135056	0.503842532634735	1	1	1	1	1	1	1	0	"Republican"
2114	0.435982972383499	0.478892236948013	0.430481284856796	0.417106360197067	0.459521234035492	1	1	1	1	0	0	0	0	"Democrat"
2115	0.718355476856232	0.594070315361023	0.636763334274292	0.637595117092133	0.635892927646637	1	1	1	1	1	1	1	1	"Republican"
2117	0.456039607524872	0.478889614343643	0.46420219540596	0.475607663393021	0.495506852865219	1	1	1	1	1	1	1	1	"Democrat"
2118	0.309125602245331	0.346730291843414	0.408677041530609	0.302810817956924	0.250419288873672	0	0	0	0	0	0	0	0	"Democrat"
2119	0.240522667765617	0.156896650791168	0.200541228055954	0.25218078494072	0.195371568202972	0	0	0	0	0	0	0	0	"Democrat"
2121	0.140198990702629	0.140560984611511	0.127942487597466	0.160262182354927	0.133549153804779	0	0	0	0	0	0	0	0	"Democrat"
2122	0.348912596702576	0.434576213359833	0.338668346405029	0.338169485330582	0.399229615926743	0	0	0	0	0	0	0	0	"Democrat"
2123	0.60914820432663	0.555466711521149	0.579766452312469	0.514898359775543	0.526808440685272	1	1	1	1	1	0	1	0	"Democrat"
2125	0.154511228203773	0.158007338643074	0.150361552834511	0.171598359942436	0.164788231253624	0	0	0	0	0	0	0	0	"Democrat"
2126	0.373134881258011	0.429816663265228	0.290390729904175	0.358996450901031	0.42203077673912	0	0	0	0	0	0	0	0	"Republican"
2128	0.567378640174866	0.609171271324158	0.594823658466339	0.542428553104401	0.601633191108704	1	1	1	1	1	1	1	1	"Republican"
2129	0.866101801395416	0.836765646934509	0.784831404685974	0.850990653038025	0.793034672737122	1	1	1	1	1	1	1	1	"Republican"
2130	0.573529362678528	0.623340725898743	0.579924404621124	0.588106274604797	0.514516413211823	0	1	0	0	1	1	0	1	"Republican"
2131	0.471474915742874	0.437244862318039	0.414288252592087	0.472271978855133	0.413059651851654	0	0	0	0	0	0	0	0	"Republican"
2132	0.520971119403839	0.391108363866806	0.44118919968605	0.404325306415558	0.432829141616821	1	0	0	0	1	1	1	0	"Republican"
2134	0.431012511253357	0.504185855388641	0.492618650197983	0.471634596586227	0.535942792892456	0	0	0	0	0	0	0	0	"Republican"
2136	0.704290390014648	0.704767227172852	0.691292881965637	0.662590265274048	0.616216838359833	1	1	1	1	1	1	1	1	"Republican"
2138	0.179903611540794	0.136890009045601	0.204373553395271	0.185983523726463	0.149478822946548	0	0	0	0	0	0	0	0	"Democrat"
2139	0.112602673470974	0.146006479859352	0.108099371194839	0.111449681222439	0.0869497358798981	0	0	0	0	0	0	0	0	"Democrat"
2140	0.741784751415253	0.701960802078247	0.755529820919037	0.747312068939209	0.716420412063599	1	1	1	1	1	1	1	1	"Republican"
