"TeamId","TeamName","RankPrivate","RankPublic","RankDelta","ScorePrivate","ScorePublic","ScoreDelta"
329285,"JustinSheldon",732,1771,1039,0.63362,0.62787,0.00574999999999992
331919,"HCLim",733,325,-408,0.63362,0.64943,-0.01581
331466,"CharlieStElmo",734,903,169,0.63362,0.63793,-0.00431000000000004
329398,"shan",735,374,-361,0.63362,0.64799,-0.01437
337459,"AdamKrawiec",736,812,76,0.63362,0.63937,-0.00575000000000003
334145,"KrishnamurthyTV",737,813,76,0.63362,0.63937,-0.00575000000000003
328777,"Pedro Q",738,273,-465,0.63362,0.65086,-0.01724
336186,"komaira",739,1184,445,0.63362,0.63362,0
338446,"dmtkir",740,2426,1686,0.63362,0.61638,0.0172399999999999
329118,"insad",741,567,-174,0.63362,0.64368,-0.0100600000000001
332041,"Jeff Taff",742,436,-306,0.63362,0.64655,-0.01293
339210,"cookieRR",743,904,161,0.63362,0.63793,-0.00431000000000004
332756,"Anh T. Nguyen",744,2150,1406,0.63362,0.61925,0.01437
329276,"ci49",745,1185,440,0.63362,0.63362,0
339258,"GeetasaiSrivatsav",746,905,159,0.63362,0.63793,-0.00431000000000004
336480,"RodolfoTroncoso",747,1186,439,0.63362,0.63362,0
335099,"AnthonyPak",748,2443,1695,0.63362,0.61494,0.0186799999999999
329599,"Rick",749,731,-18,0.63362,0.6408,-0.00718000000000008
329303,"Kim SO",750,814,64,0.63362,0.63937,-0.00575000000000003
333682,"rence",751,221,-530,0.63362,0.6523,-0.01868
336143,"ShrutiAngadi",752,498,-254,0.63362,0.64511,-0.01149
337798,"Eftihis",753,993,240,0.63362,0.63649,-0.00287000000000004
337642,"soylentgreen70",754,815,61,0.63362,0.63937,-0.00575000000000003
329321,"Nataly Rekuz",755,732,-23,0.63362,0.6408,-0.00718000000000008
339085,"Preet",756,639,-117,0.63362,0.64224,-0.00862000000000007
333037,"Choicy ",757,274,-483,0.63362,0.65086,-0.01724
329709,"Shafiq",758,499,-259,0.63362,0.64511,-0.01149
329728,"VinnieChoi",759,733,-26,0.63362,0.6408,-0.00718000000000008
337403,"Qian Xie",760,1499,739,0.63362,0.62931,0.00430999999999993
335980,"Mugu",761,1772,1011,0.63362,0.62787,0.00574999999999992
336728,"KieranKelliher",762,500,-262,0.63362,0.64511,-0.01149
339652,"arjsat",763,326,-437,0.63362,0.64943,-0.01581
339717,"JonathanChang",764,2515,1751,0.63362,0.6092,0.02442
334082,"MiltiadisSarakinos",765,906,141,0.63362,0.63793,-0.00431000000000004
336772,"Data Scientist",766,1500,734,0.63362,0.62931,0.00430999999999993
328848,"Pramit",767,2516,1749,0.63362,0.6092,0.02442
339782,"addy mell",768,1926,1158,0.63362,0.625,0.00861999999999996
329474,"FayyazAzam",769,437,-332,0.63362,0.64655,-0.01293
336278,"Rishabh Jain",770,1096,326,0.63362,0.63506,-0.00144
339811,"Rochit",771,184,-587,0.63362,0.65374,-0.02012
339790,"shishirgoel",772,2580,1808,0.63362,0.60201,0.0316099999999999
329003,"Dim",773,501,-272,0.63218,0.64511,-0.01293
329339,"PritamBasu",774,1773,999,0.63218,0.62787,0.00430999999999993
330234,"Gergely Petho",775,994,219,0.63218,0.63649,-0.00431000000000004
329380,"Robert Lucyshyn",776,816,40,0.63218,0.63937,-0.00719000000000003
329586,"ShadowfaxRider",777,907,130,0.63218,0.63793,-0.00575000000000003
328857,"Koszela",778,1097,319,0.63218,0.63506,-0.00287999999999999
330633,"Sudipta",779,275,-504,0.63218,0.65086,-0.01868
330506,"wahrsagevogel",780,327,-453,0.63218,0.64943,-0.01725
330054,"hariharan_b83",781,995,214,0.63218,0.63649,-0.00431000000000004
328790,"Mykel",782,222,-560,0.63218,0.6523,-0.02012
331154,"Olga",783,39,-744,0.63218,0.66667,-0.03449
329513,"skylark33",784,1098,314,0.63218,0.63506,-0.00287999999999999
329911,"SanjayKumarM",785,223,-562,0.63218,0.6523,-0.02012
331864,"Asmus",786,328,-458,0.63218,0.64943,-0.01725
328896,"Aleksandr",787,817,30,0.63218,0.63937,-0.00719000000000003
331620,"Sean Patel",788,818,30,0.63218,0.63937,-0.00719000000000003
331249,"SkyWa1ker",789,996,207,0.63218,0.63649,-0.00431000000000004
329569,"AR1000",790,438,-352,0.63218,0.64655,-0.01437
329559,"mathengineer",791,1844,1053,0.63218,0.62644,0.00573999999999997
332533,"Verônica Almeida",792,1398,606,0.63218,0.63075,0.00142999999999993
329578,"rodrigoxaos",793,819,26,0.63218,0.63937,-0.00719000000000003
333263,"JimParinella",794,908,114,0.63218,0.63793,-0.00575000000000003
331983,"bpence",795,1501,706,0.63218,0.62931,0.00286999999999993
330902,"Olena Smotrova",796,1845,1049,0.63218,0.62644,0.00573999999999997
332377,"JohnF",797,640,-157,0.63218,0.64224,-0.0100600000000001
331251,"Mike",798,375,-423,0.63218,0.64799,-0.01581
328954,"Michael Koelbl",799,641,-158,0.63218,0.64224,-0.0100600000000001
330405,"Bobby",800,1099,299,0.63218,0.63506,-0.00287999999999999
328941,"Tat-Dat",801,734,-67,0.63218,0.6408,-0.00862000000000007
332544,"Arthur",802,1187,385,0.63218,0.63362,-0.00144
330111,"wrickk",803,1999,1196,0.63218,0.62356,0.00861999999999996
328956,"Alex Rabinovich",804,1502,698,0.63218,0.62931,0.00286999999999993
329424,"Abbhinav Srivastava",805,997,192,0.63218,0.63649,-0.00431000000000004
329055,"EmmanuelMaillet",806,439,-367,0.63218,0.64655,-0.01437
333351,"Martin Stark",807,224,-583,0.63218,0.6523,-0.02012
329069,"Chu",808,1188,380,0.63218,0.63362,-0.00144
334867,"isaranja",809,1281,472,0.63218,0.63218,0
334439,"KalyanPerisetty",810,91,-719,0.63218,0.65948,-0.0273
329871,"SooryaNarayan",811,1282,471,0.63218,0.63218,0
335018,"Laszlo",812,909,97,0.63218,0.63793,-0.00575000000000003
333810,"bensaccount",813,130,-683,0.63218,0.65661,-0.0244300000000001
334838,"kiwizen",814,910,96,0.63218,0.63793,-0.00575000000000003
335359,"jjtatx",815,998,183,0.63218,0.63649,-0.00431000000000004
333259,"Lalit",816,440,-376,0.63218,0.64655,-0.01437
330246,"SundayDriver",817,2000,1183,0.63218,0.62356,0.00861999999999996
333706,"MuditaJain",818,2387,1569,0.63218,0.61782,0.0143599999999999
329648,"Lev Kiwi",819,376,-443,0.63218,0.64799,-0.01581
336162,"Roof",820,2151,1331,0.63218,0.61925,0.01293
330006,"Syed Waseem Ud Din",821,329,-492,0.63218,0.64943,-0.01725
330154,"Javier Portillo",822,911,89,0.63218,0.63793,-0.00575000000000003
331170,"JohnSmith",823,377,-446,0.63218,0.64799,-0.01581
335534,"Jayant Mulmoodi",824,1283,459,0.63218,0.63218,0
336398,"AdamKoprowski",825,1503,678,0.63218,0.62931,0.00286999999999993
332639,"Alexander Semenov",826,2001,1175,0.63218,0.62356,0.00861999999999996
332298,"MukundBharadwaj",827,1927,1100,0.63218,0.625,0.00717999999999996
334783,"Ibrahim Ozturk",828,999,171,0.63218,0.63649,-0.00431000000000004
336715,"Steinarts",829,820,-9,0.63218,0.63937,-0.00719000000000003
330168,"KirstenHunt",830,225,-605,0.63218,0.6523,-0.02012
328829,"Nikhil",831,1504,673,0.63218,0.62931,0.00286999999999993
330348,"Fidel Torres",832,150,-682,0.63218,0.65517,-0.0229900000000001
335154,"ELBN",833,2502,1669,0.63218,0.61063,0.02155
329475,"Erikson",834,30,-804,0.63218,0.67098,-0.0388000000000001
336956,"Emmett",835,735,-100,0.63218,0.6408,-0.00862000000000007
332548,"Craig Keating",836,1000,164,0.63218,0.63649,-0.00431000000000004
329432,"RicardoMatos",837,131,-706,0.63218,0.65661,-0.0244300000000001
337548,"suresh 2",838,1284,446,0.63218,0.63218,0
331916,"yosefardhito",839,1928,1089,0.63218,0.625,0.00717999999999996
329607,"ShintoTheruvil",840,441,-399,0.63218,0.64655,-0.01437
336556,"Umang Gupta",841,1001,160,0.63218,0.63649,-0.00431000000000004
331875,"Sudhansu Sekhar Senapati",842,1774,932,0.63218,0.62787,0.00430999999999993
330440,"nietek",843,185,-658,0.63218,0.65374,-0.02156
328919,"Vladimir",844,151,-693,0.63218,0.65517,-0.0229900000000001
329641,"amzgsteve",845,568,-277,0.63218,0.64368,-0.0115000000000001
329721,"E. ALFA",846,186,-660,0.63218,0.65374,-0.02156
330051,"AdamKaczmarek",847,1285,438,0.63218,0.63218,0
336341,"Kchem",848,736,-112,0.63218,0.6408,-0.00862000000000007
331917,"ingoraum",849,569,-280,0.63218,0.64368,-0.0115000000000001
337342,"dishashree",850,107,-743,0.63218,0.65805,-0.0258700000000001
335178,"Saugata Ghosh",851,276,-575,0.63218,0.65086,-0.01868
336266,"Alexander Bogdanov",852,737,-115,0.63218,0.6408,-0.00862000000000007
338454,"Javier Andres Gallego",853,502,-351,0.63218,0.64511,-0.01293
337660,"DataPlan",854,570,-284,0.63218,0.64368,-0.0115000000000001
330438,"M2K",855,152,-703,0.63218,0.65517,-0.0229900000000001
332662,"Victor Martinez",856,1929,1073,0.63218,0.625,0.00717999999999996
338557,"Martin Babic",857,1505,648,0.63218,0.62931,0.00286999999999993
336157,"Milina",858,1846,988,0.63218,0.62644,0.00573999999999997
329997,"intarsia",859,912,53,0.63218,0.63793,-0.00575000000000003
338746,"nikhithvasa",860,1930,1070,0.63218,0.625,0.00717999999999996
337566,"John Lionas",861,1100,239,0.63218,0.63506,-0.00287999999999999
338759,"KartikKannapur",862,1189,327,0.63218,0.63362,-0.00144
332095,"yesus",863,108,-755,0.63218,0.65805,-0.0258700000000001
329030,"yogeshwar",864,1399,535,0.63218,0.63075,0.00142999999999993
337747,"Allan Bosco Mugabe",865,1101,236,0.63218,0.63506,-0.00287999999999999
330090,"talianotchka",866,913,47,0.63218,0.63793,-0.00575000000000003
336790,"AngelosSiakantaris",867,1931,1064,0.63218,0.625,0.00717999999999996
338881,"thembalethu",868,1102,234,0.63218,0.63506,-0.00287999999999999
335263,"Maverick",869,821,-48,0.63218,0.63937,-0.00719000000000003
331343,"esejacobito",870,1286,416,0.63218,0.63218,0
338687,"NicolasMartin",871,503,-368,0.63218,0.64511,-0.01293
329246,"FernandoPellegrini",872,277,-595,0.63218,0.65086,-0.01868
334285,"mhicks0203",873,278,-595,0.63218,0.65086,-0.01868
337702,"_Eric_",874,330,-544,0.63218,0.64943,-0.01725
337966,"Vaibhav",875,1190,315,0.63218,0.63362,-0.00144
333200,"Gail V.",876,914,38,0.63218,0.63793,-0.00575000000000003
336716,"Ahamed Irshad",877,1506,629,0.63218,0.62931,0.00286999999999993
332937,"RincONE",878,1507,629,0.63218,0.62931,0.00286999999999993
339006,"praffulpatle",879,642,-237,0.63218,0.64224,-0.0100600000000001
339542,"Anqi Zhao",880,1287,407,0.63218,0.63218,0
329130,"Rodrigo Diaz Salinas",881,1775,894,0.63218,0.62787,0.00430999999999993
329968,"Mayank",882,1002,120,0.63218,0.63649,-0.00431000000000004
329395,"Sergey K.",883,331,-552,0.63218,0.64943,-0.01725
330005,"IliasPan",884,1191,307,0.63218,0.63362,-0.00144
336464,"DataRovers",885,378,-507,0.63218,0.64799,-0.01581
339575,"Maxence BUNEL",886,1192,306,0.63218,0.63362,-0.00144
332608,"J_Hanke",887,738,-149,0.63218,0.6408,-0.00862000000000007
332112,"Daniel",888,1776,888,0.63218,0.62787,0.00430999999999993
335129,"EugeneRthl",889,739,-150,0.63218,0.6408,-0.00862000000000007
328975,"Snails",890,822,-68,0.63075,0.63937,-0.00861999999999996
329028,"Ole Frederiksen",891,1193,302,0.63075,0.63362,-0.00286999999999993
328904,"ASwaving",892,1508,616,0.63075,0.62931,0.00144
328843,"JeffVanWagoner",893,1103,210,0.63075,0.63506,-0.00430999999999993
329515,"Ratish",894,823,-71,0.63075,0.63937,-0.00861999999999996
328977,"royswkr",895,1400,505,0.63075,0.63075,0
329140,"Jochen Guenther",896,1401,505,0.63075,0.63075,0
328832,"JeremiaMamola",897,379,-518,0.63075,0.64799,-0.0172399999999999
329519,"Yao Zhang",898,442,-456,0.63075,0.64655,-0.0157999999999999
331753,"PaulVbl",899,1194,295,0.63075,0.63362,-0.00286999999999993
332019,"CammyLawrence",900,1402,502,0.63075,0.63075,0
332066,"eddh",901,824,-77,0.63075,0.63937,-0.00861999999999996
331599,"aqz",902,1932,1030,0.63075,0.625,0.00575000000000003
328992,"Melanie Garber",903,504,-399,0.63075,0.64511,-0.0143599999999999
331260,"Adeel",904,332,-572,0.63075,0.64943,-0.0186799999999999
329697,"RaymundGomez",905,1403,498,0.63075,0.63075,0
333474,"MaximKiyan",906,1003,97,0.63075,0.63649,-0.00573999999999997
330390,"GeethanjaliH.R",907,187,-720,0.63075,0.65374,-0.02299
329856,"Parsons",908,740,-168,0.63075,0.6408,-0.01005
330394,"DixitAditya",909,825,-84,0.63075,0.63937,-0.00861999999999996
333187,"graskaas",910,1004,94,0.63075,0.63649,-0.00573999999999997
329464,"Kenneth Ho",911,1104,193,0.63075,0.63506,-0.00430999999999993
330687,"yuanting",912,67,-845,0.63075,0.66236,-0.0316099999999999
334578,"shyamKumar",913,571,-342,0.63075,0.64368,-0.01293
335137,"AnnaS85",914,226,-688,0.63075,0.6523,-0.02155
329738,"buzzman87",915,505,-410,0.63075,0.64511,-0.0143599999999999
334662,"remi",916,1509,593,0.63075,0.62931,0.00144
330694,"BinuAgrawal",917,826,-91,0.63075,0.63937,-0.00861999999999996
333590,"yumin",918,506,-412,0.63075,0.64511,-0.0143599999999999
331290,"David A. Coker",919,741,-178,0.63075,0.6408,-0.01005
335389,"Monte",920,1288,368,0.63075,0.63218,-0.00142999999999993
332346,"ISABEL CARBALLO",921,1005,84,0.63075,0.63649,-0.00573999999999997
335422,"matti",922,2525,1603,0.63075,0.60776,0.0229900000000001
331191,"afbm",923,1105,182,0.63075,0.63506,-0.00430999999999993
333006,"JoeDemby",924,1510,586,0.63075,0.62931,0.00144
332861,"NOP",925,827,-98,0.63075,0.63937,-0.00861999999999996
330835,"RicardoR.Segovia",926,1777,851,0.63075,0.62787,0.00287999999999999
331394,"Roy Murphy",927,915,-12,0.63075,0.63793,-0.00717999999999996
331563,"ElenaTofanyuk",928,507,-421,0.63075,0.64511,-0.0143599999999999
331650,"RavikiranTata",929,1511,582,0.63075,0.62931,0.00144
332532,"vasilisnikolaou",930,227,-703,0.63075,0.6523,-0.02155
330721,"EspartacoCamero",931,2152,1221,0.63075,0.61925,0.0115000000000001
332462,"Frank",932,443,-489,0.63075,0.64655,-0.0157999999999999
329436,"Andres Oliveros",933,1195,262,0.63075,0.63362,-0.00286999999999993
336166,"BRTVDS",934,1106,172,0.63075,0.63506,-0.00430999999999993
336869,"igor panivko",935,828,-107,0.63075,0.63937,-0.00861999999999996
336847,"soliloquy",936,2002,1066,0.63075,0.62356,0.00719000000000003
329589,"TranAnhNgan",937,2153,1216,0.63075,0.61925,0.0115000000000001
333610,"AlimVisram",938,508,-430,0.63075,0.64511,-0.0143599999999999
337922,"datadavidz",939,643,-296,0.63075,0.64224,-0.01149
338170,"tulipan",940,2089,1149,0.63075,0.62069,0.0100600000000001
329563,"Peter Ip",941,188,-753,0.63075,0.65374,-0.02299
335774,"Paniagua",942,1778,836,0.63075,0.62787,0.00287999999999999
333989,"elaine",943,742,-201,0.63075,0.6408,-0.01005
331074,"EnttäuschtesKind",944,572,-372,0.63075,0.64368,-0.01293
335418,"_sas",945,380,-565,0.63075,0.64799,-0.0172399999999999
334169,"Johann L.",946,1289,343,0.63075,0.63218,-0.00142999999999993
329684,"MicheleBaranzika",947,1196,249,0.63075,0.63362,-0.00286999999999993
331704,"DanilodaSilva",948,573,-375,0.63075,0.64368,-0.01293
338744,"Annasamy R",949,1197,248,0.63075,0.63362,-0.00286999999999993
333820,"SelloMotaung",950,2444,1494,0.63075,0.61494,0.01581
332315,"mbortolotti",951,1404,453,0.63075,0.63075,0
330723,"David",952,1107,155,0.63075,0.63506,-0.00430999999999993
339117,"GautFab",953,1405,452,0.63075,0.63075,0
335913,"JudyCarnali",954,916,-38,0.63075,0.63793,-0.00717999999999996
332285,"JackSmith",955,2003,1048,0.63075,0.62356,0.00719000000000003
337085,"Orion",956,917,-39,0.63075,0.63793,-0.00717999999999996
337691,"Debapratim Dutta",957,574,-383,0.63075,0.64368,-0.01293
330105,"BlessingOkeke",958,743,-215,0.63075,0.6408,-0.01005
338172,"VictoriaZHANG",959,1512,553,0.63075,0.62931,0.00144
338133,"Casper",960,2154,1194,0.63075,0.61925,0.0115000000000001
335295,"SeldonVonNeumann",961,1006,45,0.63075,0.63649,-0.00573999999999997
331585,"ShubhamSrivastava",962,1007,45,0.63075,0.63649,-0.00573999999999997
339672,"Josefin",963,829,-134,0.63075,0.63937,-0.00861999999999996
339603,"Martin 2",964,1108,144,0.63075,0.63506,-0.00430999999999993
339654,"Jonathon Halvorson",965,1779,814,0.63075,0.62787,0.00287999999999999
339129,"Layro",966,509,-457,0.63075,0.64511,-0.0143599999999999
334770,"JoãoMonteiro",967,1847,880,0.63075,0.62644,0.00431000000000004
333696,"SilviaSolis",968,1513,545,0.63075,0.62931,0.00144
335799,"Krzysztof Popiolek",969,2503,1534,0.63075,0.61063,0.02012
329287,"@MSBIguy",970,1008,38,0.63075,0.63649,-0.00573999999999997
332058,"The Warrior",971,1198,227,0.63075,0.63362,-0.00286999999999993
328885,"Iain",972,1406,434,0.62931,0.63075,-0.00144
329472,"JohnBMD",973,1514,541,0.62931,0.62931,0
330307,"Chris Butterworth",974,189,-785,0.62931,0.65374,-0.02443
329902,"MansiArora",975,1109,134,0.62931,0.63506,-0.00574999999999992
330478,"Purush",976,1199,223,0.62931,0.63362,-0.00430999999999993
329741,"Mostafa Khawas",977,918,-59,0.62931,0.63793,-0.00861999999999996
329993,"AlfredoGoñi",978,1009,31,0.62931,0.63649,-0.00717999999999996
330759,"SSShupe",979,1848,869,0.62931,0.62644,0.00287000000000004
329683,"Manfred Zuber",980,1290,310,0.62931,0.63218,-0.00286999999999993
330232,"Chris",981,1849,868,0.62931,0.62644,0.00287000000000004
330063,"primaryobjects",982,744,-238,0.62931,0.6408,-0.01149
329350,"AchalAgarwal",983,381,-602,0.62931,0.64799,-0.0186799999999999
330208,"chchenus",984,510,-474,0.62931,0.64511,-0.0157999999999999
329445,"atushi",985,1780,795,0.62931,0.62787,0.00144
329497,"Engage2",986,2388,1402,0.62931,0.61782,0.01149
330074,"kngtng",987,2004,1017,0.62931,0.62356,0.00575000000000003
330966,"yizhu",988,1110,122,0.62931,0.63506,-0.00574999999999992
330848,"John Sudds",989,228,-761,0.62931,0.6523,-0.02299
329463,"DavidTonda",990,1291,301,0.62931,0.63218,-0.00286999999999993
331834,"kstrenn",991,1292,301,0.62931,0.63218,-0.00286999999999993
330171,"Yann Couderc",992,1111,119,0.62931,0.63506,-0.00574999999999992
329575,"HelmutPirela",993,1407,414,0.62931,0.63075,-0.00144
332247,"martko",994,1515,521,0.62931,0.62931,0
332202,"ecc2600",995,575,-420,0.62931,0.64368,-0.01437
328927,"Viator",996,919,-77,0.62931,0.63793,-0.00861999999999996
330775,"Yu Sheng Soon",997,1850,853,0.62931,0.62644,0.00287000000000004
329752,"72usty",998,2155,1157,0.62931,0.61925,0.0100600000000001
330454,"ankitasingh17",999,109,-890,0.62931,0.65805,-0.02874
329254,"Nazario",1000,1516,516,0.62931,0.62931,0
332790,"feeshee",1001,1010,9,0.62931,0.63649,-0.00717999999999996
331556,"MartinPetrov",1002,1933,931,0.62931,0.625,0.00431000000000004
332424,"Robert Liu",1003,2052,1049,0.62931,0.62213,0.00718000000000008
332419,"Marky",1004,1851,847,0.62931,0.62644,0.00287000000000004
332691,"CHidalgo",1005,1852,847,0.62931,0.62644,0.00287000000000004
329078,"Stammler",1006,1011,5,0.62931,0.63649,-0.00717999999999996
332012,"Majid",1007,1200,193,0.62931,0.63362,-0.00430999999999993
328844,"wbf",1008,2427,1419,0.62931,0.61638,0.01293
334293,"Rosalie",1009,1112,103,0.62931,0.63506,-0.00574999999999992
330039,"RajKoem",1010,1293,283,0.62931,0.63218,-0.00286999999999993
333979,"Vivek Goyal",1011,920,-91,0.62931,0.63793,-0.00861999999999996
331931,"Pedro García Martínez",1012,382,-630,0.62931,0.64799,-0.0186799999999999
330707,"sanjeevj",1013,644,-369,0.62931,0.64224,-0.01293
332596,"GraMatt",1014,1517,503,0.62931,0.62931,0
331134,"GregorySchreiter",1015,1201,186,0.62931,0.63362,-0.00430999999999993
330436,"The Display name field is required.",1016,229,-787,0.62931,0.6523,-0.02299
328938,"Edward Vanden Berghe",1017,645,-372,0.62931,0.64224,-0.01293
333268,"Ali Farrokhi",1018,646,-372,0.62931,0.64224,-0.01293
330269,"Emma ZQ",1019,230,-789,0.62931,0.6523,-0.02299
333173,"Mark Weste",1020,1518,498,0.62931,0.62931,0
331151,"crescent",1021,647,-374,0.62931,0.64224,-0.01293
333283,"Hjardon",1022,1781,759,0.62931,0.62787,0.00144
330239,"Susan J.Pennington",1023,1408,385,0.62931,0.63075,-0.00144
330768,"UMADEVI V",1024,1294,270,0.62931,0.63218,-0.00286999999999993
330695,"JaeYungKwon",1025,2428,1403,0.62931,0.61638,0.01293
329538,"HongbinLi",1026,1934,908,0.62931,0.625,0.00431000000000004
330130,"Dave",1027,576,-451,0.62931,0.64368,-0.01437
332307,"dipayan",1028,577,-451,0.62931,0.64368,-0.01437
329762,"Neil Stalker",1029,2090,1061,0.62931,0.62069,0.00862000000000007
336140,"AshokRaman",1030,1782,752,0.62931,0.62787,0.00144
335234,"Vivian",1031,830,-201,0.62931,0.63937,-0.01006
332971,"JoshMcKenney",1032,383,-649,0.62931,0.64799,-0.0186799999999999
333021,"MarcNewall",1033,1783,750,0.62931,0.62787,0.00144
336138,"Shrivatsan",1034,1935,901,0.62931,0.625,0.00431000000000004
336265,"SatishSelvam",1035,2005,970,0.62931,0.62356,0.00575000000000003
336373,"Gabriel De Pierro",1036,2389,1353,0.62931,0.61782,0.01149
336494,"Hamish",1037,2429,1392,0.62931,0.61638,0.01293
330332,"EnriqueAiras",1038,34,-1004,0.62931,0.6681,-0.03879
331389,"Subramanian Iyer",1039,921,-118,0.62931,0.63793,-0.00861999999999996
330146,"UmairPervaizGill",1040,648,-392,0.62931,0.64224,-0.01293
328856,"santimbo",1041,649,-392,0.62931,0.64224,-0.01293
329206,"GuyAubin",1042,1784,742,0.62931,0.62787,0.00144
334603,"Kinga Puklo",1043,1409,366,0.62931,0.63075,-0.00144
336963,"DavidAlbrecht",1044,384,-660,0.62931,0.64799,-0.0186799999999999
336035,"alexnog",1045,745,-300,0.62931,0.6408,-0.01149
333319,"Robert Tedja",1046,922,-124,0.62931,0.63793,-0.00861999999999996
337177,"zzkiwizz",1047,1410,363,0.62931,0.63075,-0.00144
335754,"alpoza",1048,923,-125,0.62931,0.63793,-0.00861999999999996
330419,"sheelu mathew",1049,153,-896,0.62931,0.65517,-0.02586
337405,"Dionna",1050,1853,803,0.62931,0.62644,0.00287000000000004
329781,"James Weeks",1051,1012,-39,0.62931,0.63649,-0.00717999999999996
331171,"ZhexiongTang",1052,1013,-39,0.62931,0.63649,-0.00717999999999996
332591,"NujchareeHaswell",1053,1295,242,0.62931,0.63218,-0.00286999999999993
328807,"dodgervl",1054,1113,59,0.62931,0.63506,-0.00574999999999992
337398,"Jared Muhs",1055,2006,951,0.62931,0.62356,0.00575000000000003
332686,"Deepthi",1056,385,-671,0.62931,0.64799,-0.0186799999999999
336791,"RafikiXX",1057,650,-407,0.62931,0.64224,-0.01293
336594,"Mark IV",1058,2156,1098,0.62931,0.61925,0.0100600000000001
337281,"Aswin Jayan",1059,2539,1480,0.62931,0.60632,0.0229900000000001
332069,"VeronikaSteffens",1060,1296,236,0.62931,0.63218,-0.00286999999999993
333011,"Gerard Sanz",1061,279,-782,0.62931,0.65086,-0.02155
337557,"Anda Ziemele",1062,2007,945,0.62931,0.62356,0.00575000000000003
335948,"Sandra Encalada",1063,2157,1094,0.62931,0.61925,0.0100600000000001
334684,"caillou001",1064,1519,455,0.62931,0.62931,0
332450,"JesseLynn",1065,386,-679,0.62931,0.64799,-0.0186799999999999
334267,"Ramprasad",1066,924,-142,0.62931,0.63793,-0.00861999999999996
330782,"Ambrish Kinariwala",1067,132,-935,0.62931,0.65661,-0.0273
338363,"GopalaKrishna 2",1068,1202,134,0.62931,0.63362,-0.00430999999999993
331942,"JasmineGoel",1069,2091,1022,0.62931,0.62069,0.00862000000000007
330041,"Kelvin.H",1070,2158,1088,0.62931,0.61925,0.0100600000000001
335864,"Mhedct",1071,2092,1021,0.62931,0.62069,0.00862000000000007
338481,"William Hill",1072,1411,339,0.62931,0.63075,-0.00144
334793,"CharityHilton",1073,1854,781,0.62931,0.62644,0.00287000000000004
329377,"Jean",1074,925,-149,0.62931,0.63793,-0.00861999999999996
337670,"LN",1075,2008,933,0.62931,0.62356,0.00575000000000003
336307,"VivekChaturvedi",1076,2159,1083,0.62931,0.61925,0.0100600000000001
338870,"MinChulKim",1077,1412,335,0.62931,0.63075,-0.00144
331177,"WojciechLoster",1078,1520,442,0.62931,0.62931,0
332426,"Anton Itkin",1079,651,-428,0.62931,0.64224,-0.01293
337258,"ChristianHoffmann",1080,1521,441,0.62931,0.62931,0
338292,"GreK",1081,831,-250,0.62931,0.63937,-0.01006
338289,"Krzysztof Bochenek",1082,2093,1011,0.62931,0.62069,0.00862000000000007
331043,"LP1973",1083,1114,31,0.62931,0.63506,-0.00574999999999992
338424,"pam19",1084,231,-853,0.62931,0.6523,-0.02299
331147,"Ricardo",1085,746,-339,0.62931,0.6408,-0.01149
338057,"Irina K.",1086,1203,117,0.62931,0.63362,-0.00430999999999993
336000,"RAusc",1087,1522,435,0.62931,0.62931,0
332874,"Eliton Elias",1088,652,-436,0.62931,0.64224,-0.01293
338989,"DenisMonets",1089,1115,26,0.62931,0.63506,-0.00574999999999992
337703,"KJ",1090,1523,433,0.62931,0.62931,0
334447,"RobertaCaldas",1091,653,-438,0.62931,0.64224,-0.01293
331612,"haas",1092,387,-705,0.62931,0.64799,-0.0186799999999999
333964,"Anil M",1093,1785,692,0.62931,0.62787,0.00144
331951,"Diego Zegarra-Ballon",1094,2160,1066,0.62931,0.61925,0.0100600000000001
338937,"ashkat",1095,2554,1459,0.62931,0.60489,0.02442
338527,"artfuldodger",1096,1786,690,0.62931,0.62787,0.00144
332492,"Shreyas Gowda",1097,1297,200,0.62931,0.63218,-0.00286999999999993
339471,"HaroldYap",1098,1787,689,0.62931,0.62787,0.00144
335853,"PSestak",1099,1413,314,0.62931,0.63075,-0.00144
332430,"jbuzza",1100,2445,1345,0.62931,0.61494,0.01437
331223,"Sriram Sundar",1101,444,-657,0.62931,0.64655,-0.0172399999999999
329581,"Murugan",1102,79,-1023,0.62931,0.66092,-0.0316099999999999
339671,"Ankita Kharbanda",1103,2161,1058,0.62931,0.61925,0.0100600000000001
339166,"Salman Ahmed",1104,445,-659,0.62931,0.64655,-0.0172399999999999
329650,"SiyingLiu",1105,832,-273,0.62931,0.63937,-0.01006
332607,"mmaldonado",1106,133,-973,0.62931,0.65661,-0.0273
333240,"benn333",1107,1414,307,0.62931,0.63075,-0.00144
336391,"Julie Craze",1108,578,-530,0.62931,0.64368,-0.01437
328869,"Greg Giles",1109,1298,189,0.62787,0.63218,-0.00430999999999993
329687,"CosmoKramer",1110,833,-277,0.62787,0.63937,-0.0115
330043,"sjw99",1111,1524,413,0.62787,0.62931,-0.00144
330268,"sumbat",1112,2162,1050,0.62787,0.61925,0.00862000000000007
329766,"Piotrr",1113,1415,302,0.62787,0.63075,-0.00287999999999999
328868,"Katema",1114,579,-535,0.62787,0.64368,-0.01581
330486,"skoegl",1115,1014,-101,0.62787,0.63649,-0.00861999999999996
