"USER_ID"	"Party"	"Age_group"	"NumSurveyAns"	"Gender"	"Income"	"HouseholdStatus"	"EducationLevel"	"Q109244"	"Q115611"	"Q98197"	"Q113181"	"Q98869"	"Q101163"	"Q99480"	"Q105840"	"Q116881"	"Q120379"	"Q120472"	"Q106272"	"Q115899"	"Q119851"	"Q121699"	"Q110740"	"Q106042"	"Q101596"	"Q102089"	"Q100680"	"Q115195"	"Q122771"	"Q108855"	"Q112478"	"Q107869"	"Q120014"	"Q99716"	"Q118892"	"Q108342"	"Q115390"	"Q106388"	"Q120012"	"Q118232"	"Q100689"	"Q113583"	"Q106389"	"Q98078"	"Q124122"	"Q118237"	"Q96024"	"Q116953"
221	"Democrat"	"(18,44]"	101	"Male"	"$50,000 - $74,999"	"Married (w/kids)"	"High School Diploma"	"Yes"	"No"	"No"	"No"	"No"	"Dad"	"Yes"	"Yes"	"Happy"	"No"	"Art"	"Yes"	"Circumstances"	"No"	"Yes"	"Mac"	"No"	"No"	"Own"	"No"	"No"	"Public"	"Umm..."	"Yes"	"No"	"Yes"	"No"	"Yes"	"Online"	"Yes"	"Yes"	"Yes"	"Idealist"	"Yes"	"Talk"	"No"	"No"	"No"	"No"	"No"	"No"
222	"Republican"	"(44,64]"	17	"Female"	"$100,001 - $150,000"	"Married (w/kids)"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"Happy"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Idealist"	"dnr"	"Tunes"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"
223	"Republican"	"(18,44]"	10	"Male"	"over $150,000"	"Married (w/kids)"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"
224	"Democrat"	"(18,44]"	97	"Male"	"$25,001 - $50,000"	"Single (no kids)"	"Associate's Degree"	"No"	"No"	"No"	"No"	"No"	"Mom"	"Yes"	"No"	"Happy"	"No"	"Art"	"No"	"Circumstances"	"Yes"	"No"	"PC"	"No"	"No"	"Own"	"Yes"	"Yes"	"Public"	"dnr"	"Yes"	"No"	"No"	"Yes"	"Yes"	"Online"	"No"	"No"	"No"	"Idealist"	"Yes"	"Talk"	"Yes"	"Yes"	"Yes"	"Yes"	"No"	"No"
226	"Republican"	"(44,64]"	96	"Male"	"over $150,000"	"Married (w/kids)"	"Bachelor's Degree"	"No"	"No"	"No"	"No"	"Yes"	"Dad"	"Yes"	"No"	"Right"	"No"	"Art"	"Yes"	"dnr"	"No"	"Yes"	"PC"	"No"	"dnr"	"Own"	"No"	"Yes"	"Public"	"Umm..."	"No"	"Yes"	"Yes"	"No"	"dnr"	"In-person"	"Yes"	"Yes"	"No"	"Idealist"	"Yes"	"Talk"	"No"	"Yes"	"No"	"No"	"Yes"	"Yes"
227	"Democrat"	"(18,44]"	95	"Female"	"over $150,000"	"Single (no kids)"	"High School Diploma"	"No"	"No"	"No"	"No"	"dnr"	"Mom"	"No"	"Yes"	"Happy"	"No"	"Art"	"No"	"Circumstances"	"No"	"Yes"	"PC"	"Yes"	"No"	"Own"	"dnr"	"Yes"	"Public"	"Umm..."	"dnr"	"No"	"No"	"No"	"Yes"	"Online"	"Yes"	"No"	"No"	"dnr"	"Yes"	"Tunes"	"Yes"	"No"	"No"	"No"	"No"	"Yes"
228	"Republican"	"(18,44]"	91	"Male"	"$25,001 - $50,000"	"Married (no kids)"	"Bachelor's Degree"	"No"	"No"	"Yes"	"Yes"	"Yes"	"Mom"	"Yes"	"No"	"Happy"	"Yes"	"Science"	"No"	"Circumstances"	"No"	"dnr"	"PC"	"No"	"No"	"Rent"	"No"	"Yes"	"dnr"	"Yes!"	"Yes"	"No"	"Yes"	"No"	"No"	"In-person"	"Yes"	"Yes"	"No"	"Pragmatist"	"No"	"Talk"	"Yes"	"No"	"dnr"	"Yes"	"Yes"	"Yes"
230	"Republican"	"(64,90]"	97	"Male"	"$100,001 - $150,000"	"Single (no kids)"	"Master's Degree"	"No"	"No"	"Yes"	"Yes"	"Yes"	"Dad"	"Yes"	"No"	"Happy"	"Yes"	"Science"	"Yes"	"Circumstances"	"Yes"	"Yes"	"Mac"	"Yes"	"No"	"Own"	"No"	"No"	"Private"	"Umm..."	"No"	"dnr"	"No"	"Yes"	"Yes"	"Online"	"No"	"No"	"No"	"Pragmatist"	"No"	"Talk"	"No"	"No"	"dnr"	"No"	"Yes"	"Yes"
232	"Democrat"	"(18,44]"	13	"Male"	"$100,001 - $150,000"	"Married (w/kids)"	"Bachelor's Degree"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"
233	"Republican"	"(64,90]"	97	"Female"	"$50,000 - $74,999"	"Married (w/kids)"	"Master's Degree"	"dnr"	"No"	"Yes"	"No"	"Yes"	"Dad"	"Yes"	"No"	"Happy"	"Yes"	"Art"	"No"	"Me"	"No"	"Yes"	"PC"	"dnr"	"Yes"	"Own"	"Yes"	"Yes"	"Private"	"Yes!"	"Yes"	"Yes"	"No"	"No"	"Yes"	"In-person"	"No"	"Yes"	"Yes"	"Idealist"	"Yes"	"Talk"	"No"	"Yes"	"No"	"Yes"	"Yes"	"Yes"
234	"Democrat"	"(0,18]"	10	"Male"	"dnr"	"dnr"	"Current K-12"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Tunes"	"dnr"	"dnr"	"Yes"	"dnr"	"Yes"	"dnr"
235	"Republican"	"(44,64]"	97	"Female"	"dnr"	"Married (w/kids)"	"Master's Degree"	"No"	"No"	"Yes"	"Yes"	"Yes"	"Dad"	"Yes"	"Yes"	"Right"	"Yes"	"dnr"	"Yes"	"Me"	"Yes"	"Yes"	"Mac"	"Yes"	"No"	"Rent"	"Yes"	"Yes"	"Private"	"Yes!"	"No"	"No"	"dnr"	"No"	"No"	"In-person"	"No"	"Yes"	"No"	"Pragmatist"	"Yes"	"dnr"	"Yes"	"No"	"Yes"	"Yes"	"dnr"	"No"
237	"Republican"	"(18,44]"	30	"Female"	"dnr"	"Single (no kids)"	"Current K-12"	"Yes"	"No"	"Yes"	"Yes"	"Yes"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"Yes"	"dnr"
241	"Republican"	"(44,64]"	98	"Male"	"$75,000 - $100,000"	"Married (w/kids)"	"Master's Degree"	"No"	"Yes"	"No"	"No"	"No"	"Dad"	"Yes"	"No"	"Happy"	"Yes"	"Art"	"Yes"	"Me"	"Yes"	"Yes"	"PC"	"Yes"	"No"	"Own"	"Yes"	"Yes"	"Private"	"Umm..."	"No"	"No"	"No"	"No"	"No"	"In-person"	"Yes"	"Yes"	"No"	"Pragmatist"	"Yes"	"Tunes"	"No"	"No"	"dnr"	"No"	"Yes"	"No"
242	"Republican"	"(18,44]"	97	"Male"	"$25,001 - $50,000"	"Single (no kids)"	"High School Diploma"	"Yes"	"No"	"No"	"No"	"Yes"	"Mom"	"Yes"	"No"	"Happy"	"Yes"	"Science"	"No"	"Circumstances"	"No"	"Yes"	"PC"	"No"	"No"	"Own"	"No"	"Yes"	"Public"	"Yes!"	"Yes"	"Yes"	"Yes"	"No"	"No"	"In-person"	"Yes"	"No"	"No"	"Pragmatist"	"No"	"Tunes"	"Yes"	"Yes"	"dnr"	"Yes"	"Yes"	"No"
243	"Republican"	"(44,64]"	97	"Female"	"$75,000 - $100,000"	"Single (no kids)"	"dnr"	"No"	"Yes"	"No"	"Yes"	"Yes"	"Dad"	"Yes"	"No"	"Happy"	"No"	"Science"	"Yes"	"Circumstances"	"Yes"	"Yes"	"PC"	"No"	"dnr"	"Own"	"dnr"	"No"	"Public"	"Umm..."	"No"	"No"	"Yes"	"Yes"	"Yes"	"Online"	"Yes"	"Yes"	"No"	"Pragmatist"	"dnr"	"Tunes"	"No"	"No"	"No"	"Yes"	"No"	"No"
245	"Republican"	"(44,64]"	100	"Male"	"over $150,000"	"Married (w/kids)"	"Bachelor's Degree"	"No"	"Yes"	"Yes"	"No"	"Yes"	"Dad"	"Yes"	"No"	"Happy"	"No"	"Science"	"Yes"	"Me"	"No"	"Yes"	"Mac"	"Yes"	"Yes"	"Own"	"No"	"No"	"Public"	"Yes!"	"Yes"	"Yes"	"Yes"	"No"	"Yes"	"In-person"	"No"	"Yes"	"Yes"	"Idealist"	"Yes"	"Tunes"	"No"	"No"	"Yes"	"Yes"	"Yes"	"Yes"
246	"Democrat"	"(18,44]"	49	"Female"	"$100,001 - $150,000"	"Married (no kids)"	"Master's Degree"	"No"	"dnr"	"No"	"dnr"	"Yes"	"Mom"	"Yes"	"No"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"Mac"	"Yes"	"No"	"Own"	"Yes"	"dnr"	"dnr"	"Yes!"	"dnr"	"Yes"	"dnr"	"No"	"dnr"	"In-person"	"dnr"	"No"	"dnr"	"dnr"	"No"	"dnr"	"Yes"	"Yes"	"dnr"	"dnr"	"Yes"	"dnr"
247	"Republican"	"(44,64]"	101	"Male"	"$100,001 - $150,000"	"Married (w/kids)"	"Master's Degree"	"No"	"Yes"	"Yes"	"Yes"	"Yes"	"Dad"	"Yes"	"No"	"Happy"	"Yes"	"Art"	"Yes"	"Me"	"No"	"Yes"	"Mac"	"No"	"Yes"	"Own"	"No"	"Yes"	"Private"	"Yes!"	"No"	"Yes"	"No"	"No"	"No"	"In-person"	"Yes"	"No"	"No"	"Idealist"	"Yes"	"Tunes"	"No"	"No"	"No"	"Yes"	"No"	"Yes"
248	"Democrat"	"(18,44]"	82	"Male"	"$100,001 - $150,000"	"Married (w/kids)"	"Bachelor's Degree"	"No"	"No"	"Yes"	"No"	"Yes"	"Dad"	"Yes"	"dnr"	"Right"	"No"	"Science"	"Yes"	"Me"	"No"	"Yes"	"PC"	"No"	"No"	"Own"	"Yes"	"dnr"	"Public"	"Umm..."	"dnr"	"Yes"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"Yes"	"Idealist"	"Yes"	"Talk"	"No"	"No"	"Yes"	"No"	"Yes"	"No"
249	"Republican"	"(18,44]"	101	"Female"	"$100,001 - $150,000"	"Married (w/kids)"	"Master's Degree"	"No"	"No"	"Yes"	"Yes"	"Yes"	"Mom"	"No"	"Yes"	"Happy"	"Yes"	"Science"	"Yes"	"Circumstances"	"Yes"	"Yes"	"PC"	"Yes"	"Yes"	"Own"	"Yes"	"No"	"Public"	"Yes!"	"Yes"	"Yes"	"No"	"No"	"No"	"In-person"	"No"	"No"	"Yes"	"Idealist"	"Yes"	"Tunes"	"Yes"	"Yes"	"No"	"Yes"	"Yes"	"Yes"
250	"Democrat"	"(44,64]"	99	"Female"	"under $25,000"	"Single (w/kids)"	"Associate's Degree"	"No"	"Yes"	"No"	"No"	"Yes"	"Dad"	"Yes"	"No"	"Happy"	"Yes"	"Science"	"No"	"Me"	"No"	"No"	"Mac"	"Yes"	"No"	"Rent"	"Yes"	"Yes"	"Public"	"Umm..."	"Yes"	"No"	"No"	"No"	"Yes"	"In-person"	"Yes"	"Yes"	"Yes"	"Pragmatist"	"Yes"	"Tunes"	"Yes"	"No"	"dnr"	"Yes"	"No"	"Yes"
251	"Democrat"	"(18,44]"	89	"Male"	"$25,001 - $50,000"	"Married (w/kids)"	"Bachelor's Degree"	"No"	"No"	"Yes"	"dnr"	"dnr"	"Dad"	"Yes"	"No"	"Right"	"No"	"Art"	"Yes"	"Me"	"No"	"No"	"Mac"	"dnr"	"No"	"Own"	"Yes"	"Yes"	"Private"	"Umm..."	"dnr"	"No"	"No"	"No"	"Yes"	"Online"	"No"	"No"	"Yes"	"Pragmatist"	"Yes"	"dnr"	"No"	"Yes"	"dnr"	"Yes"	"Yes"	"Yes"
252	"Democrat"	"(18,44]"	97	"Female"	"$75,000 - $100,000"	"Single (no kids)"	"Bachelor's Degree"	"Yes"	"No"	"No"	"dnr"	"Yes"	"Dad"	"No"	"No"	"Happy"	"Yes"	"Science"	"Yes"	"Circumstances"	"Yes"	"Yes"	"Mac"	"Yes"	"No"	"Own"	"Yes"	"Yes"	"Public"	"Yes!"	"Yes"	"Yes"	"No"	"No"	"No"	"In-person"	"Yes"	"dnr"	"Yes"	"Pragmatist"	"Yes"	"Tunes"	"dnr"	"No"	"No"	"No"	"Yes"	"Yes"
253	"Democrat"	"(44,64]"	94	"Male"	"$75,000 - $100,000"	"Married (w/kids)"	"Associate's Degree"	"No"	"No"	"No"	"No"	"No"	"Dad"	"No"	"Yes"	"Right"	"No"	"Science"	"Yes"	"Me"	"Yes"	"No"	"PC"	"Yes"	"Yes"	"Own"	"No"	"dnr"	"Public"	"dnr"	"No"	"Yes"	"Yes"	"No"	"No"	"Online"	"Yes"	"dnr"	"Yes"	"Pragmatist"	"No"	"Talk"	"dnr"	"No"	"Yes"	"No"	"No"	"Yes"
254	"Republican"	"(44,64]"	101	"Male"	"$50,000 - $74,999"	"Married (w/kids)"	"Master's Degree"	"No"	"No"	"No"	"Yes"	"Yes"	"Dad"	"Yes"	"No"	"Right"	"Yes"	"Art"	"Yes"	"Me"	"Yes"	"Yes"	"Mac"	"No"	"Yes"	"Own"	"No"	"Yes"	"Public"	"Yes!"	"Yes"	"No"	"Yes"	"No"	"Yes"	"Online"	"No"	"Yes"	"Yes"	"Pragmatist"	"Yes"	"Talk"	"Yes"	"Yes"	"Yes"	"Yes"	"No"	"No"
255	"Democrat"	"(18,44]"	94	"Male"	"$50,000 - $74,999"	"Domestic Partners (no kids)"	"Associate's Degree"	"No"	"Yes"	"No"	"No"	"Yes"	"Dad"	"Yes"	"Yes"	"Happy"	"Yes"	"Science"	"dnr"	"Me"	"No"	"Yes"	"Mac"	"Yes"	"Yes"	"Rent"	"dnr"	"Yes"	"Public"	"Yes!"	"Yes"	"Yes"	"No"	"No"	"Yes"	"In-person"	"Yes"	"dnr"	"No"	"Idealist"	"Yes"	"Tunes"	"dnr"	"No"	"Yes"	"No"	"Yes"	"Yes"
256	"Democrat"	"(18,44]"	101	"Female"	"$50,000 - $74,999"	"Single (w/kids)"	"dnr"	"No"	"No"	"No"	"No"	"Yes"	"Dad"	"Yes"	"Yes"	"Happy"	"No"	"Art"	"Yes"	"Circumstances"	"No"	"Yes"	"PC"	"Yes"	"Yes"	"Own"	"Yes"	"No"	"Public"	"Umm..."	"Yes"	"No"	"No"	"No"	"Yes"	"In-person"	"Yes"	"Yes"	"Yes"	"Idealist"	"Yes"	"Talk"	"No"	"No"	"Yes"	"Yes"	"No"	"No"
257	"Democrat"	"(44,64]"	96	"Male"	"over $150,000"	"Married (w/kids)"	"dnr"	"No"	"Yes"	"No"	"No"	"Yes"	"Mom"	"Yes"	"No"	"Happy"	"No"	"Science"	"Yes"	"Me"	"Yes"	"Yes"	"PC"	"Yes"	"Yes"	"Own"	"Yes"	"Yes"	"Public"	"dnr"	"No"	"Yes"	"Yes"	"No"	"Yes"	"In-person"	"dnr"	"No"	"Yes"	"Pragmatist"	"Yes"	"Talk"	"No"	"Yes"	"No"	"Yes"	"No"	"Yes"
258	"Democrat"	"(18,44]"	8	"Male"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"Science"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"
261	"Republican"	"(18,44]"	101	"Female"	"$75,000 - $100,000"	"Married (w/kids)"	"High School Diploma"	"Yes"	"No"	"No"	"No"	"Yes"	"Dad"	"Yes"	"Yes"	"Happy"	"No"	"Science"	"No"	"Me"	"No"	"Yes"	"PC"	"Yes"	"No"	"Own"	"Yes"	"Yes"	"Public"	"Yes!"	"Yes"	"Yes"	"No"	"No"	"Yes"	"Online"	"Yes"	"Yes"	"No"	"Pragmatist"	"Yes"	"Talk"	"Yes"	"No"	"No"	"Yes"	"Yes"	"Yes"
262	"Republican"	"(18,44]"	101	"Male"	"$50,000 - $74,999"	"Married (no kids)"	"High School Diploma"	"No"	"No"	"No"	"No"	"Yes"	"Mom"	"Yes"	"Yes"	"Happy"	"No"	"Art"	"Yes"	"Me"	"Yes"	"Yes"	"Mac"	"No"	"No"	"Rent"	"Yes"	"Yes"	"Private"	"Umm..."	"Yes"	"No"	"Yes"	"No"	"No"	"Online"	"Yes"	"Yes"	"Yes"	"Idealist"	"Yes"	"Tunes"	"No"	"Yes"	"Yes"	"Yes"	"No"	"No"
263	"Republican"	"(18,44]"	87	"Male"	"$50,000 - $74,999"	"Married (w/kids)"	"Bachelor's Degree"	"No"	"No"	"Yes"	"Yes"	"Yes"	"Mom"	"Yes"	"No"	"Happy"	"Yes"	"Science"	"Yes"	"Me"	"No"	"dnr"	"Mac"	"No"	"Yes"	"Own"	"No"	"Yes"	"dnr"	"Umm..."	"Yes"	"Yes"	"No"	"No"	"Yes"	"In-person"	"dnr"	"No"	"No"	"Pragmatist"	"No"	"Talk"	"Yes"	"Yes"	"dnr"	"No"	"No"	"No"
265	"Democrat"	"(64,90]"	101	"Male"	"$25,001 - $50,000"	"Married (no kids)"	"High School Diploma"	"No"	"No"	"Yes"	"Yes"	"Yes"	"Dad"	"Yes"	"No"	"Right"	"No"	"Art"	"Yes"	"Me"	"No"	"Yes"	"Mac"	"Yes"	"No"	"Own"	"Yes"	"No"	"Public"	"Umm..."	"Yes"	"No"	"No"	"No"	"Yes"	"In-person"	"No"	"No"	"No"	"Idealist"	"Yes"	"Tunes"	"No"	"Yes"	"No"	"No"	"Yes"	"No"
266	"Republican"	"(18,44]"	60	"Male"	"over $150,000"	"Single (no kids)"	"dnr"	"No"	"dnr"	"Yes"	"dnr"	"dnr"	"Dad"	"Yes"	"No"	"dnr"	"dnr"	"Science"	"Yes"	"dnr"	"Yes"	"dnr"	"PC"	"No"	"No"	"Own"	"No"	"dnr"	"Public"	"Yes!"	"dnr"	"Yes"	"No"	"No"	"dnr"	"In-person"	"dnr"	"No"	"Yes"	"dnr"	"No"	"dnr"	"Yes"	"No"	"dnr"	"dnr"	"No"	"dnr"
269	"Democrat"	"(18,44]"	101	"Male"	"$50,000 - $74,999"	"Single (no kids)"	"Bachelor's Degree"	"Yes"	"No"	"No"	"No"	"Yes"	"Dad"	"Yes"	"No"	"Right"	"No"	"Science"	"No"	"Me"	"Yes"	"Yes"	"Mac"	"No"	"No"	"Rent"	"Yes"	"Yes"	"Public"	"Umm..."	"Yes"	"Yes"	"Yes"	"Yes"	"Yes"	"Online"	"No"	"Yes"	"No"	"Pragmatist"	"No"	"Talk"	"No"	"Yes"	"Yes"	"No"	"Yes"	"Yes"
270	"Republican"	"(44,64]"	101	"Male"	"$100,001 - $150,000"	"Married (w/kids)"	"Bachelor's Degree"	"No"	"No"	"No"	"No"	"Yes"	"Dad"	"Yes"	"No"	"Happy"	"No"	"Science"	"Yes"	"Me"	"No"	"Yes"	"PC"	"Yes"	"Yes"	"Own"	"Yes"	"No"	"Public"	"Umm..."	"Yes"	"Yes"	"Yes"	"No"	"Yes"	"In-person"	"Yes"	"No"	"Yes"	"Pragmatist"	"Yes"	"Tunes"	"No"	"No"	"No"	"Yes"	"Yes"	"Yes"
273	"Republican"	"(18,44]"	100	"Male"	"$75,000 - $100,000"	"Married (w/kids)"	"Master's Degree"	"No"	"Yes"	"No"	"Yes"	"No"	"Dad"	"Yes"	"Yes"	"Right"	"Yes"	"Science"	"Yes"	"Me"	"Yes"	"No"	"Mac"	"Yes"	"No"	"Rent"	"No"	"Yes"	"Public"	"Umm..."	"Yes"	"Yes"	"Yes"	"No"	"No"	"In-person"	"No"	"Yes"	"No"	"Pragmatist"	"Yes"	"Tunes"	"Yes"	"Yes"	"Yes"	"No"	"Yes"	"Yes"
275	"Democrat"	"(64,90]"	73	"Male"	"under $25,000"	"Single (no kids)"	"Bachelor's Degree"	"dnr"	"dnr"	"No"	"Yes"	"No"	"Dad"	"Yes"	"Yes"	"Happy"	"No"	"Science"	"Yes"	"dnr"	"No"	"Yes"	"PC"	"Yes"	"No"	"Rent"	"dnr"	"dnr"	"dnr"	"Umm..."	"Yes"	"No"	"No"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"Pragmatist"	"dnr"	"Tunes"	"dnr"	"Yes"	"dnr"	"Yes"	"dnr"	"No"
276	"Republican"	"(18,44]"	100	"Male"	"under $25,000"	"Single (no kids)"	"Current Undergraduate"	"No"	"Yes"	"No"	"No"	"Yes"	"Mom"	"Yes"	"No"	"Happy"	"Yes"	"Science"	"No"	"Circumstances"	"Yes"	"Yes"	"Mac"	"No"	"No"	"Own"	"Yes"	"No"	"Private"	"Yes!"	"No"	"Yes"	"Yes"	"No"	"Yes"	"Online"	"Yes"	"No"	"Yes"	"Pragmatist"	"Yes"	"Tunes"	"No"	"No"	"Yes"	"No"	"Yes"	"Yes"
277	"Republican"	"(18,44]"	101	"Male"	"$50,000 - $74,999"	"Single (no kids)"	"Current Undergraduate"	"No"	"No"	"No"	"No"	"Yes"	"Mom"	"Yes"	"No"	"Happy"	"No"	"Science"	"Yes"	"Circumstances"	"No"	"Yes"	"PC"	"No"	"No"	"Own"	"Yes"	"Yes"	"Public"	"Umm..."	"Yes"	"No"	"Yes"	"No"	"Yes"	"In-person"	"No"	"Yes"	"Yes"	"Idealist"	"Yes"	"Tunes"	"Yes"	"No"	"No"	"Yes"	"No"	"Yes"
278	"Republican"	"(44,64]"	101	"Female"	"$50,000 - $74,999"	"Married (w/kids)"	"dnr"	"No"	"No"	"No"	"No"	"Yes"	"Dad"	"No"	"No"	"Happy"	"No"	"Science"	"No"	"Circumstances"	"No"	"No"	"PC"	"No"	"No"	"Rent"	"Yes"	"No"	"Public"	"Umm..."	"Yes"	"No"	"No"	"No"	"Yes"	"Online"	"No"	"No"	"Yes"	"Pragmatist"	"No"	"Tunes"	"Yes"	"Yes"	"Yes"	"Yes"	"No"	"No"
279	"Republican"	"(18,44]"	23	"Female"	"$100,001 - $150,000"	"Single (no kids)"	"Current K-12"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"Mom"	"dnr"	"Yes"	"dnr"	"Yes"	"dnr"	"dnr"	"Circumstances"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"
280	"Republican"	"(18,44]"	100	"Male"	"$50,000 - $74,999"	"Married (w/kids)"	"High School Diploma"	"No"	"No"	"Yes"	"Yes"	"Yes"	"Dad"	"Yes"	"No"	"Happy"	"No"	"Science"	"Yes"	"Me"	"No"	"Yes"	"Mac"	"Yes"	"Yes"	"Own"	"Yes"	"Yes"	"Public"	"Yes!"	"No"	"No"	"Yes"	"No"	"No"	"Online"	"No"	"Yes"	"Yes"	"Idealist"	"No"	"Tunes"	"No"	"No"	"No"	"No"	"Yes"	"Yes"
281	"Republican"	"(18,44]"	67	"Female"	"$75,000 - $100,000"	"Married (w/kids)"	"High School Diploma"	"No"	"No"	"dnr"	"No"	"dnr"	"dnr"	"No"	"Yes"	"Happy"	"No"	"Science"	"Yes"	"dnr"	"dnr"	"Yes"	"dnr"	"Yes"	"No"	"Rent"	"Yes"	"Yes"	"Public"	"dnr"	"Yes"	"Yes"	"dnr"	"No"	"Yes"	"Online"	"dnr"	"No"	"Yes"	"dnr"	"Yes"	"Tunes"	"No"	"dnr"	"No"	"dnr"	"dnr"	"Yes"
282	"Republican"	"(64,90]"	101	"Female"	"$75,000 - $100,000"	"Married (w/kids)"	"Master's Degree"	"No"	"No"	"Yes"	"Yes"	"Yes"	"Dad"	"Yes"	"Yes"	"Happy"	"Yes"	"Science"	"No"	"Circumstances"	"Yes"	"Yes"	"PC"	"Yes"	"No"	"Own"	"Yes"	"No"	"Private"	"Yes!"	"No"	"Yes"	"No"	"No"	"Yes"	"In-person"	"Yes"	"Yes"	"No"	"Pragmatist"	"Yes"	"Tunes"	"Yes"	"No"	"No"	"No"	"No"	"Yes"
283	"Democrat"	"(44,64]"	100	"Female"	"dnr"	"Single (no kids)"	"Master's Degree"	"Yes"	"No"	"No"	"No"	"No"	"Mom"	"No"	"Yes"	"Happy"	"Yes"	"Science"	"Yes"	"Me"	"No"	"Yes"	"PC"	"Yes"	"No"	"Rent"	"Yes"	"Yes"	"Private"	"Umm..."	"No"	"No"	"No"	"Yes"	"Yes"	"Online"	"No"	"Yes"	"Yes"	"Pragmatist"	"Yes"	"Tunes"	"No"	"No"	"No"	"Yes"	"Yes"	"Yes"
284	"Democrat"	"(18,44]"	101	"Male"	"$75,000 - $100,000"	"Single (no kids)"	"High School Diploma"	"No"	"No"	"Yes"	"Yes"	"Yes"	"Dad"	"Yes"	"Yes"	"Happy"	"No"	"Science"	"Yes"	"Me"	"Yes"	"No"	"PC"	"No"	"Yes"	"Own"	"Yes"	"No"	"Public"	"Yes!"	"Yes"	"No"	"No"	"No"	"No"	"Online"	"Yes"	"No"	"No"	"Idealist"	"No"	"Tunes"	"Yes"	"Yes"	"No"	"No"	"Yes"	"Yes"
287	"Democrat"	"(44,64]"	101	"Female"	"$50,000 - $74,999"	"Domestic Partners (no kids)"	"Current Undergraduate"	"Yes"	"Yes"	"No"	"No"	"No"	"Dad"	"Yes"	"Yes"	"Happy"	"No"	"Science"	"Yes"	"Circumstances"	"Yes"	"Yes"	"PC"	"Yes"	"Yes"	"Rent"	"No"	"No"	"Private"	"Umm..."	"Yes"	"Yes"	"No"	"No"	"Yes"	"Online"	"Yes"	"No"	"No"	"Pragmatist"	"No"	"Tunes"	"No"	"Yes"	"Yes"	"Yes"	"Yes"	"No"
