"USER_ID"	"YOB"	"Gender"	"Income"	"HouseholdStatus"	"EducationLevel"	"Party"	"Q124742"	"Q124122"	"Q123464"	"Q123621"	"Q122769"	"Q122770"	"Q122771"	"Q122120"	"Q121699"	"Q121700"	"Q120978"	"Q121011"	"Q120379"	"Q120650"	"Q120472"	"Q120194"	"Q120012"	"Q120014"	"Q119334"	"Q119851"	"Q119650"	"Q118892"	"Q118117"	"Q118232"	"Q118233"	"Q118237"	"Q117186"	"Q117193"	"Q116797"	"Q116881"	"Q116953"	"Q116601"	"Q116441"	"Q116448"	"Q116197"	"Q115602"	"Q115777"	"Q115610"	"Q115611"	"Q115899"	"Q115390"	"Q114961"	"Q114748"	"Q115195"	"Q114517"	"Q114386"	"Q113992"	"Q114152"	"Q113583"	"Q113584"	"Q113181"	"Q112478"	"Q112512"	"Q112270"	"Q111848"	"Q111580"	"Q111220"	"Q110740"	"Q109367"	"Q108950"	"Q109244"	"Q108855"	"Q108617"	"Q108856"	"Q108754"	"Q108342"	"Q108343"	"Q107869"	"Q107491"	"Q106993"	"Q106997"	"Q106272"	"Q106388"	"Q106389"	"Q106042"	"Q105840"	"Q105655"	"Q104996"	"Q103293"	"Q102906"	"Q102674"	"Q102687"	"Q102289"	"Q102089"	"Q101162"	"Q101163"	"Q101596"	"Q100689"	"Q100680"	"Q100562"	"Q99982"	"Q100010"	"Q99716"	"Q99581"	"Q99480"	"Q98869"	"Q98578"	"Q98059"	"Q98078"	"Q98197"	"Q96024"
769	1977	"Female"	"$50,000 - $74,999"	"Married (no kids)"	"High School Diploma"	"Democrat"	"Yes"	"No"	"No"	"Yes"	"No"	"No"	"Public"	"No"	"Yes"	"No"	"No"	"Yes"	"No"	"Yes"	"Art"	"Study first"	"No"	"Yes"	"No"	"Yes"	"Receiving"	"Yes"	"No"	"Idealist"	"No"	"Yes"	"Hot headed"	"Standard hours"	"No"	"Happy"	"No"	"Yes"	"Yes"	"No"	"A.M."	"Yes"	"End"	"Yes"	"Yes"	"Me"	"Yes"	"Yes"	"Yes"	"Yes"	"No"	"TMI"	"Yes"	"No"	"Tunes"	"Technology"	"No"	"Yes"	"Yes"	"No"	"No"	"Demanding"	"Yes"	"PC"	"No"	"Cautious"	"No"	"Umm..."	"No"	"Space"	"No"	"Online"	"Yes"	"No"	"Yes"	"No"	"Grrr people"	"Yes"	"No"	"No"	"No"	"Yes"	"Yes"	"Yes"	"Yes"	"Yes"	"No"	"Yes"	"No"	"Own"	"Pessimist"	"Mom"	"Yes"	"Yes"	"Yes"	"Yes"	"Nope"	"Yes"	"No"	"Yes"	"Yes"	"No"	"Yes"	"Yes"	"Yes"	"No"	"No"
770	1948	"Male"	"over $150,000"	"Married (w/kids)"	"Master's Degree"	"Democrat"	"Yes"	"Yes"	"No"	"No"	"No"	"Yes"	"Public"	"No"	"No"	"No"	"No"	"Yes"	"Yes"	"Yes"	"Science"	"Study first"	"No"	"Yes"	"No"	"No"	"Giving"	"Yes"	"No"	"Pragmatist"	"Yes"	"No"	"Cool headed"	"Odd hours"	"Yes"	"Happy"	"Yes"	"Yes"	"No"	"No"	"A.M."	"Yes"	"Start"	"Yes"	"No"	"Circumstances"	"Yes"	"No"	"No"	"Yes"	"No"	"TMI"	"No"	"No"	"Talk"	"Technology"	"No"	"Yes"	"No"	"No"	"No"	"Demanding"	"No"	"PC"	"Yes"	"Cautious"	"No"	"Yes!"	"No"	"Socialize"	"No"	"Online"	"No"	"Yes"	"Yes"	"Yes"	"Yay people!"	"Yes"	"No"	"Yes"	"Yes"	"No"	"No"	"No"	"No"	"No"	"No"	"No"	"Yes"	"Own"	"Optimist"	"Mom"	"No"	"Yes"	"No"	"No"	"Nope"	"Yes"	"No"	"No"	"Yes"	"Yes"	"Yes"	"Yes"	"Yes"	"No"	"Yes"
771	1960	"Male"	"over $150,000"	"Married (w/kids)"	"Current Undergraduate"	"Republican"	"No"	"Yes"	"No"	"Yes"	"No"	"Yes"	"Private"	"Yes"	"Yes"	"No"	"No"	"No"	"No"	"Yes"	"Science"	"Study first"	"No"	"No"	"Yes"	"Yes"	"Giving"	"Yes"	"Yes"	"Pragmatist"	"Yes"	"No"	"Hot headed"	"Standard hours"	"No"	"Happy"	"No"	"Yes"	"Yes"	"No"	"A.M."	"Yes"	"End"	"Yes"	"Yes"	"Circumstances"	"No"	"No"	"Yes"	"No"	"No"	"TMI"	"No"	"Yes"	"Talk"	"People"	"No"	"dnr"	"dnr"	"No"	"dnr"	"Supportive"	"dnr"	"dnr"	"dnr"	"Risk-friendly"	"No"	"Yes!"	"No"	"Socialize"	"No"	"In-person"	"Yes"	"dnr"	"Yes"	"Yes"	"Yay people!"	"Yes"	"No"	"dnr"	"No"	"No"	"Yes"	"Yes"	"No"	"No"	"Yes"	"Yes"	"dnr"	"dnr"	"Optimist"	"Mom"	"Yes"	"Yes"	"No"	"Yes"	"Check!"	"No"	"No"	"No"	"Yes"	"Yes"	"Yes"	"Yes"	"No"	"No"	"No"
772	1987	"Male"	"over $150,000"	"Single (no kids)"	"Bachelor's Degree"	"Democrat"	"Yes"	"Yes"	"No"	"No"	"No"	"dnr"	"dnr"	"No"	"Yes"	"No"	"No"	"Yes"	"No"	"Yes"	"Science"	"Study first"	"Yes"	"No"	"No"	"Yes"	"Receiving"	"No"	"Yes"	"Idealist"	"No"	"Yes"	"Cool headed"	"Odd hours"	"Yes"	"Happy"	"No"	"No"	"No"	"Yes"	"P.M."	"No"	"Start"	"No"	"dnr"	"Me"	"Yes"	"Yes"	"No"	"Yes"	"No"	"Mysterious"	"dnr"	"Yes"	"Tunes"	"Technology"	"No"	"Yes"	"Yes"	"No"	"Yes"	"Supportive"	"No"	"PC"	"Yes"	"Cautious"	"No"	"Umm..."	"Yes"	"Space"	"No"	"dnr"	"Yes"	"No"	"dnr"	"No"	"Grrr people"	"Yes"	"No"	"dnr"	"Yes"	"No"	"No"	"No"	"No"	"Yes"	"No"	"Yes"	"No"	"Rent"	"Pessimist"	"dnr"	"Yes"	"No"	"Yes"	"Yes"	"Nope"	"Yes"	"No"	"No"	"No"	"Yes"	"Yes"	"Yes"	"Yes"	"No"	"dnr"
773	1979	"Male"	"$100,001 - $150,000"	"Married (w/kids)"	"Bachelor's Degree"	"Republican"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"Idealist"	"No"	"No"	"Hot headed"	"Standard hours"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"Yay people!"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"No"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"
775	1984	"Male"	"under $25,000"	"Single (no kids)"	"Master's Degree"	"Democrat"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Tunes"	"Technology"	"No"	"Yes"	"Yes"	"No"	"Yes"	"Demanding"	"No"	"Mac"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"Grrr people"	"No"	"No"	"Yes"	"No"	"Yes"	"No"	"No"	"No"	"No"	"Yes"	"No"	"No"	"Rent"	"Pessimist"	"Mom"	"No"	"Yes"	"No"	"Yes"	"Check!"	"Yes"	"No"	"No"	"No"	"No"	"Yes"	"Yes"	"No"	"No"	"Yes"
776	1970	"Male"	"$50,000 - $74,999"	"Married (w/kids)"	"High School Diploma"	"Republican"	"No"	"Yes"	"dnr"	"Yes"	"No"	"Yes"	"Public"	"No"	"No"	"No"	"dnr"	"dnr"	"No"	"Yes"	"Science"	"Try first"	"Yes"	"No"	"No"	"No"	"Giving"	"No"	"No"	"Idealist"	"Yes"	"Yes"	"Cool headed"	"Odd hours"	"Yes"	"Happy"	"Yes"	"Yes"	"No"	"Yes"	"P.M."	"No"	"Start"	"Yes"	"No"	"Me"	"Yes"	"Yes"	"No"	"Yes"	"Yes"	"TMI"	"No"	"No"	"Talk"	"Technology"	"No"	"Yes"	"Yes"	"Yes"	"No"	"Supportive"	"No"	"dnr"	"Yes"	"Cautious"	"Yes"	"Yes!"	"Yes"	"Space"	"No"	"Online"	"Yes"	"Yes"	"Yes"	"No"	"Grrr people"	"Yes"	"No"	"Yes"	"No"	"No"	"No"	"Yes"	"No"	"No"	"No"	"Yes"	"dnr"	"Own"	"Pessimist"	"Mom"	"No"	"Yes"	"Yes"	"Yes"	"Nope"	"Yes"	"No"	"No"	"Yes"	"Yes"	"No"	"Yes"	"No"	"No"	"Yes"
777	1989	"Male"	"over $150,000"	"Single (no kids)"	"Bachelor's Degree"	"Republican"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"Yes"	"P.M."	"Yes"	"Start"	"Yes"	"No"	"Me"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"Tunes"	"People"	"Yes"	"No"	"Yes"	"No"	"Yes"	"Demanding"	"Yes"	"Mac"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"No"	"Yes"	"No"	"No"	"Yes"	"No"	"Yes"	"No"	"No"	"Own"	"Pessimist"	"Dad"	"Yes"	"Yes"	"No"	"Yes"	"Nope"	"Yes"	"No"	"No"	"Yes"	"dnr"	"dnr"	"Yes"	"No"	"Yes"	"Yes"
778	1984	"Female"	"$75,000 - $100,000"	"Single (no kids)"	"Bachelor's Degree"	"Democrat"	"dnr"	"dnr"	"No"	"Yes"	"No"	"No"	"Public"	"dnr"	"dnr"	"dnr"	"Yes"	"Yes"	"No"	"Yes"	"Art"	"Try first"	"No"	"Yes"	"Yes"	"Yes"	"Giving"	"No"	"No"	"Pragmatist"	"Yes"	"No"	"Hot headed"	"Standard hours"	"No"	"Happy"	"Yes"	"Yes"	"Yes"	"No"	"P.M."	"No"	"End"	"Yes"	"No"	"Me"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Tunes"	"Technology"	"dnr"	"dnr"	"dnr"	"No"	"Yes"	"Demanding"	"Yes"	"PC"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"Grrr people"	"Yes"	"No"	"No"	"Yes"	"No"	"Yes"	"Yes"	"No"	"Yes"	"Yes"	"No"	"Yes"	"Rent"	"Pessimist"	"Mom"	"No"	"Yes"	"Yes"	"Yes"	"Check!"	"Yes"	"No"	"Yes"	"No"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"No"
779	1985	"Male"	"$25,001 - $50,000"	"Single (no kids)"	"Bachelor's Degree"	"Democrat"	"dnr"	"Yes"	"No"	"Yes"	"No"	"Yes"	"Public"	"No"	"Yes"	"No"	"No"	"No"	"No"	"Yes"	"Science"	"Try first"	"No"	"No"	"No"	"Yes"	"Giving"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Cool headed"	"Standard hours"	"No"	"Happy"	"Yes"	"Yes"	"Yes"	"Yes"	"P.M."	"Yes"	"Start"	"Yes"	"No"	"Me"	"No"	"Yes"	"Yes"	"Yes"	"Yes"	"TMI"	"Yes"	"Yes"	"Tunes"	"Technology"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"Yes"	"Yes"	"No"	"No"	"No"	"No"	"Yes"	"Own"	"Optimist"	"Mom"	"No"	"Yes"	"Yes"	"Yes"	"Check!"	"Yes"	"No"	"No"	"Yes"	"No"	"No"	"Yes"	"No"	"dnr"	"No"
780	1967	"Male"	"$100,001 - $150,000"	"Married (w/kids)"	"Associate's Degree"	"Democrat"	"No"	"No"	"No"	"Yes"	"Yes"	"Yes"	"Public"	"No"	"Yes"	"No"	"Yes"	"Yes"	"No"	"Yes"	"Art"	"Try first"	"Yes"	"Yes"	"Yes"	"No"	"Giving"	"Yes"	"No"	"Idealist"	"No"	"No"	"Cool headed"	"Odd hours"	"No"	"Happy"	"No"	"Yes"	"Yes"	"No"	"A.M."	"Yes"	"Start"	"Yes"	"Yes"	"Me"	"Yes"	"Yes"	"Yes"	"Yes"	"No"	"TMI"	"Yes"	"No"	"Tunes"	"Technology"	"No"	"No"	"Yes"	"Yes"	"No"	"Supportive"	"No"	"Mac"	"No"	"Risk-friendly"	"No"	"Umm..."	"No"	"Space"	"No"	"In-person"	"No"	"Yes"	"No"	"Yes"	"Yay people!"	"Yes"	"Yes"	"No"	"No"	"Yes"	"Yes"	"Yes"	"No"	"No"	"No"	"Yes"	"Yes"	"Own"	"Optimist"	"Mom"	"Yes"	"No"	"No"	"No"	"Check!"	"Yes"	"No"	"No"	"Yes"	"Yes"	"Yes"	"Yes"	"No"	"No"	"No"
781	1959	"Male"	"$50,000 - $74,999"	"Married (w/kids)"	"Bachelor's Degree"	"Republican"	"dnr"	"Yes"	"No"	"Yes"	"Yes"	"No"	"Public"	"No"	"Yes"	"No"	"No"	"Yes"	"No"	"Yes"	"Science"	"Study first"	"No"	"No"	"No"	"Yes"	"Giving"	"Yes"	"Yes"	"Pragmatist"	"No"	"Yes"	"Hot headed"	"Odd hours"	"Yes"	"Right"	"Yes"	"Yes"	"No"	"No"	"P.M."	"Yes"	"Start"	"Yes"	"Yes"	"Circumstances"	"Yes"	"No"	"Yes"	"Yes"	"No"	"TMI"	"No"	"Yes"	"Talk"	"People"	"No"	"Yes"	"No"	"No"	"No"	"Supportive"	"No"	"Mac"	"Yes"	"Cautious"	"No"	"Yes!"	"No"	"Space"	"No"	"In-person"	"Yes"	"Yes"	"Yes"	"Yes"	"Grrr people"	"Yes"	"Yes"	"No"	"Yes"	"No"	"Yes"	"No"	"No"	"No"	"Yes"	"Yes"	"No"	"Own"	"Pessimist"	"Dad"	"Yes"	"Yes"	"Yes"	"Yes"	"Nope"	"No"	"No"	"No"	"Yes"	"Yes"	"No"	"Yes"	"No"	"No"	"Yes"
783	1992	"Male"	"under $25,000"	"Single (no kids)"	"Current Undergraduate"	"Democrat"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Cautious"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"No"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Rent"	"Pessimist"	"Mom"	"No"	"No"	"Yes"	"Yes"	"Check!"	"No"	"Yes"	"No"	"dnr"	"No"	"Yes"	"Only-child"	"No"	"No"	"dnr"
784	1986	"Female"	"$25,001 - $50,000"	"Single (no kids)"	"Current Undergraduate"	"Democrat"	"No"	"dnr"	"dnr"	"dnr"	"No"	"No"	"Private"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"Tunes"	"People"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"PC"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"
785	1980	"Male"	"over $150,000"	"Single (no kids)"	"Master's Degree"	"Democrat"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"No"	"Public"	"No"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Study first"	"No"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"Start"	"Yes"	"No"	"dnr"	"No"	"Yes"	"Yes"	"No"	"Yes"	"Mysterious"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Risk-friendly"	"dnr"	"Umm..."	"No"	"Space"	"Yes"	"Online"	"Yes"	"Yes"	"Yes"	"dnr"	"Grrr people"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"
786	1993	"Male"	"$50,000 - $74,999"	"Single (no kids)"	"Current Undergraduate"	"Democrat"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"Cautious"	"No"	"Umm..."	"No"	"Socialize"	"No"	"Online"	"No"	"No"	"No"	"No"	"Grrr people"	"No"	"No"	"Yes"	"No"	"No"	"Yes"	"No"	"Yes"	"No"	"No"	"Yes"	"No"	"Rent"	"Optimist"	"Mom"	"Yes"	"Yes"	"Yes"	"Yes"	"Nope"	"Yes"	"No"	"No"	"Yes"	"No"	"No"	"Yes"	"Yes"	"No"	"No"
787	1998	"Male"	"$25,001 - $50,000"	"Single (no kids)"	"Current K-12"	"Republican"	"dnr"	"Yes"	"No"	"dnr"	"No"	"No"	"Public"	"No"	"Yes"	"No"	"No"	"No"	"No"	"Yes"	"Science"	"Study first"	"Yes"	"No"	"No"	"Yes"	"Giving"	"Yes"	"Yes"	"Pragmatist"	"No"	"Yes"	"Cool headed"	"Odd hours"	"dnr"	"dnr"	"No"	"No"	"No"	"Yes"	"dnr"	"dnr"	"End"	"dnr"	"Yes"	"dnr"	"dnr"	"No"	"Yes"	"No"	"dnr"	"dnr"	"No"	"dnr"	"Talk"	"Technology"	"Yes"	"Yes"	"Yes"	"No"	"Yes"	"Demanding"	"No"	"PC"	"Yes"	"Cautious"	"No"	"Umm..."	"No"	"Space"	"No"	"Online"	"Yes"	"No"	"Yes"	"Yes"	"Yay people!"	"No"	"No"	"No"	"No"	"No"	"No"	"Yes"	"Yes"	"No"	"Yes"	"No"	"No"	"Own"	"Pessimist"	"Dad"	"No"	"No"	"Yes"	"Yes"	"Nope"	"Yes"	"No"	"No"	"No"	"Yes"	"No"	"Yes"	"Yes"	"Yes"	"No"
788	1947	"Male"	"$100,001 - $150,000"	"Married (w/kids)"	"Bachelor's Degree"	"Democrat"	"dnr"	"dnr"	"No"	"Yes"	"No"	"Yes"	"Public"	"No"	"Yes"	"No"	"No"	"No"	"No"	"Yes"	"Art"	"Try first"	"No"	"Yes"	"Yes"	"dnr"	"Giving"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"Yes"	"TMI"	"No"	"No"	"Tunes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"PC"	"Yes"	"Risk-friendly"	"No"	"Umm..."	"No"	"Space"	"No"	"In-person"	"Yes"	"Yes"	"Yes"	"Yes"	"Yay people!"	"Yes"	"Yes"	"No"	"Yes"	"No"	"No"	"Yes"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Nope"	"Yes"	"No"	"No"	"Yes"	"Yes"	"No"	"Yes"	"No"	"No"	"Yes"
789	1983	"Male"	"$50,000 - $74,999"	"Single (no kids)"	"Bachelor's Degree"	"Democrat"	"Yes"	"Yes"	"No"	"Yes"	"Yes"	"Yes"	"Public"	"No"	"Yes"	"No"	"Yes"	"Yes"	"No"	"Yes"	"Science"	"Study first"	"No"	"Yes"	"Yes"	"No"	"Giving"	"Yes"	"No"	"Pragmatist"	"No"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Supportive"	"No"	"PC"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Optimist"	"Dad"	"No"	"Yes"	"Yes"	"Yes"	"Check!"	"No"	"No"	"No"	"Yes"	"Yes"	"No"	"Yes"	"Yes"	"Yes"	"Yes"
790	1994	"Male"	"$50,000 - $74,999"	"Single (no kids)"	"Current Undergraduate"	"Republican"	"Yes"	"Yes"	"No"	"No"	"No"	"No"	"Public"	"Yes"	"No"	"No"	"No"	"No"	"Yes"	"Yes"	"Science"	"Study first"	"No"	"Yes"	"Yes"	"No"	"Receiving"	"Yes"	"dnr"	"Pragmatist"	"No"	"No"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"No"	"Yes"	"P.M."	"dnr"	"Start"	"Yes"	"No"	"Circumstances"	"dnr"	"Yes"	"Yes"	"Yes"	"No"	"dnr"	"Yes"	"Yes"	"Tunes"	"People"	"No"	"dnr"	"dnr"	"dnr"	"Yes"	"Supportive"	"No"	"Mac"	"No"	"Cautious"	"No"	"Yes!"	"No"	"Space"	"dnr"	"In-person"	"Yes"	"No"	"Yes"	"No"	"Grrr people"	"Yes"	"No"	"Yes"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"No"	"Yes"	"dnr"	"dnr"	"dnr"	"No"	"No"	"Yes"	"dnr"	"No"	"Yes"	"No"	"No"	"dnr"
791	1979	"Female"	"$50,000 - $74,999"	"Married (w/kids)"	"Master's Degree"	"Democrat"	"Yes"	"Yes"	"No"	"Yes"	"Yes"	"Yes"	"Public"	"Yes"	"Yes"	"No"	"Yes"	"No"	"Yes"	"Yes"	"Art"	"Try first"	"Yes"	"Yes"	"Yes"	"No"	"Giving"	"Yes"	"No"	"Idealist"	"No"	"Yes"	"Hot headed"	"Standard hours"	"Yes"	"Happy"	"Yes"	"Yes"	"Yes"	"No"	"P.M."	"Yes"	"Start"	"Yes"	"No"	"Me"	"dnr"	"Yes"	"Yes"	"dnr"	"Yes"	"Mysterious"	"Yes"	"No"	"Tunes"	"People"	"Yes"	"Yes"	"Yes"	"Yes"	"Yes"	"Supportive"	"No"	"PC"	"Yes"	"Risk-friendly"	"Yes"	"Umm..."	"No"	"Space"	"No"	"Online"	"Yes"	"Yes"	"Yes"	"Yes"	"Grrr people"	"No"	"No"	"No"	"No"	"Yes"	"Yes"	"No"	"No"	"Yes"	"Yes"	"Yes"	"Yes"	"Own"	"Optimist"	"Dad"	"No"	"Yes"	"Yes"	"Yes"	"Check!"	"Yes"	"No"	"No"	"Yes"	"Yes"	"No"	"Yes"	"Yes"	"Yes"	"Yes"
