"USER_ID"	"Party"	"Age_group"	"NumSurveyAnsInterest"	"IsLiberal"	"Gender"	"Income"	"HouseholdStatus"	"EducationLevel"	"Q109244"	"Q115611"	"Q98197"	"Q113181"	"Q98869"	"Q101163"	"Q99480"	"Q105840"	"Q116881"	"Q120379"	"Q120472"	"Q106272"	"Q115899"	"Q121699"	"Q119851"	"Q110740"	"Q102089"	"Q106042"
707	"Republican"	"(18,44]"	18	"No"	"Male"	"under $25,000"	"Single (no kids)"	"Current Undergraduate"	"No"	"No"	"No"	"No"	"Yes"	"Dad"	"Yes"	"No"	"Right"	"No"	"Science"	"No"	"Circumstances"	"No"	"Yes"	"PC"	"Rent"	"No"
708	"Republican"	"(18,44]"	4	"unknown"	"Female"	"$75,000 - $100,000"	"Married (w/kids)"	"Current Undergraduate"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"Science"	"dnr"	"dnr"	"Yes"	"No"	"dnr"	"dnr"	"dnr"
709	"Republican"	"(44,64]"	18	"No"	"Male"	"dnr"	"Single (w/kids)"	"dnr"	"No"	"Yes"	"No"	"Yes"	"Yes"	"Dad"	"Yes"	"No"	"Happy"	"No"	"Science"	"Yes"	"Circumstances"	"Yes"	"No"	"Mac"	"Own"	"No"
710	"Democrat"	"(18,44]"	16	"Yes"	"Female"	"$100,001 - $150,000"	"Single (no kids)"	"Current Undergraduate"	"Yes"	"No"	"Yes"	"Yes"	"Yes"	"dnr"	"Yes"	"Yes"	"Right"	"No"	"Art"	"Yes"	"Circumstances"	"Yes"	"No"	"Mac"	"dnr"	"No"
711	"Republican"	"(44,64]"	18	"No"	"Male"	"over $150,000"	"Married (w/kids)"	"Master's Degree"	"No"	"No"	"Yes"	"Yes"	"Yes"	"Dad"	"Yes"	"No"	"Right"	"Yes"	"Art"	"Yes"	"Me"	"Yes"	"No"	"Mac"	"Own"	"Yes"
712	"Democrat"	"(18,44]"	15	"unknown"	"Female"	"over $150,000"	"dnr"	"High School Diploma"	"Yes"	"Yes"	"Yes"	"Yes"	"Yes"	"Mom"	"Yes"	"Yes"	"Happy"	"dnr"	"dnr"	"No"	"Me"	"dnr"	"Yes"	"PC"	"Own"	"No"
714	"Democrat"	"(44,64]"	16	"Yes"	"Female"	"$100,001 - $150,000"	"Married (w/kids)"	"Bachelor's Degree"	"No"	"dnr"	"No"	"No"	"Yes"	"Mom"	"Yes"	"No"	"Right"	"No"	"Art"	"Yes"	"dnr"	"Yes"	"Yes"	"PC"	"Own"	"Yes"
715	"Republican"	"(44,64]"	15	"No"	"Female"	"over $150,000"	"Married (w/kids)"	"Bachelor's Degree"	"No"	"No"	"No"	"No"	"Yes"	"Dad"	"Yes"	"Yes"	"dnr"	"dnr"	"dnr"	"Yes"	"Circumstances"	"Yes"	"Yes"	"PC"	"Own"	"Yes"
716	"Democrat"	"(18,44]"	6	"Yes"	"Female"	"$50,000 - $74,999"	"Married (no kids)"	"Master's Degree"	"No"	"dnr"	"No"	"dnr"	"No"	"Mom"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Rent"	"dnr"
717	"Democrat"	"(18,44]"	18	"Yes"	"Female"	"$50,000 - $74,999"	"Married (w/kids)"	"Master's Degree"	"No"	"No"	"No"	"No"	"Yes"	"Mom"	"No"	"Yes"	"Happy"	"Yes"	"Art"	"Yes"	"Me"	"Yes"	"No"	"Mac"	"Own"	"Yes"
718	"Republican"	"(18,44]"	18	"No"	"Male"	"under $25,000"	"Married (no kids)"	"High School Diploma"	"No"	"Yes"	"Yes"	"Yes"	"Yes"	"Dad"	"Yes"	"No"	"Happy"	"No"	"Science"	"Yes"	"Me"	"Yes"	"No"	"Mac"	"Rent"	"No"
719	"Democrat"	"(44,64]"	15	"No"	"Male"	"$50,000 - $74,999"	"Single (no kids)"	"Bachelor's Degree"	"No"	"No"	"No"	"No"	"No"	"Dad"	"Yes"	"No"	"dnr"	"No"	"Art"	"Yes"	"Circumstances"	"Yes"	"No"	"dnr"	"dnr"	"Yes"
721	"Republican"	"(44,64]"	18	"No"	"Female"	"$50,000 - $74,999"	"Married (w/kids)"	"Bachelor's Degree"	"No"	"Yes"	"Yes"	"Yes"	"Yes"	"Dad"	"Yes"	"Yes"	"Happy"	"No"	"Art"	"Yes"	"Circumstances"	"Yes"	"Yes"	"Mac"	"Own"	"Yes"
722	"Republican"	"(18,44]"	18	"No"	"Male"	"$100,001 - $150,000"	"dnr"	"Current K-12"	"No"	"Yes"	"Yes"	"Yes"	"Yes"	"Dad"	"Yes"	"No"	"Right"	"Yes"	"Science"	"Yes"	"Me"	"No"	"No"	"PC"	"Own"	"Yes"
723	"Republican"	"(18,44]"	8	"Yes"	"Male"	"$25,001 - $50,000"	"Single (no kids)"	"dnr"	"dnr"	"No"	"Yes"	"dnr"	"dnr"	"dnr"	"Yes"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"Circumstances"	"Yes"	"dnr"	"dnr"	"Rent"	"Yes"
724	"Democrat"	"(18,44]"	18	"No"	"Female"	"under $25,000"	"Single (no kids)"	"Bachelor's Degree"	"Yes"	"No"	"Yes"	"Yes"	"Yes"	"Dad"	"Yes"	"Yes"	"Happy"	"Yes"	"Art"	"No"	"Circumstances"	"No"	"Yes"	"PC"	"Rent"	"No"
728	"Democrat"	"(44,64]"	10	"unknown"	"Female"	"$100,001 - $150,000"	"Married (w/kids)"	"Associate's Degree"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"Dad"	"Yes"	"dnr"	"Right"	"No"	"Art"	"Yes"	"dnr"	"Yes"	"No"	"dnr"	"Own"	"dnr"
729	"Democrat"	"(18,44]"	18	"No"	"Male"	"under $25,000"	"Single (no kids)"	"Current Undergraduate"	"Yes"	"No"	"No"	"No"	"Yes"	"Dad"	"Yes"	"No"	"Right"	"Yes"	"Science"	"Yes"	"Circumstances"	"Yes"	"No"	"PC"	"Rent"	"No"
730	"Democrat"	"(18,44]"	17	"Yes"	"Male"	"over $150,000"	"Single (no kids)"	"dnr"	"dnr"	"No"	"No"	"No"	"No"	"Mom"	"No"	"No"	"Happy"	"Yes"	"Art"	"Yes"	"Me"	"Yes"	"No"	"PC"	"Own"	"No"
731	"Democrat"	"(18,44]"	16	"Yes"	"Female"	"$25,001 - $50,000"	"Single (no kids)"	"Current K-12"	"dnr"	"No"	"Yes"	"Yes"	"Yes"	"Mom"	"Yes"	"Yes"	"Happy"	"Yes"	"Science"	"No"	"Circumstances"	"No"	"No"	"dnr"	"Own"	"Yes"
735	"Republican"	"(18,44]"	18	"Yes"	"Male"	"$50,000 - $74,999"	"Married (w/kids)"	"Master's Degree"	"No"	"No"	"Yes"	"Yes"	"Yes"	"Mom"	"Yes"	"No"	"Happy"	"Yes"	"Art"	"Yes"	"Me"	"No"	"No"	"Mac"	"Rent"	"Yes"
736	"Democrat"	"(18,44]"	16	"No"	"Male"	"dnr"	"Married (no kids)"	"dnr"	"No"	"Yes"	"No"	"Yes"	"Yes"	"dnr"	"Yes"	"No"	"dnr"	"Yes"	"Science"	"Yes"	"Circumstances"	"Yes"	"Yes"	"PC"	"Own"	"Yes"
737	"Democrat"	"(44,64]"	16	"No"	"Female"	"dnr"	"Married (w/kids)"	"High School Diploma"	"No"	"No"	"No"	"No"	"Yes"	"Dad"	"Yes"	"Yes"	"Happy"	"dnr"	"dnr"	"Yes"	"Me"	"Yes"	"No"	"Mac"	"Own"	"Yes"
738	"Democrat"	"(44,64]"	13	"Yes"	"Female"	"over $150,000"	"Married (no kids)"	"dnr"	"Yes"	"dnr"	"No"	"dnr"	"dnr"	"Mom"	"Yes"	"Yes"	"Happy"	"Yes"	"Art"	"dnr"	"Circumstances"	"dnr"	"Yes"	"PC"	"Own"	"Yes"
739	"Democrat"	"(18,44]"	4	"Yes"	"Male"	"dnr"	"dnr"	"Bachelor's Degree"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"Yes"	"dnr"	"Mac"	"dnr"	"dnr"
740	"Republican"	"(44,64]"	18	"Yes"	"Male"	"$25,001 - $50,000"	"Single (no kids)"	"High School Diploma"	"No"	"No"	"No"	"No"	"Yes"	"Mom"	"Yes"	"No"	"Happy"	"No"	"Science"	"No"	"Me"	"Yes"	"No"	"PC"	"Rent"	"Yes"
742	"Republican"	"(44,64]"	18	"No"	"Male"	"$100,001 - $150,000"	"Married (w/kids)"	"Bachelor's Degree"	"No"	"Yes"	"Yes"	"Yes"	"Yes"	"Dad"	"Yes"	"No"	"Happy"	"No"	"Science"	"Yes"	"Me"	"No"	"No"	"PC"	"Rent"	"Yes"
743	"Republican"	"(18,44]"	10	"unknown"	"Male"	"$25,001 - $50,000"	"Single (w/kids)"	"High School Diploma"	"dnr"	"dnr"	"No"	"dnr"	"Yes"	"Dad"	"No"	"Yes"	"dnr"	"No"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"PC"	"Own"	"No"
744	"Republican"	"(18,44]"	16	"Yes"	"Female"	"under $25,000"	"Single (no kids)"	"Current Undergraduate"	"Yes"	"No"	"Yes"	"dnr"	"Yes"	"Mom"	"Yes"	"Yes"	"dnr"	"No"	"Science"	"No"	"Me"	"Yes"	"No"	"Mac"	"Rent"	"Yes"
745	"Democrat"	"(18,44]"	5	"Yes"	"Male"	"dnr"	"Single (no kids)"	"Bachelor's Degree"	"dnr"	"dnr"	"No"	"No"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"
746	"Republican"	"(18,44]"	6	"unknown"	"Male"	"under $25,000"	"Single (no kids)"	"Current Undergraduate"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Mom"	"dnr"	"dnr"	"Happy"	"No"	"Science"	"dnr"	"dnr"	"dnr"	"Yes"	"PC"	"dnr"	"dnr"
748	"Democrat"	"(18,44]"	16	"Yes"	"Female"	"$25,001 - $50,000"	"Single (no kids)"	"Current Undergraduate"	"No"	"No"	"dnr"	"Yes"	"Yes"	"Mom"	"Yes"	"Yes"	"Happy"	"No"	"Art"	"No"	"dnr"	"Yes"	"No"	"Mac"	"Rent"	"Yes"
749	"Republican"	"(18,44]"	17	"Yes"	"Male"	"$25,001 - $50,000"	"Married (w/kids)"	"Bachelor's Degree"	"Yes"	"No"	"Yes"	"Yes"	"Yes"	"Dad"	"Yes"	"Yes"	"Happy"	"Yes"	"Science"	"Yes"	"Me"	"Yes"	"No"	"PC"	"Rent"	"dnr"
751	"Republican"	"(18,44]"	10	"unknown"	"Male"	"$100,001 - $150,000"	"Married (w/kids)"	"Master's Degree"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"Yes"	"dnr"	"Right"	"Yes"	"Science"	"Yes"	"Circumstances"	"dnr"	"No"	"Mac"	"dnr"	"No"
754	"Democrat"	"(18,44]"	17	"Yes"	"Male"	"$25,001 - $50,000"	"Married (no kids)"	"Master's Degree"	"Yes"	"No"	"No"	"No"	"No"	"Dad"	"No"	"No"	"Happy"	"Yes"	"dnr"	"Yes"	"Me"	"Yes"	"Yes"	"Mac"	"Rent"	"Yes"
755	"Democrat"	"(18,44]"	18	"Yes"	"Female"	"$75,000 - $100,000"	"Married (no kids)"	"Associate's Degree"	"No"	"No"	"No"	"No"	"No"	"Mom"	"Yes"	"Yes"	"Happy"	"No"	"Art"	"Yes"	"Me"	"Yes"	"No"	"PC"	"Own"	"Yes"
756	"Democrat"	"(18,44]"	15	"Yes"	"Female"	"dnr"	"dnr"	"Current K-12"	"Yes"	"No"	"No"	"dnr"	"No"	"Dad"	"No"	"No"	"Right"	"Yes"	"Art"	"No"	"Me"	"No"	"No"	"dnr"	"dnr"	"No"
757	"Democrat"	"(44,64]"	18	"No"	"Male"	"$100,001 - $150,000"	"Married (w/kids)"	"dnr"	"No"	"Yes"	"Yes"	"No"	"Yes"	"Dad"	"Yes"	"Yes"	"Right"	"Yes"	"Science"	"Yes"	"Circumstances"	"No"	"No"	"PC"	"Own"	"Yes"
758	"Democrat"	"(64,90]"	8	"unknown"	"Female"	"$100,001 - $150,000"	"Married (w/kids)"	"dnr"	"No"	"dnr"	"Yes"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"Art"	"dnr"	"dnr"	"Yes"	"Yes"	"Mac"	"dnr"	"dnr"
759	"Republican"	"(18,44]"	14	"No"	"Male"	"$75,000 - $100,000"	"Married (w/kids)"	"dnr"	"No"	"dnr"	"Yes"	"Yes"	"Yes"	"Dad"	"Yes"	"Yes"	"dnr"	"No"	"Science"	"Yes"	"dnr"	"dnr"	"Yes"	"PC"	"Own"	"Yes"
761	"Republican"	"(44,64]"	18	"No"	"Male"	"over $150,000"	"Single (no kids)"	"Master's Degree"	"No"	"Yes"	"No"	"No"	"Yes"	"Dad"	"Yes"	"Yes"	"Happy"	"Yes"	"Science"	"No"	"Circumstances"	"Yes"	"No"	"PC"	"Own"	"Yes"
762	"Republican"	"(18,44]"	18	"No"	"Male"	"$25,001 - $50,000"	"Single (no kids)"	"dnr"	"No"	"Yes"	"Yes"	"Yes"	"Yes"	"Mom"	"No"	"No"	"Happy"	"No"	"Science"	"No"	"Circumstances"	"Yes"	"No"	"Mac"	"Rent"	"Yes"
763	"Republican"	"(18,44]"	14	"No"	"Female"	"dnr"	"dnr"	"dnr"	"No"	"Yes"	"Yes"	"Yes"	"Yes"	"Mom"	"No"	"Yes"	"Happy"	"dnr"	"dnr"	"Yes"	"Circumstances"	"dnr"	"dnr"	"PC"	"Own"	"Yes"
764	"Democrat"	"(18,44]"	3	"unknown"	"Female"	"$75,000 - $100,000"	"Married (no kids)"	"Bachelor's Degree"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"Art"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"
765	"Republican"	"(18,44]"	16	"unknown"	"Male"	"$100,001 - $150,000"	"Single (no kids)"	"Current Undergraduate"	"dnr"	"Yes"	"Yes"	"Yes"	"Yes"	"dnr"	"Yes"	"Yes"	"Happy"	"No"	"Art"	"Yes"	"Circumstances"	"Yes"	"No"	"Mac"	"Own"	"No"
766	"Democrat"	"(18,44]"	16	"No"	"Male"	"dnr"	"Single (no kids)"	"Current K-12"	"No"	"No"	"Yes"	"Yes"	"Yes"	"Mom"	"Yes"	"No"	"Happy"	"dnr"	"Art"	"Yes"	"Circumstances"	"dnr"	"Yes"	"PC"	"Own"	"Yes"
767	"Democrat"	"(44,64]"	16	"No"	"Male"	"$100,001 - $150,000"	"Married (w/kids)"	"Master's Degree"	"No"	"Yes"	"Yes"	"Yes"	"Yes"	"Dad"	"Yes"	"dnr"	"Right"	"Yes"	"dnr"	"Yes"	"Circumstances"	"Yes"	"Yes"	"Mac"	"Own"	"Yes"
768	"Democrat"	"(44,64]"	18	"No"	"Female"	"over $150,000"	"Domestic Partners (no kids)"	"Doctoral Degree"	"Yes"	"No"	"No"	"No"	"No"	"Dad"	"Yes"	"Yes"	"Happy"	"Yes"	"Science"	"Yes"	"Circumstances"	"Yes"	"Yes"	"PC"	"Own"	"Yes"
769	"Democrat"	"(18,44]"	18	"Yes"	"Female"	"$50,000 - $74,999"	"Married (no kids)"	"High School Diploma"	"No"	"Yes"	"No"	"No"	"No"	"Mom"	"Yes"	"Yes"	"Happy"	"No"	"Art"	"Yes"	"Me"	"Yes"	"Yes"	"PC"	"Own"	"No"
770	"Democrat"	"(64,90]"	18	"No"	"Male"	"over $150,000"	"Married (w/kids)"	"Master's Degree"	"No"	"No"	"No"	"No"	"Yes"	"Mom"	"Yes"	"No"	"Happy"	"Yes"	"Science"	"Yes"	"Circumstances"	"No"	"No"	"PC"	"Own"	"Yes"
771	"Republican"	"(44,64]"	16	"No"	"Male"	"over $150,000"	"Married (w/kids)"	"Current Undergraduate"	"No"	"Yes"	"No"	"No"	"Yes"	"Mom"	"Yes"	"No"	"Happy"	"No"	"Science"	"Yes"	"Circumstances"	"Yes"	"Yes"	"dnr"	"dnr"	"No"
772	"Democrat"	"(18,44]"	16	"Yes"	"Male"	"over $150,000"	"Single (no kids)"	"Bachelor's Degree"	"No"	"dnr"	"No"	"No"	"Yes"	"dnr"	"No"	"No"	"Happy"	"No"	"Science"	"Yes"	"Me"	"Yes"	"Yes"	"PC"	"Rent"	"Yes"
773	"Republican"	"(18,44]"	1	"unknown"	"Male"	"$100,001 - $150,000"	"Married (w/kids)"	"Bachelor's Degree"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"
775	"Democrat"	"(18,44]"	10	"Yes"	"Male"	"under $25,000"	"Single (no kids)"	"Master's Degree"	"dnr"	"dnr"	"No"	"No"	"No"	"Mom"	"No"	"Yes"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"Mac"	"Rent"	"No"
776	"Republican"	"(44,64]"	17	"Yes"	"Male"	"$50,000 - $74,999"	"Married (w/kids)"	"High School Diploma"	"Yes"	"No"	"No"	"No"	"Yes"	"Mom"	"Yes"	"No"	"Happy"	"No"	"Science"	"Yes"	"Me"	"No"	"No"	"dnr"	"Own"	"No"
777	"Republican"	"(18,44]"	11	"unknown"	"Male"	"over $150,000"	"Single (no kids)"	"Bachelor's Degree"	"dnr"	"No"	"Yes"	"Yes"	"dnr"	"Dad"	"Yes"	"Yes"	"dnr"	"dnr"	"dnr"	"No"	"Me"	"dnr"	"dnr"	"Mac"	"Own"	"No"
778	"Democrat"	"(18,44]"	13	"Yes"	"Female"	"$75,000 - $100,000"	"Single (no kids)"	"Bachelor's Degree"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"Mom"	"No"	"No"	"Happy"	"No"	"Art"	"Yes"	"Me"	"dnr"	"Yes"	"PC"	"Rent"	"Yes"
779	"Democrat"	"(18,44]"	12	"Yes"	"Male"	"$25,001 - $50,000"	"Single (no kids)"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"No"	"Mom"	"Yes"	"No"	"Happy"	"No"	"Science"	"dnr"	"Me"	"Yes"	"Yes"	"dnr"	"Own"	"dnr"
780	"Democrat"	"(44,64]"	18	"Yes"	"Male"	"$100,001 - $150,000"	"Married (w/kids)"	"Associate's Degree"	"No"	"Yes"	"No"	"No"	"Yes"	"Mom"	"Yes"	"Yes"	"Happy"	"No"	"Art"	"Yes"	"Me"	"Yes"	"No"	"Mac"	"Own"	"No"
781	"Republican"	"(44,64]"	18	"No"	"Male"	"$50,000 - $74,999"	"Married (w/kids)"	"Bachelor's Degree"	"No"	"Yes"	"No"	"No"	"Yes"	"Dad"	"Yes"	"No"	"Right"	"No"	"Science"	"Yes"	"Circumstances"	"Yes"	"Yes"	"Mac"	"Own"	"Yes"
783	"Democrat"	"(18,44]"	4	"Yes"	"Male"	"under $25,000"	"Single (no kids)"	"Current Undergraduate"	"dnr"	"dnr"	"No"	"dnr"	"No"	"Mom"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Rent"	"dnr"
784	"Democrat"	"(18,44]"	1	"unknown"	"Female"	"$25,001 - $50,000"	"Single (no kids)"	"Current Undergraduate"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"PC"	"dnr"	"dnr"
785	"Democrat"	"(18,44]"	1	"Yes"	"Male"	"over $150,000"	"Single (no kids)"	"Master's Degree"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"
786	"Democrat"	"(18,44]"	9	"Yes"	"Male"	"dnr"	"Single (no kids)"	"Current Undergraduate"	"No"	"dnr"	"No"	"dnr"	"No"	"Mom"	"Yes"	"No"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"Rent"	"No"
787	"Republican"	"(0,18]"	16	"No"	"Male"	"$25,001 - $50,000"	"Single (no kids)"	"Current K-12"	"No"	"Yes"	"Yes"	"Yes"	"Yes"	"Dad"	"No"	"No"	"dnr"	"No"	"Science"	"No"	"dnr"	"Yes"	"Yes"	"PC"	"Own"	"No"
788	"Democrat"	"(64,90]"	11	"Yes"	"Male"	"$100,001 - $150,000"	"Married (w/kids)"	"dnr"	"No"	"dnr"	"No"	"dnr"	"Yes"	"dnr"	"Yes"	"No"	"dnr"	"No"	"Art"	"Yes"	"dnr"	"Yes"	"dnr"	"PC"	"dnr"	"Yes"
789	"Democrat"	"(18,44]"	9	"unknown"	"Male"	"$50,000 - $74,999"	"Single (no kids)"	"Bachelor's Degree"	"dnr"	"dnr"	"Yes"	"dnr"	"Yes"	"Dad"	"Yes"	"dnr"	"dnr"	"No"	"Science"	"dnr"	"dnr"	"Yes"	"No"	"PC"	"dnr"	"dnr"
790	"Republican"	"(18,44]"	12	"No"	"Male"	"$50,000 - $74,999"	"Single (no kids)"	"Current Undergraduate"	"No"	"No"	"No"	"No"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"Yes"	"Science"	"Yes"	"Circumstances"	"No"	"No"	"Mac"	"dnr"	"dnr"
791	"Democrat"	"(18,44]"	18	"Yes"	"Female"	"$50,000 - $74,999"	"Married (w/kids)"	"Master's Degree"	"Yes"	"No"	"Yes"	"Yes"	"Yes"	"Dad"	"Yes"	"Yes"	"Happy"	"Yes"	"Art"	"No"	"Me"	"Yes"	"No"	"PC"	"Own"	"No"
792	"Democrat"	"(18,44]"	18	"Yes"	"Female"	"$100,001 - $150,000"	"Married (w/kids)"	"Master's Degree"	"Yes"	"No"	"No"	"No"	"Yes"	"Dad"	"Yes"	"No"	"Happy"	"Yes"	"Science"	"Yes"	"Me"	"Yes"	"No"	"PC"	"Own"	"No"
793	"Republican"	"(18,44]"	18	"No"	"Male"	"over $150,000"	"Single (no kids)"	"Current Undergraduate"	"No"	"Yes"	"No"	"Yes"	"Yes"	"Dad"	"Yes"	"Yes"	"Right"	"No"	"Science"	"No"	"Me"	"No"	"Yes"	"PC"	"Own"	"Yes"
794	"Democrat"	"(18,44]"	16	"Yes"	"Female"	"under $25,000"	"Domestic Partners (no kids)"	"High School Diploma"	"No"	"No"	"No"	"No"	"Yes"	"Mom"	"Yes"	"dnr"	"Happy"	"No"	"Art"	"No"	"Me"	"Yes"	"No"	"PC"	"dnr"	"No"
795	"Republican"	"(18,44]"	13	"No"	"Male"	"$50,000 - $74,999"	"Married (w/kids)"	"Master's Degree"	"No"	"No"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"No"	"Happy"	"Yes"	"Science"	"Yes"	"Circumstances"	"Yes"	"No"	"PC"	"dnr"	"No"
796	"Republican"	"(18,44]"	16	"Yes"	"Female"	"$100,001 - $150,000"	"Single (no kids)"	"Current Undergraduate"	"Yes"	"No"	"Yes"	"Yes"	"Yes"	"Mom"	"Yes"	"No"	"Right"	"Yes"	"Science"	"dnr"	"Circumstances"	"No"	"No"	"PC"	"Rent"	"dnr"
797	"Republican"	"(18,44]"	18	"No"	"Female"	"dnr"	"Single (w/kids)"	"dnr"	"No"	"No"	"No"	"No"	"Yes"	"Mom"	"Yes"	"Yes"	"Happy"	"No"	"Science"	"No"	"Circumstances"	"Yes"	"No"	"Mac"	"Own"	"No"
798	"Democrat"	"(18,44]"	12	"Yes"	"Female"	"$25,001 - $50,000"	"Single (no kids)"	"Bachelor's Degree"	"Yes"	"No"	"No"	"dnr"	"Yes"	"Mom"	"No"	"dnr"	"dnr"	"Yes"	"Art"	"No"	"dnr"	"Yes"	"Yes"	"Mac"	"dnr"	"dnr"
799	"Democrat"	"(44,64]"	17	"Yes"	"Male"	"$100,001 - $150,000"	"Married (w/kids)"	"Master's Degree"	"Yes"	"No"	"No"	"No"	"dnr"	"Dad"	"No"	"No"	"Happy"	"Yes"	"Science"	"Yes"	"Me"	"Yes"	"Yes"	"Mac"	"Own"	"Yes"
800	"Republican"	"(18,44]"	18	"No"	"Female"	"$75,000 - $100,000"	"Married (no kids)"	"Bachelor's Degree"	"Yes"	"No"	"No"	"No"	"No"	"Dad"	"Yes"	"Yes"	"Happy"	"No"	"Science"	"Yes"	"Circumstances"	"Yes"	"No"	"PC"	"Own"	"No"
801	"Democrat"	"(18,44]"	18	"Yes"	"Male"	"$50,000 - $74,999"	"Single (no kids)"	"Bachelor's Degree"	"Yes"	"No"	"No"	"Yes"	"No"	"Dad"	"No"	"Yes"	"Happy"	"Yes"	"Art"	"Yes"	"Me"	"Yes"	"Yes"	"Mac"	"Rent"	"No"
802	"Republican"	"(18,44]"	18	"No"	"Male"	"under $25,000"	"Single (no kids)"	"Current Undergraduate"	"No"	"No"	"No"	"No"	"Yes"	"Dad"	"Yes"	"No"	"Happy"	"Yes"	"Science"	"Yes"	"Me"	"Yes"	"No"	"PC"	"Own"	"No"
804	"Republican"	"(44,64]"	11	"unknown"	"Female"	"$100,001 - $150,000"	"Married (w/kids)"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Dad"	"Yes"	"Yes"	"Happy"	"No"	"Art"	"Yes"	"dnr"	"Yes"	"dnr"	"Mac"	"Own"	"Yes"
805	"Republican"	"(18,44]"	18	"No"	"Female"	"under $25,000"	"Single (no kids)"	"Current Undergraduate"	"No"	"No"	"Yes"	"Yes"	"Yes"	"Dad"	"Yes"	"Yes"	"Happy"	"Yes"	"Art"	"No"	"Me"	"No"	"No"	"PC"	"Rent"	"No"
806	"Democrat"	"(18,44]"	17	"Yes"	"Male"	"over $150,000"	"Married (w/kids)"	"Doctoral Degree"	"dnr"	"No"	"No"	"No"	"Yes"	"Mom"	"Yes"	"No"	"Right"	"Yes"	"Science"	"Yes"	"Circumstances"	"Yes"	"Yes"	"PC"	"Rent"	"No"
808	"Republican"	"(44,64]"	1	"Yes"	"Male"	"$100,001 - $150,000"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"
809	"Democrat"	"(18,44]"	6	"Yes"	"Male"	"$100,001 - $150,000"	"Single (no kids)"	"High School Diploma"	"Yes"	"No"	"dnr"	"dnr"	"dnr"	"Mom"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"No"	"PC"	"dnr"	"dnr"
810	"Republican"	"(18,44]"	10	"Yes"	"Male"	"$25,001 - $50,000"	"Single (no kids)"	"Current Undergraduate"	"dnr"	"No"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"Happy"	"Yes"	"Art"	"dnr"	"Circumstances"	"Yes"	"No"	"PC"	"Rent"	"dnr"
811	"Republican"	"(18,44]"	18	"No"	"Female"	"$75,000 - $100,000"	"Married (w/kids)"	"Associate's Degree"	"No"	"Yes"	"Yes"	"Yes"	"Yes"	"Mom"	"Yes"	"Yes"	"Happy"	"No"	"Art"	"Yes"	"Circumstances"	"No"	"No"	"PC"	"Own"	"Yes"
